1: tournsize='10'
2: tournsize='232'
3: tournsize='226'
4: tournsize='186'
5: tournsize='206'
6: tournsize='246'
7: tournsize='34'
8: tournsize='76'
9: tournsize='31'
10: tournsize='61'
11: tournsize='109'
12: tournsize='154'
13: tournsize='107'
14: tournsize='12'
15: tournsize='87'
16: tournsize='14'
17: tournsize='17'
18: tournsize='15'
19: tournsize='89'
20: tournsize='16'
21: tournsize='132'
22: tournsize='147'
23: tournsize='119'
24: tournsize='155'
25: tournsize='146'
26: tournsize='221'
27: tournsize='70'
28: tournsize='236'
29: tournsize='151'
30: tournsize='238'
31: tournsize='203'
32: tournsize='234'
33: tournsize='243'
34: tournsize='195'
35: tournsize='102'
36: tournsize='187'
37: tournsize='201'
38: tournsize='140'
39: tournsize='134'
40: tournsize='77'
41: tournsize='202'
42: tournsize='58'
43: tournsize='235'
44: tournsize='144'
45: tournsize='174'
46: tournsize='56'
47: tournsize='113'
48: tournsize='29'
49: tournsize='63'
50: tournsize='20'
51: tournsize='64'
52: tournsize='78'
53: tournsize='81'
54: tournsize='79'
55: tournsize='136'
56: tournsize='141'
57: tournsize='85'
58: tournsize='133'
59: tournsize='19'
60: tournsize='80'
61: tournsize='11'
62: tournsize='135'
63: tournsize='125'
64: tournsize='84'
65: tournsize='86'
66: tournsize='121'
67: tournsize='194'
68: tournsize='67'
69: tournsize='50'
70: tournsize='68'
71: tournsize='199'
72: tournsize='42'
73: tournsize='69'
74: tournsize='180'
75: tournsize='127'
76: tournsize='40'
77: tournsize='49'
78: tournsize='62'
79: tournsize='191'
