ngen	time   	min     	avg     	max     	std    
0   	4.13701	-1951.35	-793.828	-496.775	282.675
1   	5.55044	-1736.87	-679.05 	-479.375	199.463
2   	6.98521	-1759.48	-676.914	-475.686	219.464
3   	8.2713 	-1712.12	-698.259	-475.686	268.371
4   	9.5683 	-1650.14	-729.898	-475.686	328.048
5   	10.8957	-1768.82	-761.571	-475.686	282.37 
6   	12.3395	-1759.19	-682.543	-475.686	207.794
7   	13.6518	-1818.97	-846.584	-475.686	423.582
8   	15.0502	-1767.58	-783.536	-475.686	338.594
9   	16.3699	-1703.22	-701.317	-475.686	250.494
10  	17.7197	-1799.3 	-734.715	-475.686	291.473
11  	19.1043	-1975.73	-899.543	-475.686	409.189
12  	20.5818	-2064.65	-976.168	-459.156	529.417
13  	21.8809	-2034.89	-886.437	-459.156	310.763
14  	23.1316	-2007.2 	-1031.59	-459.156	411.741
15  	24.3906	-1991.29	-1211.37	-459.156	462.489
16  	25.7605	-1980.19	-885.024	-459.156	376.563
17  	27.1823	-1898.49	-933.593	-459.156	418.021
18  	28.4812	-2020.73	-1215.13	-459.156	490.771
19  	29.8858	-2070.82	-1052.38	-459.156	366.227
20  	31.2349	-1866.26	-1046.35	-459.156	374.099
21  	32.4769	-2021.59	-982.764	-459.156	409.884
22  	33.8509	-2000.05	-1072.74	-459.156	353.624
23  	35.2046	-1973.39	-902.269	-459.156	367.827
24  	36.5458	-2001.26	-889.162	-459.156	364.624
25  	37.8832	-2037.33	-1187.87	-459.156	481.853
26  	39.2452	-2019.71	-1052.89	-459.156	412.994
27  	40.5778	-1986.65	-1033.49	-459.156	360.696
28  	41.9006	-2032.8 	-952.177	-459.156	404.708
29  	43.2879	-1915.04	-981.869	-459.156	416.294
30  	44.7235	-1844.07	-936.549	-459.156	369.704
31  	46.0125	-2034.31	-1358.6 	-459.156	475.679
32  	47.2699	-2047.13	-1407.97	-459.156	447.203
33  	48.5337	-1982.19	-1377.91	-459.156	402.967
34  	49.8204	-1996.93	-1334.88	-459.156	332.134
35  	51.2067	-2053.31	-1214.07	-459.156	446.114
36  	52.5997	-2048.85	-936.595	-459.156	299.107
37  	53.9716	-1997.55	-1131.35	-459.156	542.131
38  	55.3071	-1835.96	-806.703	-459.156	222.76 
39  	56.5884	-1864.3 	-1007.67	-459.156	302.741
40  	58.0183	-2001.69	-834.323	-459.156	310.484
41  	59.3286	-1906.99	-674.403	-459.156	132.758
42  	60.6019	-2094.63	-1827.95	-459.156	465.547
43  	61.8701	-2028.8 	-1109.34	-459.156	379.363
44  	63.1929	-1637.94	-683.298	-459.156	250.584
45  	64.5084	-1108.94	-855.998	-459.156	130.117
46  	65.9317	-2076.06	-1111.46	-459.156	295.13 
47  	67.1966	-1909.48	-976.828	-459.156	119.884
48  	68.6334	-1207.12	-942.968	-459.156	176.325
49  	69.9692	-2047.13	-983.885	-459.156	338.281
50  	71.2165	-1893.11	-984.512	-459.156	177.536
51  	72.5512	-2040.93	-946.823	-459.156	266.169
52  	73.9282	-1760.4 	-1056.16	-459.156	297.644
53  	75.3251	-1841.06	-921.444	-459.156	111.035
54  	76.6036	-1964.11	-1386.68	-459.156	276.433
55  	77.9056	-1527.8 	-789.326	-459.156	227.092
56  	79.2721	-1708.29	-1224.79	-459.156	411.521
57  	80.6119	-1790.38	-1138.81	-459.156	428.35 
58  	81.9192	-1668.23	-786.104	-459.156	242.729
59  	83.2931	-2055.13	-1021.61	-459.156	436.764
60  	84.4874	-1525.26	-906.794	-459.156	117.268
61  	85.8438	-2018.43	-1738.87	-459.156	286.668
62  	87.1621	-1813.86	-865.126	-459.156	403.564
63  	88.4434	-2070.23	-1233.78	-459.156	438.124
64  	89.8916	-2039.31	-1440.4 	-459.156	435.21 
65  	91.2727	-2084.11	-1611.52	-459.156	453.03 
66  	92.5401	-2042.77	-1109.85	-459.156	366.637
67  	93.8671	-2047.88	-906.494	-459.156	129.621
68  	95.2793	-1797.51	-1486.01	-459.156	210.949
69  	96.5279	-1563.65	-1003.39	-459.156	198.543
70  	97.796 	-1940.46	-1531.27	-459.156	442.82 
71  	99.1208	-1823.33	-962.824	-459.156	182.563
72  	100.49 	-1535.96	-669.727	-459.156	169.697
73  	101.765	-1970.29	-1502.76	-459.156	297.34 
