ngen	time   	min     	avg     	max     	std    
0   	8.2915 	-2765.14	-1557.31	-1063.69	294.59 
1   	11.0044	-2546.14	-1436.16	-1063.69	242.834
2   	13.5614	-2526.95	-1460.92	-1063.69	332.169
3   	16.3042	-2635.94	-1476.36	-1063.69	352.174
4   	19.1001	-2623.66	-1430.8 	-1063.69	356.313
5   	22.0594	-2680.25	-1439.11	-1024.05	423.044
6   	24.9147	-2700.92	-1792.95	-1024.05	467.037
7   	27.5704	-2761.96	-1717.29	-1024.05	445.3  
8   	30.2359	-2728.76	-1498.44	-1024.05	376.453
9   	33.1103	-2661.89	-1533.65	-1024.05	321.44 
10  	35.7042	-2853.62	-1801.53	-1024.05	429.645
11  	38.4097	-2737.03	-1778.46	-1024.05	437.451
12  	41.009 	-2826.87	-1630.25	-1024.05	415.744
13  	43.845 	-2927.48	-1682.85	-1024.05	352.255
14  	46.6501	-2758.49	-1734.71	-1024.05	400.708
15  	49.2701	-2662.29	-1419.92	-1024.05	283.355
16  	51.9377	-2668.75	-1583.68	-1024.05	252.607
17  	54.6546	-2846.44	-1944.52	-1024.05	460.187
18  	57.481 	-2496.67	-1614.32	-1024.05	209.093
19  	60.157 	-2643.62	-2046.93	-1024.05	419.63 
20  	62.7733	-2720.12	-1658.74	-1024.05	364.903
21  	65.529 	-2512.22	-1684.86	-1024.05	164.364
22  	68.1251	-2487.33	-1616.39	-1024.05	365.378
23  	70.825 	-2605.81	-1581.99	-1024.05	401.25 
24  	73.6972	-2666.83	-1680.49	-1024.05	361.267
25  	76.3789	-2744.69	-1695.17	-1024.05	252.556
26  	78.8797	-2917.23	-1857.51	-1024.05	433.975
27  	81.3877	-2568.44	-1526.44	-1024.05	289.351
28  	84.0479	-2747.15	-1813.56	-1024.05	436.686
29  	86.9075	-2531.35	-1480.07	-1024.05	207.641
30  	89.7402	-2606.06	-1555.57	-1024.05	286.906
31  	92.5629	-2800.18	-2016.95	-1024.05	439.472
32  	95.1393	-2857.11	-2006.48	-1024.05	485.426
33  	97.8352	-2824.45	-1797.11	-1024.05	488.49 
34  	100.348	-2728.6 	-1658.14	-1024.05	537.156
35  	103.147	-2737.38	-2101.97	-1024.05	487.439
36  	105.799	-2852.04	-1922.2 	-1024.05	403.519
37  	108.31 	-2644.24	-1667.06	-1024.05	251.004
38  	110.816	-2864.43	-1934.86	-1024.05	490.712
39  	113.334	-2603.85	-1640.39	-1024.05	196.28 
40  	115.951	-2848.42	-2464.23	-1024.05	282.071
41  	118.703	-2570.65	-1836.93	-1024.05	388.656
42  	121.414	-2283.89	-1497.01	-1024.05	181.123
43  	124.015	-2341.88	-1495.94	-1024.05	135.303
44  	126.536	-2653.92	-2140.65	-1024.05	416.292
45  	129.181	-2394.2 	-1477.47	-1024.05	293.701
46  	131.814	-2466.65	-1538.98	-1024.05	131.191
47  	134.677	-2374.98	-1544.88	-1024.05	246.255
48  	137.269	-2791.09	-1968.8 	-1024.05	510.764
49  	140    	-2830.73	-2431.52	-1024.05	410.337
50  	142.91 	-2830.9 	-2501.52	-1024.05	265.802
51  	145.614	-2752.16	-1820.3 	-1024.05	370.233
52  	148.161	-2682.8 	-1569.31	-1024.05	239.322
53  	150.805	-2842.17	-2300.88	-1024.05	290.085
54  	153.428	-2443.77	-1648.31	-1024.05	192.576
55  	156.192	-2909.02	-2469.28	-1024.05	338.07 
56  	158.715	-2579.88	-1659.69	-1024.05	414.327
57  	161.307	-2891.37	-2509.4 	-1024.05	364.666
58  	164.079	-2698.08	-2556.2 	-1024.05	170.23 
59  	166.653	-2855.78	-1835.84	-1024.05	300.45 
60  	169.315	-2756.02	-2598.87	-1024.05	247.771
61  	172.15 	-2681.27	-1478.44	-1024.05	323.795
62  	174.806	-2571.17	-1620.26	-1024.05	96.1489
63  	177.493	-2675.47	-2269.4 	-1024.05	239.48 
64  	180.348	-2518.64	-2447.33	-1024.05	149.794
65  	182.955	-2484.23	-1785.81	-1024.05	197.225
66  	185.549	-2678.69	-2088.13	-1024.05	115.853
67  	188.079	-2399.69	-1519.93	-1024.05	201.102
68  	190.733	-1704.16	-1429.45	-1024.05	62.5496
69  	193.545	-2412.12	-1542.64	-1024.05	134.599
70  	196.297	-2939.22	-2770.64	-1024.05	359.844
71  	199.049	-2875.12	-2418.42	-1024.05	343.601
72  	201.583	-2614.58	-1816.7 	-1024.05	353.354
73  	204.395	-2372.86	-1503.32	-1024.05	120.151
74  	207.032	-1677.4 	-1362.84	-1024.05	80.8212
75  	209.879	-2364.73	-2194.02	-1024.05	279.69 
76  	212.8  	-2420.67	-2264.9 	-1024.05	235.881
77  	215.368	-2328.27	-1540.47	-1024.05	218.655
78  	218.036	-2098   	-1659.59	-1024.05	114.444
79  	220.801	-1949.46	-1629.95	-1024.05	142.034
80  	223.618	-2332.01	-2069.81	-1024.05	307.174
81  	226.446	-2229.95	-1385.21	-1024.05	219.66 
82  	228.962	-2812.28	-2605.95	-1024.05	479.429
83  	231.554	-2794.89	-2343.81	-1024.05	249.606
84  	234.296	-2790.08	-2424.93	-1024.05	425.368
85  	236.856	-2741.78	-1645.53	-1024.05	202.313
86  	239.343	-2612.44	-1661.95	-1024.05	145.499
87  	241.877	-2430.75	-1510.79	-1024.05	165.451
88  	244.503	-1846.58	-1645.7 	-1024.05	91.0538
89  	247.031	-2569.76	-1644.53	-1024.05	86.5898
90  	249.87 	-2653.78	-1533.16	-1024.05	120.112
91  	252.438	-2710.17	-2318.54	-1024.05	288.885
92  	255.136	-2718.05	-1933.5 	-1024.05	361.484
93  	257.675	-2804   	-1823.51	-1024.05	415.359
94  	260.594	-2661.09	-2309.02	-1024.05	254.1  
95  	263.229	-2753.78	-2614.66	-1024.05	174.027
96  	265.965	-2673.84	-1645.59	-1024.05	353.016
97  	268.453	-2452.34	-1504.07	-1024.05	195.361
98  	271.272	-1963.55	-1712.1 	-1024.05	88.9419
99  	273.947	-2384.61	-1747.03	-1024.05	137.907
ngen	time   	min     	avg     	max     	std    
0   	8.32742	-2803   	-1565.2 	-1148.3 	339.778
1   	11.2422	-2611.5 	-1487.1 	-1098.57	330.519
2   	14.049 	-2761.7 	-1420.63	-1087.28	279.236
3   	16.7226	-2866.89	-1421.24	-1077.03	296.059
4   	19.4065	-2369.39	-1456.07	-1053.74	293.905
5   	21.9365	-2440.57	-1455.99	-1053.74	308.967
6   	24.7574	-2652.18	-1419.4 	-1053.74	251.724
7   	27.2724	-2770.89	-1548.55	-1053.74	429.339
8   	29.9854	-2547.61	-1502.44	-1053.74	348.718
9   	32.6611	-2722.96	-1746.93	-1053.74	471.463
10  	35.5164	-2788.46	-1702.76	-1053.74	489.757
11  	38.3341	-2918.96	-1712.76	-1053.74	375.247
12  	41.0786	-2695.63	-1675.58	-1053.74	355.523
13  	43.9224	-2747.94	-1831   	-1053.74	429.569
14  	46.6887	-2677.56	-1661.94	-1053.74	329.243
15  	49.4096	-2623.7 	-1573.62	-1053.74	357.849
