ngen	time   	min     	avg     	max     	std    
0   	7.97171	-750.857	-666.77 	-597.672	24.8944
1   	10.6266	-734.882	-657.728	-597.672	23.8788
2   	13.1666	-751.783	-654.465	-595.955	27.944 
3   	15.792 	-793.89 	-668.876	-594.199	39.2694
4   	18.4644	-744.985	-659.078	-577.795	26.7002
5   	21.2395	-776.118	-660.103	-575.482	28.715 
6   	23.6726	-737.788	-663.373	-575.482	27.9259
7   	26.2033	-746.313	-662.983	-575.482	27.2558
8   	28.8364	-794.525	-667.184	-575.482	33.3752
9   	31.3431	-754.871	-666.439	-575.482	30.5438
10  	34.0888	-761.163	-669.309	-575.482	30.9369
11  	36.5881	-752.537	-660.317	-575.482	29.777 
12  	39.2405	-751.776	-667.067	-575.482	32.0702
13  	41.788 	-803.087	-677.999	-575.482	40.0882
14  	44.3419	-819.069	-674.538	-575.482	42.2082
15  	46.8941	-778.552	-693.675	-575.482	37.054 
16  	49.5188	-757.24 	-673.255	-575.482	32.9972
17  	52.2386	-787.475	-690.083	-575.482	29.5443
18  	54.7093	-797.457	-680.634	-575.482	27.6246
19  	57.3735	-790.73 	-711.363	-575.482	36.235 
20  	59.9406	-779.497	-676.808	-575.482	31.1198
21  	62.6963	-773.356	-684.114	-575.482	29.5894
22  	65.1181	-822.63 	-691.626	-575.482	37.4181
23  	67.5824	-808.08 	-693.728	-575.482	38.2074
24  	70.3671	-762.286	-680.878	-575.482	22.4493
25  	73.1223	-783.402	-667.375	-575.482	26.8996
26  	75.8252	-776.81 	-680.11 	-575.482	27.5845
27  	78.5512	-809.608	-708.131	-575.482	35.5309
28  	81.1437	-783.931	-697.226	-575.482	36.1325
29  	83.7701	-804.771	-721.505	-575.482	34.1722
30  	86.4584	-797.623	-704.703	-575.482	39.6626
31  	88.9582	-770.952	-712.698	-575.482	28.5816
32  	91.6214	-735.624	-662.89 	-573.1  	28.0959
33  	94.3149	-808.316	-701.203	-573.1  	41.78  
34  	96.8449	-778.658	-690.375	-573.1  	34.315 
35  	99.3598	-820.07 	-728.026	-573.1  	40.0662
36  	101.915	-814.59 	-707.119	-573.1  	31.5484
37  	104.665	-801.014	-691.181	-573.1  	30.1346
38  	107.364	-771.777	-681.001	-573.1  	33.2241
39  	109.822	-737.103	-670.944	-573.1  	22.7608
40  	112.516	-774.892	-702.714	-573.1  	30.43  
41  	115.091	-836.879	-697.789	-573.1  	38.515 
42  	117.918	-735.146	-664.306	-573.1  	27.7422
43  	120.559	-807.049	-713.509	-573.1  	38.3839
44  	123.455	-784.244	-673.362	-573.1  	39.9006
45  	125.979	-764.178	-705.186	-573.1  	31.4728
46  	128.483	-733.081	-675.48 	-573.1  	21.3418
47  	131.06 	-753.374	-685.51 	-573.1  	24.8105
48  	133.79 	-760.42 	-706.719	-573.1  	25.4771
49  	136.417	-750.012	-666.823	-573.1  	22.1958
50  	138.919	-790.397	-703.692	-573.1  	31.3933
51  	141.532	-744.361	-696.32 	-573.1  	19.8667
52  	144.27 	-767.872	-721.216	-573.1  	31.8263
53  	146.937	-756.64 	-698.573	-573.1  	20.9543
54  	149.739	-821.351	-755.198	-573.1  	34.9607
55  	152.41 	-773.408	-666.59 	-573.1  	33.0581
56  	154.946	-781.497	-717.542	-573.1  	32.4104
57  	157.557	-743.379	-683.655	-573.1  	16.5928
58  	160.069	-748.214	-675.705	-573.1  	26.7469
59  	162.587	-785.364	-713.178	-573.1  	30.5563
60  	165.131	-786.216	-734.735	-573.1  	27.7499
61  	167.854	-745.308	-668.367	-573.1  	21.989 
62  	170.609	-785.723	-734.977	-573.1  	36.6383
63  	173.279	-758.79 	-694.995	-573.1  	26.4937
64  	175.984	-785.929	-735.714	-573.1  	27.4712
65  	178.795	-757.064	-719.554	-573.1  	18.2354
66  	181.642	-764.644	-689.295	-573.1  	22.8119
67  	184.419	-714.659	-675.181	-573.1  	13.8468
68  	187.25 	-798.733	-749.359	-573.1  	33.1127
69  	189.667	-773.34 	-663.658	-573.1  	26.8185
70  	192.211	-729.062	-656.181	-573.1  	16.1212
71  	195.059	-749.114	-705.681	-573.1  	29.1814
72  	197.824	-738.665	-692.597	-573.1  	16.5551
73  	200.564	-736.842	-695.524	-573.1  	12.8752
74  	203.075	-758.089	-713.453	-573.1  	16.7853
75  	205.675	-716.144	-676.417	-573.1  	17.3457
76  	208.273	-756.002	-728.485	-573.1  	25.2035
77  	211.041	-761.289	-696.109	-573.1  	22.6513
78  	213.466	-738.802	-694.471	-573.1  	17.2616
79  	215.98 	-776.472	-715.251	-573.1  	28.4   
80  	218.512	-788.744	-734.32 	-573.1  	19.8692
81  	221.119	-743.578	-669.428	-573.1  	17.7719
82  	223.885	-714.661	-687.578	-573.1  	16.847 
83  	226.644	-713.327	-681.904	-573.1  	12.8886
84  	229.313	-733.412	-688.411	-573.1  	14.7987
85  	231.85 	-701.868	-683.338	-573.1  	15.1163
86  	234.365	-783.532	-691.508	-573.1  	15.7151
87  	236.912	-753.676	-672.877	-573.1  	14.7542
88  	239.474	-675.304	-655.627	-573.1  	8.20274
89  	242.049	-736.501	-714.268	-573.1  	24.8087
90  	244.549	-724.411	-663.771	-573.1  	15.1547
91  	247.097	-677.587	-667.856	-573.1  	7.20846
92  	249.662	-724.255	-707.818	-573.1  	15.8056
93  	252.192	-763.751	-726.56 	-573.1  	16.2307
94  	254.752	-754.024	-713.131	-573.1  	15.9566
95  	257.184	-738.224	-695.143	-573.1  	10.3998
96  	259.631	-699.482	-668.126	-573.1  	12.3262
