% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.605689310e+04 +2.605689310e+04 +2.620604310e+04 +2.620604310e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
65715 +2.562622254e+04 +2.562622254e+04 +2.577537254e+04 +2.577537254e+04 +1.2744e-01 +2.2650e-01 +7.7500e-02 +7.7755e-01 +4.3315e-02 +2.1993e-01 +5.4560e-02 +2.5477e-01 +4.9300e-01 +8.4814e-01 +3.1290e-02 +9.6531e-01 +7.4113e-01 +1.4478e-01 +2.4176e-01 +4.6776e-02 +4.1411e-01 +8.1272e-01 +6.2578e-03 +8.7101e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.833729069e+04 +7.833729069e+04 +7.733729069e+04 +7.733729069e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (9.862000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.336090154e+04 +8.336090154e+04 +8.345952154e+04 +8.345952154e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-4.715000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.909617088e+04 +6.909617088e+04 +6.904902088e+04 +6.904902088e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.752000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.919146792e+04 +3.919146792e+04 +3.922898792e+04 +3.922898792e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
94 +3.405199592e+04 +3.405199592e+04 +3.408951592e+04 +3.408951592e+04 +7.5805e-01 +5.9292e-04 +4.8860e-01 +1.5470e-01 +9.2897e-01 +9.7241e-01 +2.6442e-01 +8.3811e-01 +3.4214e-01 +4.3890e-02 +8.5219e-01 +1.4258e-01 +2.0000e-01 +3.6405e-01 +4.0741e-01 +3.4672e-01 +1.7709e-01 +4.5476e-02 +4.0492e-01 +6.1600e-01
585 +3.359461489e+04 +3.359461489e+04 +3.363213489e+04 +3.363213489e+04 +1.4150e-01 +5.9292e-04 +4.8860e-01 +1.5470e-01 +9.2897e-01 +9.7241e-01 +2.6442e-01 +8.3811e-01 +3.4214e-01 +4.3890e-02 +8.5219e-01 +1.4258e-01 +2.0000e-01 +3.6405e-01 +4.0741e-01 +3.4672e-01 +1.7709e-01 +4.5476e-02 +4.0492e-01 +6.1600e-01
7399 +3.309361050e+04 +3.309361050e+04 +3.313113050e+04 +3.313113050e+04 +1.3015e-01 +2.3690e-02 +8.5519e-01 +7.3978e-02 +9.1411e-01 +7.1283e-01 +5.8359e-01 +8.3012e-01 +3.8948e-01 +1.1886e-02 +9.1482e-01 +8.0640e-01 +8.7312e-01 +2.3106e-01 +5.9234e-03 +2.3542e-02 +8.8658e-02 +3.4432e-01 +1.5577e-01 +5.3830e-01
27568 +3.137705156e+04 +3.137705156e+04 +3.141457156e+04 +3.141457156e+04 +1.3015e-01 +2.3690e-02 +8.5519e-01 +7.3978e-02 +9.1411e-01 +7.1283e-01 +5.8359e-01 +8.3012e-01 +3.8948e-01 +1.1886e-02 +9.1482e-01 +8.0640e-01 +8.7312e-01 +2.3106e-01 +5.9234e-03 +2.3542e-02 +3.8585e-01 +1.0775e-02 +5.2429e-01 +4.9385e-01
38943 +2.966776824e+04 +2.966776824e+04 +2.970528824e+04 +2.970528824e+04 +1.3015e-01 +2.3690e-02 +8.5519e-01 +7.3978e-02 +9.1411e-01 +7.1283e-01 +5.8359e-01 +8.3012e-01 +3.8948e-01 +1.1886e-02 +9.1482e-01 +8.0640e-01 +8.7312e-01 +2.3106e-01 +5.9234e-03 +2.3542e-02 +3.8585e-01 +1.0775e-02 +1.8567e-01 +5.2513e-01
40111 +2.906227407e+04 +2.906227407e+04 +2.909979407e+04 +2.909979407e+04 +1.3015e-01 +2.3690e-02 +8.5519e-01 +7.3978e-02 +9.1411e-01 +7.1283e-01 +5.8359e-01 +8.3012e-01 +3.8948e-01 +1.1886e-02 +9.1482e-01 +8.0640e-01 +8.7312e-01 +2.3106e-01 +5.9234e-03 +2.3542e-02 +3.8585e-01 +1.0775e-02 +1.4873e-01 +9.3498e-01
% function evaluation | noise-free fitness - Fopt (8.834000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.496107953e+04 +2.496107953e+04 +2.504941953e+04 +2.504941953e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
55009 +2.418824758e+04 +2.418824758e+04 +2.427658758e+04 +2.427658758e+04 +7.6597e-01 +6.8259e-01 +2.6478e-02 +8.6186e-01 +9.1952e-01 +4.8707e-01 +1.6100e-02 +8.0449e-02 +4.2443e-03 +9.0893e-01 +1.1307e-01 +3.3373e-02 +3.4416e-01 +7.8655e-01 +1.3267e-01 +5.8699e-01 +1.3838e-01 +1.0562e-01 +9.2752e-01 +1.9430e-01
