% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3 +4.727790828e+01 +4.727790828e+01 +6.608790828e+01 +6.608790828e+01 +2.7699e-01 +9.6913e-01 +7.6809e-01 +9.2136e-01 +9.7171e-01 +2.3092e-01 +4.7990e-01 +4.9522e-01 +1.1292e-01 +2.9022e-01 +2.3150e-03 +7.7185e-01 +7.9813e-01 +3.3772e-01 +7.3045e-01 +1.7917e-01 +1.4750e-01 +6.9150e-01 +9.1513e-01 +3.6726e-01
8 +3.937070032e+01 +3.937070032e+01 +5.818070032e+01 +5.818070032e+01 +9.6212e-01 +6.6876e-01 +4.3088e-01 +8.7019e-01 +9.8376e-01 +6.0867e-01 +3.6346e-02 +1.2752e-01 +5.2443e-01 +6.7200e-02 +9.4507e-01 +9.1168e-01 +6.1324e-01 +5.5015e-01 +5.8144e-01 +2.7780e-01 +3.0986e-02 +3.9725e-01 +8.3614e-01 +9.6942e-01
91 +3.583699529e+01 +3.583699529e+01 +5.464699529e+01 +5.464699529e+01 +2.7214e-01 +2.1320e-01 +4.9367e-01 +7.2095e-01 +6.9006e-02 +2.9388e-01 +7.3334e-01 +4.3527e-01 +1.8441e-02 +8.8139e-01 +9.8581e-01 +7.7412e-01 +5.6431e-01 +9.4497e-01 +5.3549e-01 +4.7564e-01 +7.0831e-02 +6.2931e-01 +1.8174e-01 +3.6829e-01
98 +3.451117341e+01 +3.451117341e+01 +5.332117341e+01 +5.332117341e+01 +2.4058e-01 +8.1071e-01 +3.4656e-01 +8.3998e-01 +6.3897e-01 +9.1469e-01 +1.1229e-01 +4.8802e-01 +1.8258e-01 +5.4187e-02 +4.3506e-01 +5.6354e-01 +5.6077e-01 +5.9508e-02 +7.3214e-01 +3.0951e-01 +1.8982e-01 +4.9696e-01 +9.9526e-01 +4.7228e-02
126 +2.914197327e+01 +2.914197327e+01 +4.795197327e+01 +4.795197327e+01 +5.7937e-02 +4.7203e-01 +9.4097e-01 +1.7986e-01 +9.5171e-01 +2.0889e-01 +9.8468e-01 +9.1080e-01 +1.8969e-01 +2.7469e-01 +6.6978e-01 +4.5522e-01 +8.9792e-01 +3.4018e-01 +6.2010e-01 +3.3562e-01 +6.8926e-02 +5.0420e-01 +9.3683e-01 +3.4895e-01
29205 +2.648922463e+01 +2.648922463e+01 +4.529922463e+01 +4.529922463e+01 +3.4430e-01 +7.8399e-01 +4.9957e-01 +5.6030e-01 +1.9405e-01 +6.3396e-01 +7.2131e-01 +7.8282e-01 +4.0439e-01 +7.3995e-01 +1.9084e-01 +5.5624e-01 +6.2673e-01 +3.4018e-01 +7.4189e-03 +7.8800e-01 +3.2189e-01 +8.7357e-01 +4.8883e-02 +6.0483e-01
55245 +2.605984339e+01 +2.605984339e+01 +4.486984339e+01 +4.486984339e+01 +3.4430e-01 +7.8399e-01 +4.9957e-01 +5.6030e-01 +1.9405e-01 +6.3396e-01 +7.2131e-01 +7.8282e-01 +4.0439e-01 +7.3995e-01 +1.9084e-01 +5.5624e-01 +6.2673e-01 +3.4018e-01 +7.4189e-03 +7.8800e-01 +3.2189e-01 +8.7357e-01 +4.8883e-02 +4.9096e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.178320511e+02 +2.178320511e+02 +4.909820511e+02 +4.909820511e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +1.882581899e+02 +1.882581899e+02 +4.614081899e+02 +4.614081899e+02 +2.9911e-01 +4.4754e-01 +5.7938e-01 +7.1678e-01 +8.0116e-01 +3.6135e-01 +2.2393e-01 +5.4624e-02 +7.2352e-01 +2.7757e-01 +5.6759e-01 +1.3163e-01 +4.9833e-01 +5.0229e-02 +7.0840e-01 +1.8899e-02 +5.5284e-01 +6.2442e-01 +9.3025e-01 +1.9826e-01
15 +1.746779507e+02 +1.746779507e+02 +4.478279507e+02 +4.478279507e+02 +1.0206e-01 +6.2310e-01 +2.8529e-02 +9.8199e-01 +8.0972e-03 +8.7490e-01 +4.1604e-01 +9.7629e-01 +3.1979e-01 +6.6474e-01 +1.2690e-01 +3.7902e-01 +9.3365e-01 +5.8873e-02 +4.3461e-01 +6.4265e-01 +8.0219e-01 +3.9880e-01 +4.1231e-01 +9.5118e-01
39 +1.697928918e+02 +1.697928918e+02 +4.429428918e+02 +4.429428918e+02 +8.2277e-01 +6.2280e-01 +7.7289e-01 +1.6393e-01 +6.2501e-01 +3.0224e-01 +5.6005e-01 +2.2906e-01 +8.5263e-01 +8.7913e-01 +7.5605e-01 +3.1675e-01 +6.1148e-01 +8.6729e-02 +6.1818e-01 +1.8526e-01 +3.1670e-01 +8.4154e-01 +5.9810e-01 +7.6592e-02
84 +1.534127237e+02 +1.534127237e+02 +4.265627237e+02 +4.265627237e+02 +4.3886e-01 +1.0601e-01 +7.0931e-01 +3.8292e-02 +7.2646e-01 +3.6322e-01 +2.8902e-01 +2.5958e-01 +2.2387e-01 +7.7587e-01 +2.0645e-01 +8.9059e-02 +1.7500e-01 +9.1153e-01 +3.6083e-01 +1.2904e-02 +1.7837e-01 +8.1426e-01 +8.8782e-01 +6.8862e-01
88 +1.321922214e+02 +1.321922214e+02 +4.053422214e+02 +4.053422214e+02 +5.1534e-01 +9.6239e-01 +4.0665e-01 +8.2810e-01 +2.6946e-01 +8.1705e-02 +7.3676e-01 +1.6914e-01 +1.0578e-01 +6.5101e-01 +6.0208e-01 +3.5405e-01 +3.7458e-01 +9.7244e-02 +8.7983e-01 +5.0902e-01 +2.3786e-01 +6.3002e-01 +4.4633e-01 +7.4797e-02
14982 +1.298511630e+02 +1.298511630e+02 +4.030011630e+02 +4.030011630e+02 +5.5703e-01 +1.1673e-01 +8.2239e-01 +4.3348e-01 +8.8657e-01 +7.7647e-02 +2.2302e-01 +2.7983e-01 +6.8808e-01 +8.6552e-01 +9.9828e-01 +5.8486e-01 +1.8369e-01 +9.2973e-01 +1.5535e-01 +6.4692e-01 +6.2907e-02 +4.6959e-01 +4.1655e-01 +2.0946e-01
25443 +1.275391846e+02 +1.275391846e+02 +4.006891846e+02 +4.006891846e+02 +4.0562e-01 +7.9092e-01 +8.0534e-01 +7.3252e-01 +7.3807e-01 +7.4219e-03 +5.2909e-01 +2.3021e-01 +7.7857e-01 +5.8628e-01 +9.2899e-03 +3.9276e-01 +1.9326e-01 +8.8309e-01 +1.7870e-01 +3.0243e-01 +5.5498e-01 +6.3002e-01 +4.4633e-01 +7.4797e-02
77778 +1.243742443e+02 +1.243742443e+02 +3.975242443e+02 +3.975242443e+02 +1.7961e-01 +9.6239e-01 +9.6413e-01 +7.8852e-01 +8.5582e-01 +4.7364e-02 +1.1644e-02 +1.3334e-01 +4.5665e-01 +9.4397e-01 +9.9682e-01 +4.6223e-01 +2.0888e-01 +5.5464e-01 +2.9983e-01 +2.1575e-01 +9.6836e-01 +7.9074e-01 +6.7778e-01 +2.6082e-01
85778 +1.219723694e+02 +1.219723694e+02 +3.951223694e+02 +3.951223694e+02 +5.2475e-02 +9.1393e-01 +2.7848e-01 +7.3252e-01 +9.4578e-01 +5.6633e-01 +8.3010e-02 +4.7169e-02 +4.4062e-01 +7.6600e-01 +9.0969e-01 +7.0326e-01 +4.3890e-01 +1.6612e-01 +1.3979e-01 +6.9041e-01 +6.5533e-04 +8.2983e-01 +1.1116e-01 +1.8104e-01
93440 +1.186866404e+02 +1.186866404e+02 +3.918366404e+02 +3.918366404e+02 +8.1334e-01 +7.8925e-01 +6.9566e-01 +4.0135e-01 +8.3204e-01 +1.9432e-01 +5.2909e-01 +1.6914e-01 +5.7241e-02 +9.5965e-01 +4.5694e-01 +4.5338e-01 +7.2531e-01 +9.3696e-01 +4.2284e-01 +3.0243e-01 +9.3229e-01 +8.2129e-01 +1.2110e-01 +4.1540e-01
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.493569195e+01 +4.493569195e+01 +8.211569195e+01 +8.211569195e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
6 +4.203377799e+01 +4.203377799e+01 +7.921377799e+01 +7.921377799e+01 +5.5857e-01 +4.0761e-01 +2.1640e-01 +9.9179e-01 +5.9672e-01 +5.2347e-01 +2.0205e-01 +2.8725e-02 +7.5257e-01 +3.7231e-01 +8.3358e-01 +4.0852e-01 +4.7170e-02 +4.6898e-01 +2.1350e-01 +6.3506e-01 +7.4274e-01 +2.8673e-01 +6.2482e-01 +2.9610e-01
10 +3.356354744e+01 +3.356354744e+01 +7.074354744e+01 +7.074354744e+01 +1.8046e-01 +3.3095e-01 +4.2849e-01 +1.0205e-02 +2.7980e-01 +2.5346e-01 +2.7690e-01 +3.5276e-02 +9.0160e-01 +6.8684e-01 +6.8456e-01 +2.1314e-02 +2.0544e-02 +3.8866e-01 +8.9152e-02 +2.9623e-01 +2.6553e-01 +6.6230e-01 +1.0066e-01 +8.0761e-01
253 +3.183562538e+01 +3.183562538e+01 +6.901562538e+01 +6.901562538e+01 +1.6152e-01 +2.4389e-01 +1.9094e-01 +7.2306e-01 +3.3907e-01 +1.7173e-01 +1.1390e-01 +3.6112e-01 +6.6020e-01 +8.4503e-01 +2.9103e-01 +3.1154e-01 +3.1529e-01 +9.1179e-01 +3.8919e-01 +8.5538e-01 +5.9118e-01 +1.2448e-01 +2.8714e-01 +1.3537e-01
4698 +3.084553864e+01 +3.084553864e+01 +6.802553864e+01 +6.802553864e+01 +2.6382e-01 +5.4700e-01 +6.2287e-01 +1.7507e-01 +2.3992e-01 +8.1548e-01 +4.1365e-01 +7.6296e-01 +1.2065e-01 +7.5954e-01 +1.6471e-01 +1.8049e-01 +1.9688e-01 +8.6188e-01 +5.8927e-01 +7.8209e-01 +4.3558e-02 +2.0698e-01 +5.0684e-01 +7.5123e-01
13048 +2.891035902e+01 +2.891035902e+01 +6.609035902e+01 +6.609035902e+01 +2.2699e-01 +3.7229e-01 +2.4760e-01 +7.4597e-01 +1.5749e-02 +3.8298e-01 +1.0699e-01 +3.2951e-02 +2.7825e-01 +8.9546e-01 +9.4545e-01 +6.0362e-01 +8.8503e-01 +7.0005e-01 +2.4183e-01 +2.6955e-01 +3.8000e-01 +1.8276e-01 +2.1874e-01 +3.2005e-01
34028 +2.858726420e+01 +2.858726420e+01 +6.576726420e+01 +6.576726420e+01 +6.4065e-02 +3.5449e-01 +1.7080e-01 +2.9284e-01 +8.1952e-01 +2.5661e-01 +7.6741e-01 +1.6447e-01 +8.9207e-02 +9.2867e-01 +3.9518e-01 +2.7710e-01 +4.7610e-01 +4.5154e-01 +7.8432e-01 +8.5080e-01 +7.2438e-01 +7.7461e-02 +1.6978e-01 +2.5339e-01
80039 +2.748682471e+01 +2.748682471e+01 +6.466682471e+01 +6.466682471e+01 +1.5796e-02 +4.8593e-01 +2.4760e-01 +1.8704e-02 +5.4800e-01 +9.1347e-01 +4.0287e-02 +8.9480e-01 +6.8567e-01 +9.5682e-01 +7.5750e-01 +1.1070e-01 +9.9245e-01 +7.5865e-01 +5.5694e-01 +9.2932e-01 +4.4804e-01 +4.9515e-01 +7.9359e-02 +8.7148e-01
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.545306338e+01 +5.545306338e+01 -9.244693662e+01 -9.244693662e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
11 +4.899823553e+01 +4.899823553e+01 -9.890176447e+01 -9.890176447e+01 +7.6153e-01 +7.0290e-01 +6.0761e-01 +6.4035e-02 +1.6966e-01 +7.6093e-01 +7.0550e-01 +9.5387e-01 +1.5933e-01 +2.6089e-01 +4.0896e-01 +7.6054e-01 +2.0574e-02 +8.2524e-01 +2.1113e-02 +7.5391e-01 +3.9585e-01 +2.7708e-01 +3.1366e-01 +6.2454e-01
19 +3.822606145e+01 +3.822606145e+01 -1.096739385e+02 -1.096739385e+02 +5.5692e-02 +1.5252e-01 +6.4291e-01 +1.3714e-01 +3.0528e-01 +7.6991e-02 +7.0713e-01 +5.4373e-01 +8.6800e-01 +4.8078e-01 +6.2266e-01 +1.8906e-01 +8.8484e-01 +8.5772e-01 +7.5987e-01 +8.2664e-02 +4.7013e-01 +9.1671e-01 +4.5737e-01 +8.8442e-01
6697 +3.717035780e+01 +3.717035780e+01 -1.107296422e+02 -1.107296422e+02 +1.7010e-01 +4.3415e-01 +8.7408e-01 +2.7800e-01 +5.0192e-01 +5.8449e-01 +4.7639e-01 +5.2566e-01 +7.2133e-02 +6.1283e-01 +8.4504e-01 +8.5276e-02 +2.6882e-01 +2.6692e-01 +8.7837e-02 +1.6301e-01 +4.5873e-01 +6.2340e-01 +5.7491e-01 +3.0587e-01
12042 +3.670397846e+01 +3.670397846e+01 -1.111960215e+02 -1.111960215e+02 +3.2504e-01 +4.7672e-01 +8.7408e-01 +2.7800e-01 +5.0192e-01 +5.8449e-01 +4.7639e-01 +5.2566e-01 +7.2133e-02 +6.1283e-01 +8.4504e-01 +8.5276e-02 +2.6882e-01 +2.6692e-01 +8.7837e-02 +1.6301e-01 +4.5873e-01 +6.2340e-01 +5.7491e-01 +3.0587e-01
60723 +3.608700335e+01 +3.608700335e+01 -1.118129966e+02 -1.118129966e+02 +6.6538e-01 +3.7136e-01 +2.9019e-01 +2.5149e-01 +5.0192e-01 +6.9817e-01 +4.0740e-01 +2.3239e-03 +1.6099e-01 +2.3701e-01 +1.4333e-01 +7.7482e-01 +2.6882e-01 +5.1667e-01 +7.5109e-01 +4.9364e-01 +8.4328e-01 +4.6128e-01 +5.7491e-01 +4.2694e-01
68348 +3.485500648e+01 +3.485500648e+01 -1.130449935e+02 -1.130449935e+02 +1.9123e-01 +6.1202e-02 +9.4004e-01 +6.5140e-01 +4.1160e-01 +9.0896e-01 +4.7639e-01 +5.2566e-01 +7.2133e-02 +6.1283e-01 +8.4504e-01 +8.5276e-02 +4.5789e-01 +8.7278e-01 +1.2373e-01 +1.2815e-01 +3.3527e-01 +3.7290e-02 +6.5717e-01 +5.5983e-01
% function evaluation | noise-free fitness - Fopt (2.173800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.429854136e+01 +6.429854136e+01 +2.816785414e+02 +2.816785414e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +5.487760454e+01 +5.487760454e+01 +2.722576045e+02 +2.722576045e+02 +5.7241e-01 +8.9148e-01 +5.9413e-01 +1.4237e-01 +2.5688e-01 +6.2354e-01 +7.6357e-01 +6.4172e-01 +8.3862e-01 +6.3883e-01 +5.5248e-01 +2.3027e-01 +9.4267e-01 +2.6228e-01 +8.5101e-01 +4.2881e-02 +6.2243e-01 +7.0377e-01 +7.6012e-01 +8.6437e-01
9 +4.630308429e+01 +4.630308429e+01 +2.636830843e+02 +2.636830843e+02 +4.9733e-01 +8.9190e-01 +9.3409e-01 +2.6847e-01 +8.8810e-01 +9.6678e-01 +8.9299e-01 +2.6857e-01 +3.5757e-01 +9.7108e-01 +2.8993e-01 +2.7913e-03 +1.1820e-01 +7.0919e-01 +1.3261e-01 +4.0269e-01 +9.4535e-01 +5.3931e-02 +9.3094e-01 +1.8731e-01
10 +4.352283956e+01 +4.352283956e+01 +2.609028396e+02 +2.609028396e+02 +6.8093e-01 +9.0257e-01 +1.1036e-02 +1.4882e-01 +2.6809e-01 +9.5868e-03 +3.3020e-01 +3.4421e-01 +1.0159e-02 +1.9137e-02 +2.3859e-02 +1.2381e-01 +3.7293e-01 +4.3479e-03 +4.2713e-01 +7.7478e-01 +6.7939e-01 +5.0524e-03 +4.4239e-01 +3.4250e-01
11 +3.975622532e+01 +3.975622532e+01 +2.571362253e+02 +2.571362253e+02 +3.4885e-01 +7.8052e-02 +7.7191e-02 +9.3879e-01 +2.5550e-01 +3.2654e-01 +4.6360e-01 +3.2978e-02 +4.9440e-01 +1.3914e-01 +9.9602e-01 +1.5631e-01 +7.0746e-01 +9.3358e-01 +3.7780e-01 +1.6976e-01 +7.3942e-01 +5.8683e-01 +4.4888e-01 +5.4560e-01
479 +3.851979295e+01 +3.851979295e+01 +2.558997930e+02 +2.558997930e+02 +9.4106e-01 +8.8748e-01 +3.3231e-01 +7.7654e-01 +8.3078e-01 +4.7785e-01 +3.4920e-01 +2.3116e-01 +2.2331e-01 +7.4138e-01 +2.3858e-01 +2.0384e-01 +1.7560e-01 +8.9813e-01 +9.2911e-01 +2.4417e-01 +9.3121e-01 +4.5340e-01 +9.0605e-01 +5.9895e-01
733 +3.399892111e+01 +3.399892111e+01 +2.513789211e+02 +2.513789211e+02 +6.3208e-01 +6.3829e-01 +7.7520e-02 +9.0576e-01 +3.9375e-01 +9.9166e-01 +1.5615e-01 +5.0346e-01 +4.0986e-01 +5.3323e-01 +2.9362e-01 +5.2157e-02 +6.5157e-02 +5.3199e-01 +7.2157e-01 +2.1078e-01 +2.8136e-01 +8.8826e-03 +3.8718e-01 +6.1812e-01
7441 +3.300767346e+01 +3.300767346e+01 +2.503876735e+02 +2.503876735e+02 +4.8527e-02 +3.9768e-01 +8.3397e-01 +5.6667e-01 +2.2672e-01 +9.9004e-01 +2.2482e-02 +1.4223e-02 +1.9127e-01 +7.8320e-02 +3.0085e-01 +1.0094e-01 +1.3263e-02 +6.4281e-01 +5.3603e-01 +3.8257e-01 +8.9090e-01 +6.6169e-01 +6.8610e-01 +4.0023e-01
59788 +2.874892812e+01 +2.874892812e+01 +2.461289281e+02 +2.461289281e+02 +5.9869e-01 +8.9275e-03 +7.8031e-02 +5.6667e-01 +6.9284e-01 +1.5075e-01 +2.2482e-02 +1.4223e-02 +1.9127e-01 +7.8320e-02 +3.0085e-01 +1.0094e-01 +1.3263e-02 +6.4281e-01 +5.3603e-01 +3.8257e-01 +9.8536e-02 +6.6169e-01 +9.2808e-01 +4.0801e-01
% function evaluation | noise-free fitness - Fopt (1.946900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.549407827e+01 +3.549407827e+01 +2.301840783e+02 +2.301840783e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
12 +3.423339888e+01 +3.423339888e+01 +2.289233989e+02 +2.289233989e+02 +1.1996e-01 +3.9848e-01 +9.2057e-01 +3.3217e-01 +2.2278e-01 +3.1018e-01 +4.2780e-01 +1.1892e-01 +2.7681e-01 +1.9141e-01 +1.7685e-01 +1.3817e-01 +5.1784e-01 +5.0412e-01 +2.3903e-01 +7.5325e-01 +5.7365e-01 +4.2609e-01 +7.4175e-01 +7.0872e-01
13 +3.311154697e+01 +3.311154697e+01 +2.278015470e+02 +2.278015470e+02 +7.5389e-01 +2.4283e-01 +6.4923e-01 +4.2545e-01 +7.7282e-01 +4.9178e-01 +2.4335e-01 +8.7740e-01 +2.3466e-02 +7.6470e-01 +7.9965e-01 +5.4173e-01 +4.9448e-01 +3.3258e-01 +4.8850e-01 +3.1153e-01 +5.7191e-02 +6.3494e-01 +8.4257e-01 +9.1892e-01
