gen	time   	min   	avg   	max   	std
0  	120.683	-83025	-83025	-83025	0  
1  	185.707	-83025	-83025	-83025	0  
2  	250.182	-83025	-83025	-83025	0  
3  	311.168	-83025	-83025	-83025	0  
4  	374.909	-83025	-83025	-83025	0  
5  	436.921	-83025	-83025	-83025	0  
6  	498.185	-83025	-83025	-83025	0  
7  	560.026	-83025	-83025	-83025	0  
8  	621.916	-83025	-83025	-83025	0  
9  	683.434	-83025	-83025	-83025	0  
10 	744.84 	-83025	-83025	-83025	0  
11 	808.581	-83025	-83025	-83025	0  
12 	869.45 	-83025	-83025	-83025	0  
13 	931.68 	-83025	-83025	-83025	0  
14 	991.689	-83025	-83025	-83025	0  
15 	1052.67	-83025	-83025	-83025	0  
16 	1115.22	-83025	-83025	-83025	0  
17 	1177.22	-83025	-83025	-83025	0  
18 	1238.48	-83025	-83025	-83025	0  
19 	1298.15	-83025	-83025	-83025	0  
20 	1357.92	-83025	-83025	-83025	0  
21 	1419.62	-83025	-83025	-83025	0  
22 	1479.08	-83025	-83025	-83025	0  
23 	1539.69	-83025	-83025	-83025	0  
24 	1600.69	-83025	-83025	-83025	0  
25 	1660.07	-83025	-83025	-83025	0  
26 	1720.29	-83025	-83025	-83025	0  
27 	1779.44	-83025	-83025	-83025	0  
28 	1838.92	-83025	-83025	-83025	0  
29 	1898.93	-83025	-83025	-83025	0  
30 	1957.09	-83025	-83025	-83025	0  
31 	2014.88	-83025	-83025	-83025	0  
32 	2074.68	-83025	-83025	-83025	0  
33 	2133.63	-83025	-83025	-83025	0  
34 	2191.01	-83025	-83025	-83025	0  
35 	2247.26	-83025	-83025	-83025	0  
36 	2305.58	-83025	-83025	-83025	0  
37 	2365.43	-83025	-83025	-83025	0  
38 	2424.59	-83025	-83025	-83025	0  
39 	2481.64	-83025	-83025	-83025	0  
40 	2539.29	-83025	-83025	-83025	0  
41 	2598.5 	-83025	-83025	-83025	0  
42 	2654.91	-83025	-83025	-83025	0  
43 	2712.48	-83025	-83025	-83025	0  
44 	2770.64	-83025	-83025	-83025	0  
45 	2826.93	-83025	-83025	-83025	0  
46 	2885.69	-83025	-83025	-83025	0  
47 	2941.69	-83025	-83025	-83025	0  
48 	2999.6 	-83025	-83025	-83025	0  
49 	3053.32	-83025	-83025	-83025	0  
50 	3110.68	-83025	-83025	-83025	0  
51 	3166.38	-83025	-83025	-83025	0  
52 	3220.29	-83025	-83025	-83025	0  
53 	3276.37	-83025	-83025	-83025	0  
54 	3331.43	-83025	-83025	-83025	0  
55 	3385.37	-83025	-83025	-83025	0  
56 	3441.48	-83025	-83025	-83025	0  
57 	3496.01	-83025	-83025	-83025	0  
58 	3552.78	-83025	-83025	-83025	0  
59 	3607.58	-83025	-83025	-83025	0  
60 	3662.09	-83025	-83025	-83025	0  
61 	3716.02	-83025	-83025	-83025	0  
62 	3768.37	-83025	-83025	-83025	0  
63 	3820.88	-83025	-83025	-83025	0  
64 	3873.05	-83025	-83025	-83025	0  
65 	3928.12	-83025	-83025	-83025	0  
