"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.0, 1.7976931348623157E308, 0.0, 1, 0.0,  tournsize='3'
1.2272249249999998, 3414.850669, 394.656, 1, 1.1276377899999996,  tournsize='3'
2.329969074, 3378.871916, 789.015, 1, 2.1304580740000003,  tournsize='3'
4.732977655999999, 3364.0813193333333, 1980.292, 1, 4.233276812000001,  tournsize='3'
7.1130873249999995, 3324.03906, 3170.081, 3, 6.313445204,  tournsize='2'
7.894627471, 3338.965511, 3564.121, 3, 6.994961094,  tournsize='2'
9.440107243999998, 3334.7810906, 4352.447, 3, 8.340327638,  tournsize='2'
11.118829399000001, 3329.4871318333335, 5141.745, 3, 9.819261408,  tournsize='2'
14.161213110000002, 3325.014686285714, 6738.762, 3, 12.461408868000001,  tournsize='2'
15.679810655999999, 3304.265838875, 7544.062, 3, 13.780144585,  tournsize='2'
17.1628314, 3294.339053333333, 8331.382, 3, 15.063190663,  tournsize='2'
18.742127357, 3289.8650361, 9130.95, 3, 16.442336036,  tournsize='2'
20.236055261, 3284.7702019090907, 9921.848, 3, 17.736356362,  tournsize='2'
21.709180044999997, 3281.246802, 10692.898, 3, 19.0093581,  tournsize='2'
23.180559004000003, 3273.791389, 11472.755, 3, 20.280986224,  tournsize='2'
24.678467976, 3269.9237886428573, 12271.116, 3, 21.578864303,  tournsize='2'
26.205926026, 3269.0578964, 13060.169, 3, 22.906098337000003,  tournsize='2'
27.674674255, 3269.3761958125, 13844.633, 3, 24.175101691,  tournsize='2'
29.150327975000007, 3268.5397128235295, 14636.37, 3, 25.450729386,  tournsize='2'
30.625522667000002, 3267.216450611111, 15427.362, 3, 26.725954787000003,  tournsize='2'
32.104195258000004, 3273.2899248421054, 16222.462, 3, 28.004623896000002,  tournsize='2'
33.603603764, 3273.8139384, 17028.928, 3, 29.303913896,  tournsize='2'
35.144143465999996, 3271.671098619048, 17823.272, 3, 30.644551048999997,  tournsize='2'
36.612322565999996, 3268.6456836363636, 18613.644, 3, 31.912706167,  tournsize='2'
38.08505628499999, 3272.2572157391305, 19401.785, 3, 33.185215051,  tournsize='2'
39.57228635499999, 3274.8054664583333, 20202.776, 3, 34.47255545099999,  tournsize='2'
41.04150708299999, 3271.99156792, 20989.607, 3, 35.741741180999995,  tournsize='2'
42.49244353899999, 3269.4926140000002, 21771.382, 3, 36.992849838999994,  tournsize='2'
44.01985087599999, 3267.7057847037036, 22567.25, 3, 38.320160328,  tournsize='2'
45.50660338799999, 3269.657302964286, 23366.988, 3, 39.606999349,  tournsize='2'
47.03608720299999, 3267.6441029655175, 24194.572, 3, 40.936242928999995,  tournsize='2'
48.563227759, 3266.1118037666665, 25019.852, 3, 42.263389817,  tournsize='2'
50.022700171999986, 3269.4374707096777, 25806.872, 3, 43.523131289,  tournsize='2'
51.484793515999996, 3270.8081081875002, 26595.046, 3, 44.78509384099999,  tournsize='2'
53.02273302599998, 3269.879777272727, 27390.897, 3, 46.123186937,  tournsize='2'
53.75834636399999, 3268.2095269705883, 27785.349, 3, 46.75866355699999,  tournsize='2'
55.22463395499999, 3268.4693292285715, 28571.326, 3, 48.024920683,  tournsize='2'
55.97931745399998, 3269.7750319444444, 28974.777, 3, 48.67965865699999,  tournsize='2'
57.46780404499998, 3268.563011108108, 29776.48, 3, 49.96821829599999,  tournsize='2'
58.214489249999986, 3266.738867236842, 30175.879, 3, 50.614682244,  tournsize='2'
59.69099768799999, 3266.993904948718, 30966.46, 3, 51.891324409999996,  tournsize='2'
60.44108423999998, 3268.098372375, 31368.359, 3, 52.541289903999996,  tournsize='2'
61.97010505199999, 3265.35225797561, 32155.24, 3, 53.870580198,  tournsize='2'
63.466530032999984, 3264.6625994761907, 32956.359, 3, 55.166849726,  tournsize='2'
64.97700061499998, 3265.003321651163, 33767.66, 3, 56.477320386,  tournsize='2'
66.46373762699999, 3264.1560215227273, 34565.758, 3, 57.763959902,  tournsize='2'
67.96942418799998, 3264.7307247555555, 35376.613, 3, 59.069642612,  tournsize='2'
69.43484224599997, 3264.772788456522, 36163.355, 3, 60.335281288999994,  tournsize='2'
71.00084121899998, 3262.801469361702, 36962.247, 3, 61.701046851,  tournsize='2'
72.48255398299997, 3264.9705389375, 37754.027, 3, 62.982799564,  tournsize='2'
73.94713142399999, 3263.3641211632653, 38542.668, 3, 64.24729804500001,  tournsize='2'
75.44202430799999, 3264.53117482, 39345.817, 3, 65.54230546800001,  tournsize='2'
76.94690621799998, 3262.3579109019606, 40151.066, 3, 66.847309998,  tournsize='2'
78.48006699999999, 3263.409460519231, 40974.591, 3, 68.18030440400001,  tournsize='2'
80.06070921399998, 3262.769979981132, 41787.469, 3, 69.561004083,  tournsize='2'
81.53917320599999, 3262.229164796296, 42579.753, 3, 70.83944353900002,  tournsize='2'
83.03553494399999, 3261.1028959454547, 43382.881, 3, 72.135948026,  tournsize='2'
84.51505120099999, 3260.9509025178572, 44177.863, 3, 73.41549656200002,  tournsize='2'
85.98503678799997, 3261.3806803157895, 44974.402, 3, 74.685455173,  tournsize='2'
87.45232954499997, 3262.8576512931036, 45763.478, 3, 75.952653615,  tournsize='2'
88.99369025599998, 3261.831667559322, 46558.412, 3, 77.294079261,  tournsize='2'
89.73426856399996, 3262.6067720666665, 46951.8, 3, 77.93454286100001,  tournsize='2'
91.22517148899998, 3262.493939704918, 47752.641, 3, 79.22559962999999,  tournsize='2'
91.96918788199997, 3264.7644498225804, 48151.147, 3, 79.869464697,  tournsize='2'
93.44119895899999, 3266.3192862857145, 48937.872, 3, 81.14140674000001,  tournsize='2'
94.17683973799998, 3266.81748484375, 49329.497, 3, 81.77700663099999,  tournsize='2'
95.66810184199997, 3266.6084955384617, 50127.387, 3, 83.06858990199999,  tournsize='2'
96.41563571699997, 3267.329765409091, 50523.426, 3, 83.71579488,  tournsize='2'
97.96124653799998, 3268.3147287910447, 51311.78, 3, 85.061556064,  tournsize='2'
99.43447707899998, 3268.4334705588235, 52098.902, 3, 86.33487137,  tournsize='2'
100.94793615899997, 3268.183170652174, 52905.858, 3, 87.648251789,  tournsize='2'
102.41757910499999, 3267.1705918285716, 53690.576, 3, 88.917783442,  tournsize='2'
103.89804538799996, 3265.803183605634, 54481.931, 3, 90.198251585,  tournsize='2'
105.41623572599997, 3266.4886785833332, 55291.188, 3, 91.51662856000002,  tournsize='2'
106.97559408699998, 3267.759409876712, 56080.229, 3, 92.875965815,  tournsize='2'
108.47770666599996, 3267.649736472973, 56877.767, 3, 94.177944721,  tournsize='2'
110.02146229599998, 3266.8961468133334, 57697.372, 3, 95.521744229,  tournsize='2'
111.50799176499996, 3264.315971736842, 58491.924, 3, 96.808399277,  tournsize='2'
113.00643376899995, 3265.055210051948, 59284.951, 3, 98.10660189000001,  tournsize='2'
114.49915555899997, 3263.9610582948717, 60080.177, 3, 99.399573146,  tournsize='2'
116.04340886699995, 3264.837476405063, 60868.975, 3, 100.74386760300001,  tournsize='2'
116.78113762999996, 3263.5834376875, 61255.154, 3, 101.381642189,  tournsize='2'
118.26546425899998, 3262.9956757160494, 62045.511, 3, 102.665854586,  tournsize='2'
119.01868282899996, 3263.818636609756, 62442.959, 3, 103.319113741,  tournsize='2'
120.51301910399997, 3263.726367674699, 63241.513, 3, 104.613259235,  tournsize='2'
121.25724328899996, 3264.5604630357143, 63634.246, 3, 105.25758101000001,  tournsize='2'
122.77016901699997, 3264.568948247059, 64445.203, 3, 106.57057262800001,  tournsize='2'
123.53923133299998, 3264.2469132209303, 64854.976, 3, 107.239626598,  tournsize='2'
125.09235286899997, 3264.6893009885057, 65647.517, 3, 108.59274234300001,  tournsize='2'
125.83982684399996, 3264.5715630568184, 66040.855, 3, 109.24021131100001,  tournsize='2'
127.31180725699997, 3264.0802853595505, 66822.79, 3, 110.51206025500001,  tournsize='2'
128.06056254499998, 3264.7133037333333, 67219.089, 3, 111.16076545900002,  tournsize='2'
129.551768198, 3264.8651106153848, 68006.115, 3, 112.451932557,  tournsize='2'
130.32467218899998, 3264.1097981847824, 68417.528, 3, 113.12502988300001,  tournsize='2'
131.81026037499998, 3265.211748827957, 69210.282, 3, 114.410612583,  tournsize='2'
132.64713267099998, 3265.174879244681, 69612.315, 3, 115.14749004500001,  tournsize='2'
133.391215606, 3265.6832537473683, 70004.074, 3, 115.791490962,  tournsize='2'
134.902496902, 3265.6981176770832, 70811.12, 3, 117.10292299700001,  tournsize='2'
135.675580541, 3266.887697690722, 71221.893, 3, 117.77597094699999,  tournsize='2'
