Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
<<<<<<< HEAD
1,1,1,801.0,0,3600.0,-1,0.0,0.0,1,801.0,0,0.0,SAT,,330.596,
2,2,1,803.0,0,3600.0,-1,165.584,0.0,1,803.0,1,165.584,SAT,,164.177,
3,3,1,801.0,0,3600.0,-1,245.272,0.0,1,801.0,1,410.856,SAT,,141.701,
4,4,1,804.0,0,3600.0,-1,313.984,0.0,1,804.0,2,724.8399999999999,SAT,,348.266,
5,5,1,804.0,0,3600.0,-1,484.124,0.0,1,804.0,2,1208.964,SAT,,68.392,
=======
1,1,1,800.0,0,3600.0,-1,0.0,0.0,1,800.0,0,0.0,SAT,,321.351,
2,2,1,800.0,0,3600.0,-1,161.305911,0.0,1,800.0,1,161.305911,SAT,,156.609,
3,3,1,800.0,0,3600.0,-1,237.722311,0.0,1,800.0,1,399.028222,SAT,,133.868,
4,4,1,800.0,0,3600.0,-1,304.038048,0.0,1,800.0,2,703.06627,SAT,,329.861,
5,5,1,800.0,0,3600.0,-1,466.88472,0.0,1,800.0,2,1169.95099,SAT,,64.285,
>>>>>>> 7c56cd7d4d60f318f54dbae82b643fd975de1d61
