(-3340.3875571091985,)
(-3197.5335565057794,)
(-3256.0990940611664,)
(-3207.321766551115,)
(-3289.3494694452243,)
(-3319.1379073840485,)
(-3153.7298648961914,)
(-3175.616142726288,)
(-3103.277720403685,)
(-3143.3245854305496,)
(-2335.0017097656623,)
(-2356.584837393147,)
(-2367.9060168651986,)
(-2378.3381554356433,)
(-2380.6505517190117,)
(-2345.190100205941,)
(-2392.419582699758,)
(-2329.4743580590975,)
(-2334.4053744280027,)
(-2358.070538987725,)
