(-3221.1778775081416,)
(-3081.6039860647097,)
(-2999.8891097379333,)
(-3304.839030619425,)
(-3187.1611446851334,)
(-3010.843345626477,)
(-3140.478951614493,)
(-3157.5555048137694,)
(-3222.092448051923,)
(-3074.1581009979136,)
(-2956.1692452970024,)
(-2923.461871903822,)
(-2965.168007705565,)
(-3080.642976977334,)
(-2978.452843124791,)
(-2910.4987519796964,)
(-2904.344777320349,)
(-2938.4747370732866,)
(-2992.2327154173663,)
(-2988.116392872198,)
