gen	time   	min     	avg     	max     	std    
0  	9.39052	-3214.26	-1965.92	-1680.77	227.071
1  	13.9086	-12986.7	-1866.71	-1677.92	518.004
2  	18.4187	-2224.58	-1784.58	-1677.92	50.1091
3  	22.9908	-2483.3 	-1760.2 	-1675.44	69.567 
4  	27.3112	-2253.3 	-1735   	-1671.34	46.8964
5  	31.7447	-4051.56	-1727.55	-1668.81	126.198
6  	36.2226	-2895.4 	-1709.86	-1665.24	74.8805
7  	40.5523	-2194.99	-1697.25	-1662.84	45.3273
8  	44.8945	-1978.81	-1682.2 	-1659.34	19.5088
9  	49.2894	-2449.7 	-1682.33	-1659.34	52.5971
10 	53.698 	-4974.33	-1681.95	-1653.03	149.473
11 	58.2538	-3712.18	-1678.01	-1650.92	99.0491
12 	62.645 	-4160.04	-1675.54	-1650.43	118.113
13 	67.0669	-3019.62	-1672.77	-1647.23	103.789
14 	71.5621	-1974.82	-1665.22	-1645.41	32.9203
15 	75.9694	-2051.35	-1660.46	-1645.22	26.2281
16 	80.4337	-1943.37	-1655.4 	-1645.22	16.5124
17 	84.9354	-2194.85	-1658.22	-1644.22	49.3803
18 	89.2096	-2265.04	-1654.99	-1643.52	41.2646
19 	93.675 	-1813.91	-1650.52	-1641.7 	15.7531
20 	98.1488	-2058.14	-1649.41	-1637.35	21.1801
21 	102.449	-2448.9 	-1650.43	-1637.35	39.2589
22 	106.95 	-1945.19	-1648.82	-1636.95	26.7043
23 	111.591	-1965.27	-1647.76	-1636.65	25.2519
24 	115.879	-1971.43	-1646.24	-1635.65	28.8017
25 	120.31 	-1998.43	-1643.28	-1635.43	20.9342
26 	124.64 	-2856.67	-1646.33	-1635.05	69.3844
27 	129.157	-1812.05	-1640.63	-1634.88	12.6091
28 	133.565	-2288.28	-1642.66	-1634.35	41.5976
29 	138.059	-1971.26	-1639.61	-1634.21	20.5029
30 	142.501	-2217.44	-1642.29	-1633.43	44.2123
31 	146.969	-1744.22	-1637.64	-1633.43	11.2327
32 	151.152	-1782.71	-1637.52	-1633.25	14.9232
33 	155.59 	-1955.81	-1639.51	-1632.63	27.8179
34 	160.161	-2095.95	-1639.53	-1631.55	30.6044
35 	164.521	-2002.71	-1637   	-1631.55	21.0785
36 	168.998	-1894.42	-1637.77	-1631.55	19.688 
37 	173.507	-1784.4 	-1636.18	-1631.51	12.1696
38 	178.012	-1755.76	-1635.71	-1631.39	12.0513
39 	182.338	-2204.84	-1637.65	-1630.69	30.4568
40 	186.687	-2175.65	-1638.35	-1630.69	39.179 
41 	191.073	-1955.72	-1637.03	-1630.38	25.7134
42 	195.624	-1886.06	-1635.2 	-1630.38	19.627 
43 	200.032	-1970.58	-1635.5 	-1630.38	22.9876
44 	204.481	-1770.57	-1634.31	-1630.38	13.2293
45 	208.773	-1775.45	-1633.56	-1629.68	11.9206
46 	213.23 	-1804.57	-1633.98	-1629.68	13.6309
47 	217.671	-1981.79	-1636.98	-1629.55	28.4367
48 	222.126	-2084.8 	-1635.99	-1628.45	29.7114
49 	226.568	-2021.82	-1634.9 	-1628.22	26.061 
50 	231.059	-2594.76	-1638.82	-1628.22	66.4271
51 	235.424	-2223.01	-1632.85	-1628.16	28.2872
52 	239.792	-1883.69	-1632.77	-1627.52	19.724 
53 	244.222	-1712.11	-1630.71	-1627.33	8.30305
54 	248.527	-1728.44	-1631.01	-1626.75	10.162 
55 	252.827	-2811.64	-1634.44	-1626.28	58.2823
56 	257.292	-2753.14	-1633.47	-1626.28	54.8542
57 	261.859	-1789.68	-1630.88	-1626.28	16.3619
58 	266.376	-3392.54	-1634.34	-1626.28	80.6266
59 	270.812	-1834.9 	-1629.89	-1626.28	13.7419
60 	275.056	-2137   	-1630.59	-1626.28	28.0104
61 	279.441	-2177   	-1630.63	-1625.89	33.9115
62 	283.802	-1729.15	-1628.28	-1625.89	9.70392
63 	288.307	-2824.07	-1630.43	-1625.89	54.3994
64 	292.719	-1994.01	-1630.88	-1625.89	30.9344
65 	297.201	-2062.69	-1629.81	-1625.88	23.0834
66 	301.516	-2080.78	-1629.23	-1625.88	26.9449
67 	305.985	-1824.91	-1629.62	-1625.88	17.653 
68 	310.372	-1958.57	-1628.64	-1625.88	19.2437
69 	314.837	-2013.13	-1629.18	-1625.88	20.9811
70 	319.204	-2047.48	-1629.61	-1625.88	24.9773
71 	323.61 	-2030.11	-1628.87	-1625.88	25.7665
72 	328.101	-1910.03	-1630.77	-1625.88	24.7288
73 	332.488	-2281.24	-1630.85	-1625.82	34.4574
74 	336.858	-2766.07	-1632.79	-1625.82	62.9757
75 	341.42 	-1732.38	-1628.18	-1625.82	9.81469
76 	345.881	-2218.41	-1631.72	-1625.82	35.6287
77 	350.305	-1853.04	-1628.27	-1625.82	15.1488
