gen	time   	min     	avg     	max     	std    
0  	9.68681	-6219.61	-2641.31	-1914.96	541.436
1  	14.1628	-2995.9 	-2299.92	-1903.18	197.971
2  	18.7077	-17457.2	-2207.61	-1891.66	733.61 
3  	23.1384	-12964  	-2100.69	-1859.24	525.563
4  	27.584 	-4050.51	-2004.43	-1857.11	133.206
5  	32.0089	-3807.91	-1966.34	-1847.4 	142.843
6  	36.5443	-10144  	-1974.41	-1838.39	474.207
7  	40.8562	-5367.39	-1914.01	-1821.57	178.475
8  	45.2353	-3723.63	-1887.86	-1820.8 	116.867
9  	49.7146	-15685.3	-1919.58	-1802.12	776.595
10 	54.2216	-7075.29	-1873.27	-1793.1 	273.677
11 	58.7644	-19057.3	-1893.4 	-1790.24	837.987
12 	63.1788	-4336.7 	-1834.12	-1779.7 	130.349
13 	67.6664	-4023.88	-1823.56	-1769.83	128.699
14 	72.0503	-3774.21	-1815.06	-1769.83	120.031
15 	76.5592	-2487.83	-1799.01	-1764.88	49.364 
16 	80.9703	-2675.94	-1791.3 	-1755.46	48.3556
17 	85.4526	-3143.09	-1795.38	-1754.94	100.939
18 	89.8277	-2175.15	-1777.55	-1749.99	33.8207
19 	94.2464	-3974.03	-1781.16	-1747.6 	117.768
20 	98.7216	-3412.76	-1781.17	-1745.2 	121.539
21 	103.249	-3230.21	-1768.22	-1742.93	82.319 
22 	107.633	-3517.76	-1767.72	-1742.11	105.24 
23 	112.045	-2971.19	-1759.78	-1741.92	66.2647
24 	116.549	-2690.28	-1762.48	-1740.64	80.9239
25 	120.96 	-2723.78	-1755.96	-1737.89	69.3408
26 	125.528	-5019.47	-1761.72	-1735.17	178.868
27 	129.914	-3200.3 	-1755.07	-1735.17	88.7911
28 	134.345	-2729.12	-1750.16	-1728.73	57.1627
29 	138.894	-4392.57	-1752.68	-1727.32	138.321
30 	143.394	-2595.88	-1744.77	-1726.2 	63.3603
31 	147.921	-2014.78	-1737.65	-1725.08	22.8098
32 	152.445	-2279.93	-1740.12	-1723   	41.332 
33 	157.036	-2245.86	-1737   	-1721.96	42.1733
34 	161.522	-2323.68	-1732.69	-1716.49	33.7217
35 	166.061	-2688.43	-1734.2 	-1716.49	54.4715
36 	170.564	-2433.04	-1729.78	-1714.27	46.575 
37 	175.12 	-3133.55	-1739.41	-1713.89	99.3802
38 	179.581	-2907.66	-1727.26	-1713.19	56.8694
39 	184.138	-2197.98	-1726.57	-1712.45	44.8374
40 	188.632	-2562.52	-1725.01	-1710.32	53.7072
41 	193.113	-3688.28	-1728.14	-1708.58	108.369
42 	197.682	-2612.38	-1724.45	-1706.87	72.252 
43 	202.305	-2323.94	-1718.84	-1706.27	35.7722
44 	206.698	-2261.73	-1719.96	-1705.78	46.2565
45 	211.103	-2356.93	-1716.06	-1704.41	40.9713
46 	215.463	-2349.09	-1717.88	-1704.41	51.8436
47 	219.928	-2029.83	-1713.97	-1703.76	31.1604
48 	224.514	-3157.03	-1724.45	-1701.31	108.728
49 	229.054	-2243.3 	-1712.21	-1700.93	33.9683
50 	233.496	-2713.89	-1711.88	-1700.93	54.0153
51 	237.988	-2218.38	-1710.44	-1699.14	36.6781
