gen	time   	min     	avg     	max     	std     
0  	11.394 	-3229.13	-2109.91	-2043.69	77.0572 
1  	16.8724	-2154.65	-2074.49	-2043.42	18.9777 
2  	22.2029	-2426.12	-2061.49	-2043.17	19.7385 
3  	27.5189	-2191.1 	-2054.02	-2041.02	10.4079 
4  	33.036 	-2342.92	-2049.95	-2036.84	15.8109 
5  	38.54  	-2098.9 	-2046.04	-2036.84	5.62846 
6  	43.8287	-2450.23	-2045.21	-2036.45	19.5035 
7  	49.2419	-2082.39	-2042.1 	-2036.08	4.19605 
8  	54.5969	-2075.44	-2040.18	-2036.08	3.47756 
9  	60.1293	-2075.79	-2038.8 	-2033.68	3.24973 
10 	65.5002	-2129.36	-2038.51	-2033.68	7.34472 
11 	71.0536	-2166.22	-2037.43	-2033.62	6.79191 
12 	76.5152	-2090.06	-2036.72	-2032.36	5.31334 
13 	81.8898	-2188.6 	-2036.31	-2032.36	10.5974 
14 	87.3951	-2136.81	-2035.23	-2032.36	7.03898 
15 	92.8617	-2113.05	-2034.9 	-2031.88	6.51292 
16 	98.4238	-2223.85	-2035.58	-2031.14	14.4112 
17 	103.886	-2087.37	-2033.84	-2031.14	3.60711 
18 	109.318	-2067.84	-2033.3 	-2031.14	3.04909 
19 	114.892	-2066.84	-2032.76	-2029.97	3.19824 
20 	120.427	-2089.94	-2032.16	-2029.97	3.14196 
21 	125.828	-2137.69	-2032.01	-2029.58	5.38205 
22 	131.276	-2051.36	-2031.46	-2029.44	1.4213  
23 	136.826	-2176.27	-2032.11	-2029.44	9.25374 
24 	142.121	-2150.69	-2031.4 	-2029.27	6.88234 
25 	147.602	-2125.92	-2030.89	-2029.27	6.82296 
26 	153.044	-2083.41	-2030.02	-2028.79	3.24843 
27 	158.31 	-2093.09	-2030.03	-2028.79	4.30889 
28 	163.647	-2049.47	-2029.67	-2028.79	1.64273 
29 	169.079	-2122.8 	-2029.91	-2028.79	4.8447  
30 	174.628	-2142.9 	-2029.59	-2028.79	5.22072 
