gen	time   	min     	avg     	max     	std    
0  	11.6052	-3758.87	-2183.29	-2062.89	136.522
1  	17.1168	-3097.43	-2123.13	-2062.11	62.2384
2  	22.6189	-2190.38	-2095.93	-2057.04	20.4879
3  	28.0474	-2230.48	-2082.26	-2052.01	17.9435
4  	33.4134	-2204.75	-2071.71	-2048.51	13.9107
5  	38.9899	-2140.54	-2064.7 	-2048.51	7.87009
6  	44.3608	-2223.52	-2061.22	-2047.91	12.7424
7  	49.8271	-2166.69	-2057.54	-2047.91	9.14804
8  	55.1908	-2155.26	-2054.55	-2047.28	7.93488
9  	60.618 	-2564.74	-2053.51	-2046.91	28.0416
10 	66.1217	-2155.84	-2050.26	-2046.23	6.91634
11 	71.641 	-2539.18	-2051.49	-2045.58	31.7916
12 	77.0771	-2361.79	-2048.96	-2045.43	15.657 
13 	82.7235	-2503.25	-2049.95	-2044.53	26.618 
14 	87.9161	-2145.34	-2047.17	-2044.53	5.29106
15 	93.2785	-2138.16	-2046.67	-2044.09	5.808  
16 	98.5348	-2106.01	-2046.39	-2043.91	5.01186
17 	104.163	-2120.49	-2046.08	-2042.13	5.76513
18 	109.665	-2311.4 	-2047.1 	-2041.43	19.4206
19 	115.121	-2211.88	-2045.85	-2041.43	11.0109
20 	120.431	-2533.26	-2046.73	-2041.43	27.8117
21 	126.184	-2236   	-2044.76	-2041.43	12.6019
22 	131.48 	-2090.14	-2042.83	-2041.43	3.58974
23 	137.231	-2122.04	-2042.3 	-2041.43	5.33604
24 	142.706	-2128.68	-2042.21	-2040.73	5.68847
25 	148.026	-2180.33	-2042.64	-2040.73	8.32925
26 	153.375	-2123.51	-2041.97	-2040.73	5.14746
27 	158.778	-2301.73	-2042.5 	-2040.73	12.6926
28 	164.293	-4106.72	-2046.19	-2040.73	92.7386
29 	169.768	-2097.95	-2041.81	-2040.73	5.2754 
30 	175.092	-2116.14	-2041.35	-2040.73	4.51371
31 	180.395	-2072.45	-2041.25	-2040.73	2.75983
32 	185.78 	-2208.11	-2041.6 	-2040.73	8.39394
33 	191.149	-2070.05	-2041.19	-2040.73	2.54863
34 	196.555	-2148.83	-2041.53	-2040.73	6.98885
35 	202.1  	-2718.73	-2043.57	-2040.73	31.9193
36 	207.722	-2189.94	-2041.86	-2040.73	9.90121
37 	213.23 	-2106.89	-2041.86	-2040.73	6.50685
38 	218.597	-2205.32	-2042.12	-2040.73	11.3595
39 	224.071	-2193.33	-2042.23	-2040.73	12.0505
40 	229.395	-2075.82	-2041.06	-2040.73	2.40479
41 	234.809	-2071.58	-2041.06	-2040.73	2.15845
42 	240.253	-2232   	-2041.91	-2040.73	12.0191
43 	245.713	-2054.79	-2040.99	-2040.73	1.42945
44 	251.163	-2088.54	-2041.31	-2040.73	4.10932
45 	256.459	-2104.18	-2041.27	-2040.73	3.76568
46 	261.866	-2145.39	-2041.29	-2040.73	5.22319
47 	267.132	-2855.92	-2043.37	-2040.73	37.4565
48 	272.755	-2266.37	-2042.22	-2040.73	12.9117
49 	278.155	-2103.64	-2041.25	-2040.73	3.89252
50 	283.546	-2110.03	-2041.44	-2040.73	4.75879
51 	288.991	-2905.79	-2043.53	-2040.73	39.8922
52 	294.486	-2132.38	-2041.53	-2040.73	6.70528
53 	299.997	-2068.98	-2041.3 	-2040.73	2.9516 
54 	305.462	-2155.35	-2041.62	-2040.73	6.93009
55 	310.873	-2227.6 	-2041.53	-2040.73	9.1252 
56 	316.354	-2060.66	-2040.94	-2040.73	1.38767
57 	321.682	-2163.37	-2041.69	-2040.73	7.68716
58 	327.142	-2074.4 	-2041.14	-2040.73	2.29699
59 	332.6  	-2173.17	-2042   	-2040.73	9.39163
60 	338.138	-2128.07	-2041.7 	-2040.73	5.95272
61 	343.632	-2135.09	-2041.55	-2040.73	6.2032 
62 	349.007	-2084.85	-2041.24	-2040.73	3.34091
63 	354.373	-2265.78	-2042.09	-2040.73	12.0407
64 	359.788	-2123.42	-2041.59	-2040.73	5.93064
