% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.581765120e+02 +1.581765120e+02 +1.412365120e+02 +1.412365120e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.511227874e+02 +1.511227874e+02 +1.341827874e+02 +1.341827874e+02 +4.9770e-01 +1.1332e-01 +3.4096e-01 +2.6693e-01 +9.2929e-01 +6.1866e-01 +1.5277e-01 +5.6520e-01 +1.9982e-01 +6.1910e-01 +1.1070e-01 +6.1990e-01 +1.1052e-01 +4.0965e-01 +8.4504e-01 +7.2195e-01 +1.5574e-01 +2.9073e-01 +1.7447e-01 +5.7675e-02
3 +1.300007592e+02 +1.300007592e+02 +1.130607592e+02 +1.130607592e+02 +8.3991e-01 +8.2279e-01 +3.8158e-01 +8.1142e-01 +8.2607e-01 +3.2827e-01 +7.2512e-01 +1.1269e-01 +3.5537e-01 +1.8594e-01 +1.7058e-01 +9.4062e-01 +1.3184e-01 +6.5788e-01 +5.9140e-01 +4.3996e-01 +2.7678e-01 +5.0020e-01 +9.0006e-01 +5.7031e-01
4 +1.287654154e+02 +1.287654154e+02 +1.118254154e+02 +1.118254154e+02 +9.0969e-03 +7.8468e-01 +5.5637e-01 +6.4685e-01 +8.6429e-01 +6.9049e-01 +5.8111e-01 +3.4161e-02 +2.6417e-01 +5.5849e-01 +7.2437e-01 +3.6156e-01 +3.0455e-01 +1.5244e-01 +3.4156e-01 +8.1582e-01 +7.0275e-02 +7.7066e-01 +1.7348e-01 +1.5575e-01
9 +1.157519876e+02 +1.157519876e+02 +9.881198764e+01 +9.881198764e+01 +5.6738e-01 +5.1066e-01 +2.6190e-01 +2.8892e-02 +3.6748e-01 +9.6768e-02 +4.5047e-01 +1.3732e-01 +3.1958e-01 +1.4613e-01 +2.7559e-01 +7.7565e-01 +1.0009e-01 +7.9991e-02 +6.6751e-01 +5.3003e-01 +9.1003e-01 +8.3215e-02 +3.5503e-01 +9.0821e-01
52 +1.146488633e+02 +1.146488633e+02 +9.770886328e+01 +9.770886328e+01 +1.7859e-01 +4.7658e-01 +2.5831e-01 +3.5413e-01 +5.6701e-01 +6.5559e-01 +4.8653e-01 +9.5371e-01 +5.8866e-01 +3.7028e-01 +3.0957e-01 +2.0125e-01 +4.0956e-01 +8.6286e-02 +4.3947e-01 +9.6191e-01 +8.4166e-01 +6.2623e-01 +5.1469e-01 +8.9691e-01
74 +8.225062617e+01 +8.225062617e+01 +6.531062617e+01 +6.531062617e+01 +8.7576e-01 +7.8595e-01 +9.4457e-02 +6.3452e-01 +2.3008e-01 +7.0688e-01 +1.5580e-01 +1.9498e-01 +3.1312e-01 +1.8935e-01 +2.5837e-01 +2.6592e-01 +2.9790e-01 +9.5388e-02 +9.2981e-01 +3.2800e-01 +6.5837e-01 +6.6040e-01 +3.5894e-01 +9.3680e-01
1626 +7.571896359e+01 +7.571896359e+01 +5.877896359e+01 +5.877896359e+01 +9.5717e-01 +6.3201e-01 +1.0569e-01 +6.1746e-01 +9.7502e-01 +5.4921e-01 +9.3343e-01 +3.3759e-01 +8.0687e-02 +3.0006e-01 +6.2003e-01 +2.8326e-01 +8.5689e-01 +3.1092e-01 +9.6112e-01 +9.8024e-01 +6.9551e-01 +4.2056e-01 +1.8404e-01 +3.8513e-01
6272 +6.990240549e+01 +6.990240549e+01 +5.296240549e+01 +5.296240549e+01 +7.0981e-01 +9.3240e-01 +4.2404e-01 +5.9777e-02 +8.7818e-01 +3.6293e-01 +8.7682e-01 +4.7850e-01 +7.8718e-01 +1.4468e-02 +5.5465e-01 +4.4785e-01 +8.0105e-01 +4.0107e-03 +7.2120e-01 +6.2757e-01 +9.0978e-01 +9.3707e-01 +4.3552e-02 +3.8797e-01
61619 +6.864227244e+01 +6.864227244e+01 +5.170227244e+01 +5.170227244e+01 +7.4429e-01 +9.3240e-01 +4.2404e-01 +5.9777e-02 +8.7818e-01 +3.6293e-01 +8.7682e-01 +4.7850e-01 +7.8718e-01 +1.4468e-02 +5.5465e-01 +4.4785e-01 +8.0105e-01 +4.0107e-03 +7.2120e-01 +6.2757e-01 +9.0978e-01 +9.3707e-01 +4.3552e-02 +3.8797e-01
83745 +6.658717307e+01 +6.658717307e+01 +4.964717307e+01 +4.964717307e+01 +9.9059e-01 +6.2349e-01 +4.4853e-01 +7.8764e-02 +8.7818e-01 +6.9780e-01 +9.2953e-01 +8.6102e-01 +8.6521e-01 +1.1414e-01 +9.9820e-01 +1.6664e-01 +3.6585e-01 +4.0107e-03 +6.0832e-01 +6.2757e-01 +8.8044e-01 +3.0486e-01 +6.1211e-01 +9.1602e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.562307111e+01 +5.562307111e+01 +7.443307111e+01 +7.443307111e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +5.008682421e+01 +5.008682421e+01 +6.889682421e+01 +6.889682421e+01 +3.6903e-01 +8.0098e-01 +6.0432e-01 +6.8263e-02 +5.6695e-01 +1.2503e-01 +7.5088e-01 +2.3506e-01 +3.2719e-01 +7.1070e-01 +7.1051e-01 +6.3882e-01 +8.0270e-01 +8.3943e-01 +9.5344e-02 +9.6038e-01 +6.4238e-01 +9.0965e-01 +3.0893e-02 +9.4105e-01
3 +4.713147976e+01 +4.713147976e+01 +6.594147976e+01 +6.594147976e+01 +9.7574e-01 +8.9026e-01 +3.1613e-01 +1.8901e-01 +8.5381e-01 +4.7878e-01 +9.1904e-02 +6.8760e-01 +9.0919e-01 +3.2257e-01 +7.7455e-02 +8.1242e-01 +6.3221e-01 +7.5588e-01 +1.2749e-03 +6.6394e-01 +9.2990e-01 +8.7487e-01 +1.1151e-01 +3.0356e-01
5 +4.613357940e+01 +4.613357940e+01 +6.494357940e+01 +6.494357940e+01 +1.5794e-01 +5.5550e-01 +8.1820e-02 +3.7877e-01 +3.8716e-01 +9.6270e-01 +7.4962e-01 +6.1554e-01 +7.9183e-01 +3.5732e-01 +7.1066e-02 +6.1708e-01 +4.2857e-01 +1.1286e-01 +3.0420e-01 +1.2844e-01 +6.1904e-01 +8.1540e-01 +4.8716e-01 +1.4978e-01
11 +3.179632365e+01 +3.179632365e+01 +5.060632365e+01 +5.060632365e+01 +9.5909e-03 +7.5301e-02 +7.1122e-01 +4.0454e-01 +8.6416e-01 +7.0291e-01 +5.5555e-01 +3.4536e-01 +4.6992e-01 +6.7769e-01 +8.6102e-01 +8.9691e-01 +9.5408e-01 +5.1521e-01 +1.9621e-01 +9.5710e-01 +6.9304e-01 +8.7772e-01 +1.9720e-01 +4.4090e-01
