% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.707168231e+01 +3.707168231e+01 +2.013168231e+01 +2.013168231e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +3.579799466e+01 +3.579799466e+01 +1.885799466e+01 +1.885799466e+01 +8.3430e-01 +7.6557e-01 +9.5033e-01 +4.3969e-01 +4.2459e-01 +7.6945e-01 +1.9991e-01 +8.9374e-01 +8.9902e-01 +9.5458e-01 +7.5715e-01 +2.2640e-01 +5.7982e-01 +1.8937e-01 +6.3121e-01 +5.1295e-01 +3.6710e-01 +2.3400e-02 +2.8828e-02 +4.3505e-01
4 +2.515949757e+01 +2.515949757e+01 +8.219497569e+00 +8.219497569e+00 +4.6896e-01 +5.4253e-01 +1.1648e-01 +8.2775e-01 +8.7344e-01 +7.8545e-01 +2.1609e-01 +6.2503e-01 +9.7965e-01 +2.6446e-01 +8.8916e-01 +4.5872e-01 +9.4378e-01 +2.9718e-01 +5.8692e-01 +1.7779e-01 +5.9280e-02 +7.3355e-01 +3.4566e-02 +5.3227e-01
128 +2.201059184e+01 +2.201059184e+01 +5.070591840e+00 +5.070591840e+00 +7.2776e-01 +1.9497e-02 +4.6007e-02 +9.7662e-01 +8.4702e-01 +3.9574e-01 +8.5569e-01 +8.1864e-01 +8.2965e-01 +3.7239e-01 +8.7317e-01 +5.3948e-01 +1.5361e-02 +4.2101e-01 +2.9450e-01 +7.0732e-01 +9.4050e-01 +1.4543e-01 +2.0206e-01 +1.2950e-01
237 +2.117525222e+01 +2.117525222e+01 +4.235252219e+00 +4.235252219e+00 +4.1462e-01 +9.9783e-01 +1.0215e-01 +4.6294e-01 +7.2065e-01 +6.9917e-01 +7.4506e-01 +5.7459e-01 +9.7384e-02 +1.2929e-01 +4.9479e-01 +8.2867e-01 +7.8551e-02 +2.0985e-01 +6.3972e-01 +3.2460e-01 +9.2259e-01 +9.9499e-02 +5.6626e-01 +9.4509e-01
4343 +2.014818584e+01 +2.014818584e+01 +3.208185838e+00 +3.208185838e+00 +8.8577e-02 +5.8861e-02 +4.4705e-02 +4.0808e-01 +8.2422e-02 +6.6230e-01 +8.4161e-01 +5.2295e-01 +6.1678e-01 +2.0075e-01 +8.3173e-01 +8.9239e-01 +5.3620e-01 +1.9190e-01 +8.5019e-01 +3.0105e-01 +7.1556e-01 +3.3433e-02 +3.7947e-01 +2.4778e-01
5434 +1.920868801e+01 +1.920868801e+01 +2.268688012e+00 +2.268688012e+00 +8.8192e-02 +4.5520e-01 +1.3000e-01 +8.3737e-01 +7.7173e-01 +7.3254e-01 +7.2740e-01 +5.7924e-01 +3.9035e-01 +1.1449e-01 +9.1010e-01 +8.6794e-01 +7.2493e-01 +5.9170e-02 +6.6549e-01 +1.3054e-02 +2.2918e-01 +6.8971e-01 +1.0183e-01 +6.9585e-01
9449 +1.743561080e+01 +1.743561080e+01 +4.956107957e-01 +4.956107957e-01 +9.0235e-01 +2.6207e-01 +1.5134e-01 +3.2224e-01 +9.7266e-01 +8.4012e-01 +9.5738e-01 +6.4508e-01 +6.3612e-01 +5.6765e-01 +7.9803e-01 +4.8327e-01 +2.5837e-02 +3.2531e-01 +8.3623e-01 +5.7874e-01 +6.8783e-01 +3.8118e-01 +5.1400e-01 +7.5992e-01
17101 +1.735231402e+01 +1.735231402e+01 +4.123140246e-01 +4.123140246e-01 +9.4410e-01 +2.6207e-01 +1.5134e-01 +3.2224e-01 +9.7266e-01 +8.4012e-01 +9.5738e-01 +6.4508e-01 +6.3612e-01 +5.6765e-01 +7.9803e-01 +4.8327e-01 +2.5837e-02 +3.2531e-01 +8.3623e-01 +5.7874e-01 +6.8783e-01 +3.8118e-01 +5.1400e-01 +7.5992e-01
21861 +1.588269574e+01 +1.588269574e+01 -1.057304259e+00 -1.057304259e+00 +1.4648e-01 +2.6207e-01 +1.5134e-01 +3.2224e-01 +9.7266e-01 +8.4012e-01 +9.5738e-01 +6.4508e-01 +6.3612e-01 +5.6765e-01 +7.9803e-01 +4.8327e-01 +2.5837e-02 +3.2531e-01 +8.3623e-01 +5.7874e-01 +7.6671e-01 +8.5502e-01 +7.2037e-01 +4.0178e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.544776293e+01 +1.544776293e+01 +3.425776293e+01 +3.425776293e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.310526597e+01 +1.310526597e+01 +3.191526597e+01 +3.191526597e+01 +4.3866e-01 +4.2014e-01 +9.7089e-01 +5.2569e-02 +8.6032e-01 +2.9296e-01 +1.9847e-01 +1.0772e-01 +9.0821e-01 +7.2039e-01 +2.1265e-01 +3.9295e-01 +2.6640e-01 +6.8510e-01 +8.7027e-01 +3.5526e-01 +5.3548e-01 +2.7079e-02 +8.7348e-02 +5.3109e-01
3 +9.812422101e+00 +9.812422101e+00 +2.862242210e+01 +2.862242210e+01 +3.7442e-01 +2.6101e-01 +9.5547e-01 +3.4257e-02 +8.0084e-01 +8.0832e-01 +8.3803e-01 +4.8244e-01 +7.0362e-01 +8.7577e-01 +9.4667e-01 +5.9872e-01 +2.0668e-01 +2.5671e-02 +3.6664e-01 +5.6365e-01 +6.7502e-01 +5.2586e-01 +8.6282e-01 +2.5465e-01
14 +8.120378277e+00 +8.120378277e+00 +2.693037828e+01 +2.693037828e+01 +3.6315e-01 +8.1668e-01 +7.3931e-01 +2.5462e-01 +4.2197e-01 +2.5654e-01 +6.0329e-01 +9.7589e-01 +7.1783e-02 +8.2900e-01 +4.8564e-01 +6.0898e-01 +9.5597e-01 +6.8464e-01 +5.6220e-02 +4.5065e-01 +9.3007e-02 +1.8752e-01 +7.9712e-01 +1.7414e-01
266 +7.718512454e+00 +7.718512454e+00 +2.652851245e+01 +2.652851245e+01 +7.9709e-01 +1.7950e-01 +8.2596e-01 +3.9785e-01 +1.2051e-01 +1.1571e-01 +5.0761e-01 +4.7424e-01 +3.3678e-01 +5.1792e-01 +9.1876e-01 +7.7625e-01 +7.2460e-01 +5.5836e-01 +2.4906e-01 +3.1098e-01 +3.3850e-01 +3.3541e-01 +6.0715e-01 +2.7603e-01
350 +7.443042486e+00 +7.443042486e+00 +2.625304249e+01 +2.625304249e+01 +6.8202e-01 +6.4982e-01 +6.6034e-02 +4.5001e-01 +2.5041e-01 +5.3607e-01 +6.9610e-01 +8.4050e-01 +5.8629e-01 +1.8024e-01 +1.7756e-01 +7.0822e-01 +4.3264e-01 +8.3336e-01 +9.9651e-02 +5.3243e-01 +2.9782e-01 +4.1074e-01 +2.7344e-01 +7.6908e-02
1631 +6.347815420e+00 +6.347815420e+00 +2.515781542e+01 +2.515781542e+01 +9.2065e-01 +6.4982e-01 +6.6034e-02 +4.5001e-01 +2.5041e-01 +5.3607e-01 +6.9610e-01 +8.4050e-01 +5.8629e-01 +1.8024e-01 +1.7756e-01 +7.0822e-01 +4.3264e-01 +8.3336e-01 +9.9651e-02 +5.3243e-01 +2.9782e-01 +4.1074e-01 +2.7344e-01 +7.6908e-02
11394 +6.294819938e+00 +6.294819938e+00 +2.510481994e+01 +2.510481994e+01 +6.7772e-01 +8.8533e-01 +9.4597e-01 +4.3832e-01 +7.3104e-01 +8.0559e-01 +6.8054e-01 +9.8665e-01 +2.5821e-01 +3.0836e-01 +6.4675e-01 +3.8506e-02 +8.2681e-01 +1.9203e-01 +5.4610e-02 +2.4777e-01 +9.3519e-02 +8.4965e-01 +9.2317e-01 +6.1735e-01
49536 +5.992236392e+00 +5.992236392e+00 +2.480223639e+01 +2.480223639e+01 +4.3324e-01 +6.1943e-01 +9.7810e-01 +5.8470e-01 +3.9855e-01 +8.0559e-01 +6.8054e-01 +9.8868e-01 +2.5821e-01 +3.4288e-01 +3.1074e-01 +8.8262e-01 +4.1433e-01 +1.6941e-02 +3.0486e-01 +2.0290e-01 +9.3519e-02 +8.5336e-01 +9.6439e-01 +6.0245e-01
83817 +5.869596794e+00 +5.869596794e+00 +2.467959679e+01 +2.467959679e+01 +4.8000e-01 +3.7522e-01 +7.3742e-01 +4.3832e-01 +1.0922e-01 +8.0559e-01 +6.8054e-01 +9.8868e-01 +2.5821e-01 +3.4288e-01 +3.1074e-01 +8.8262e-01 +4.1433e-01 +1.6941e-02 +3.0486e-01 +2.0290e-01 +9.3519e-02 +8.5336e-01 +9.6439e-01 +6.0245e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
