avg     	gen	max     	min     	std    	time   
-2881.02	0  	-2335.92	-4673.88	373.052	21.6475
-2662.83	1  	-2335.92	-5914.3 	267.1  	30.176 
-2569.35	2  	-2333.69	-3992.74	195.169	38.6298
-2486.54	3  	-2328.12	-3938.95	115.815	47.4868
-2448.98	4  	-2308.19	-3042.88	89.4413	55.9167
-2405.99	5  	-2269.59	-2955.03	69.1527	64.3591
-2373.03	6  	-2256.22	-2943.74	60.083 	72.6916
-2348.63	7  	-2253.15	-2909.55	54.5557	80.827 
-2329.18	8  	-2250.41	-3361.82	64.414 	89.1975
-2300.7 	9  	-2235.44	-2448.36	32.8512	97.4314
-2279.76	10 	-2235.18	-2662.24	31.6042	105.72 
-2265.2 	11 	-2222.34	-2483.55	20.4982	114.07 
-2256.05	12 	-2222.34	-2433.44	14.7301	122.395
-2250.32	13 	-2219.16	-2443.05	15.8011	131.035
-2242.64	14 	-2217.44	-2336.73	11.9948	139.496
-2236.53	15 	-2206.62	-2565.41	19.6434	147.88 
-2230.51	16 	-2206.62	-2303.86	11.1626	156.101
-2225.71	17 	-2205.92	-2481.9 	15.104 	164.51 
-2222.07	18 	-2200.76	-2529.37	19.61  	172.926
-2217.23	19 	-2194.9 	-2393.27	14.4363	181.599
-2212.43	20 	-2194.2 	-2375.2 	13.3437	190.275
-2207.47	21 	-2188.18	-2381.83	11.6367	198.917
-2204.07	22 	-2188.18	-2302.53	10.8644	207.22 
-2201.39	23 	-2183.62	-2572.17	20.2502	215.592
-2197.69	24 	-2180.14	-2848.68	30.6832	223.811
-2192.87	25 	-2178.01	-2243.65	8.29532	232.407
-2189.81	26 	-2177.38	-2457.06	16.4021	240.974
-2185.84	27 	-2175.48	-2291.26	11.3488	249.509
-2182.73	28 	-2175.48	-2269.65	8.89984	258.081
-2180.7 	29 	-2174.28	-2309.58	7.96866	266.456
-2180.48	30 	-2173.48	-2380.34	13.9272	274.806
-2178.96	31 	-2173.48	-2317.34	10.615 	283.061
-2177.95	32 	-2173.11	-2267.05	8.96163	291.151
-2176.76	33 	-2171.4 	-2297.56	7.94262	299.479
-2176.23	34 	-2170.36	-2249.52	8.31107	307.766
-2175.91	35 	-2169.31	-2351.46	13.0795	316.182
-2175.06	36 	-2168.32	-2569.31	20.7999	324.506
-2173.21	37 	-2167.12	-2351.26	11.2956	332.598
-2172.41	38 	-2166.77	-2292.31	11.9465	341.029
-2170.31	39 	-2165.72	-2231.17	5.82081	349.445
-2170.39	40 	-2165.72	-2321.46	12.1486	358.018
-2171.3 	41 	-2165.72	-2859.57	34.0511	366.481
-2168.98	42 	-2165.02	-2258.25	9.89311	374.849
-2168.21	43 	-2164.72	-2468.3 	14.198 	383.345
-2167.84	44 	-2164.28	-2253.11	7.90697	391.973
-2168.01	45 	-2164.28	-2330.44	11.3667	400.137
-2166.44	46 	-2163.88	-2231.88	5.76297	408.415
-2166.08	47 	-2163.88	-2281.17	7.48917	416.913
-2166.67	48 	-2163.88	-2583.47	20.232 	425.322
-2166.16	49 	-2163.88	-2301.41	10.9888	433.904
-2166.35	50 	-2163.88	-2390.67	14.0671	442.572
-2165.4 	51 	-2163.88	-2322.47	9.66166	451.067
-2165.5 	52 	-2163.88	-2237.7 	7.62647	459.172
-2165.18	53 	-2163.88	-2262.19	6.8175 	467.639
-2164.86	54 	-2163.88	-2207.82	4.33583	475.94 
-2165.49	55 	-2163.88	-2237.95	7.52343	484.146
-2165.24	56 	-2163.46	-2261.74	7.47701	492.584
-2165.57	57 	-2163.46	-2301.51	10.461 	500.858
-2168.69	58 	-2163.46	-3333.81	56.0447	509.109
-2165.37	59 	-2163.46	-2242.42	7.40632	517.433
-2165.69	60 	-2163.46	-2527.11	17.9572	525.732
-2166.24	61 	-2163.46	-2340.42	13.9304	534.2  
-2164.91	62 	-2163.46	-2258.1 	6.43945	542.824
-2164.54	63 	-2163.46	-2228.87	5.18912	551.263
-2165.94	64 	-2163.46	-2416.84	16.2735	559.821
-2165.66	65 	-2163.46	-2342.16	12.3071	568.412
-2164.7 	66 	-2163.46	-2206.4 	4.85413	576.886
