avg     	gen	max     	min     	std    	time   
-3219.28	0  	-2469.54	-12108.1	747.432	21.2638
-2963.28	1  	-2426.71	-8154.84	514.608	29.9131
-2814.24	2  	-2404.49	-8446.23	483.125	38.321 
-2723.57	3  	-2396.46	-7951.94	448    	46.8255
-2639.28	4  	-2369   	-7679.5 	368.218	55.0052
-2579.97	5  	-2347.3 	-7617.03	399.326	63.48  
-2639.93	6  	-2341.98	-28096.1	1299.33	71.9397
-2509.22	7  	-2338.57	-7619.29	352.222	80.508 
-2450.94	8  	-2324.77	-3367.77	99.4184	88.9056
-2436.66	9  	-2317.45	-3317.7 	118.116	97.1637
-2408.84	10 	-2305.43	-3161.32	102.838	105.563
-2384.85	11 	-2290.65	-2986.18	86.1038	114.246
-2364.81	12 	-2289.49	-4110.82	106.543	122.7  
-2356.47	13 	-2280.67	-3511.46	100.953	131.166
-2347.35	14 	-2266.97	-5328.73	169.942	139.387
-2326.32	15 	-2264.66	-2933.53	84.1968	147.856
-2314.31	16 	-2253.13	-2870.06	82.4597	156.308
-2310.44	17 	-2244.49	-2868.64	97.4037	165.058
-2286.18	18 	-2243.56	-2790.27	49.9235	173.444
-2281.82	19 	-2239.76	-2797.28	73.919 	181.622
-2266.18	20 	-2239.38	-2764.44	34.2841	189.903
-2262.58	21 	-2233.11	-2832.81	46.5601	198.466
-2251.75	22 	-2228.64	-2466.96	19.6619	206.776
-2245.68	23 	-2219.4 	-2636.85	22.0208	215.293
-2240.25	24 	-2215.41	-2490.26	16.8384	223.886
-2238.43	25 	-2211.75	-2546.35	25.7386	232.426
-2230.75	26 	-2208.51	-2408.36	16.1477	240.768
-2224.78	27 	-2200.24	-2299.24	12.514 	249.105
-2219.84	28 	-2200.24	-2320.14	11.1621	257.369
-2216.76	29 	-2198.95	-2318.13	12.5378	265.602
-2213.21	30 	-2195.37	-2342.24	12.5829	273.889
-2208.48	31 	-2192.45	-2252.64	6.86543	282.411
-2207.37	32 	-2190.28	-2629.44	28.3777	290.681
