gen	time   	min     	avg     	max     	std      
0  	3.05285	-3018.49	-2316.09	-2214.78	82.0419  
1  	4.30985	-2394.02	-2263.53	-2205.14	29.4634  
2  	5.57142	-2301.9 	-2242.5 	-2205.14	16.8869  
3  	6.83822	-2279.23	-2229.47	-2202.39	12.8176  
4  	8.16057	-2251.93	-2220.08	-2199.16	8.89927  
5  	9.42063	-2247.02	-2214.14	-2195.64	7.18811  
6  	10.6735	-2244.55	-2209.03	-2184.05	7.18876  
7  	11.9599	-2230.25	-2203.79	-2179.33	7.013    
8  	13.2591	-2241.84	-2198.83	-2179.33	7.02118  
9  	14.551 	-2208.21	-2193.76	-2177.1 	5.56674  
10 	15.8207	-2206.03	-2190.23	-2176.6 	5.49237  
11 	17.1129	-2218.18	-2186.49	-2173.54	5.34793  
12 	18.3623	-2203.36	-2182.93	-2172.65	4.20496  
13 	19.6662	-2197.44	-2180.35	-2169.7 	3.812    
14 	20.9647	-2194.43	-2177.98	-2169.7 	3.30406  
15 	22.2313	-2189.72	-2176.07	-2168.02	2.40816  
16 	23.501 	-2234.1 	-2174.65	-2167.24	3.42047  
17 	24.7733	-2179.13	-2173.09	-2166.93	1.81006  
18 	26.0378	-2182.19	-2171.7 	-2165.32	1.86237  
19 	27.2854	-2179.18	-2170.37	-2163.92	1.8794   
20 	28.5727	-2178.21	-2168.94	-2163.1 	1.93697  
21 	29.8534	-2179.97	-2167.44	-2163.1 	1.86401  
22 	31.125 	-2172.48	-2166.02	-2162.4 	1.41337  
23 	32.4007	-2167.94	-2164.84	-2161.7 	1.03331  
24 	33.6849	-2167.32	-2164.05	-2161.7 	0.924785 
25 	34.9424	-2165.32	-2163.24	-2161.7 	0.718408 
26 	36.2199	-2167.55	-2162.67	-2161.7 	0.576775 
27 	37.4989	-2163.5 	-2162.27	-2161.7 	0.381211 
28 	38.7787	-2163.45	-2161.98	-2161.7 	0.350642 
29 	40.0109	-2163.6 	-2161.75	-2161.7 	0.18402  
