avg    	gen	max  	min     	std    	time   
-2026.1	0  	-2025	-2049.98	2.22356	19.5752
avg     	gen	max  	min     	std    	time   
-2026.1 	0  	-2025	-2049.98	2.22356	19.5752
-2025.29	1  	-2025	-2036.85	0.95256	27.394 
avg     	gen	max  	min     	std    	time   
-2026.1 	0  	-2025	-2049.98	2.22356	19.5752
-2025.29	1  	-2025	-2036.85	0.95256	27.394 
-2025.59	2  	-2025	-2052.52	3.50303	35.4367
avg     	gen	max  	min     	std    	time   
-2026.1 	0  	-2025	-2049.98	2.22356	19.5752
-2025.29	1  	-2025	-2036.85	0.95256	27.394 
-2025.59	2  	-2025	-2052.52	3.50303	35.4367
-2025.38	3  	-2025	-2052.52	2.65248	43.4696
avg     	gen	max  	min     	std    	time   
-2026.1 	0  	-2025	-2049.98	2.22356	19.5752
-2025.29	1  	-2025	-2036.85	0.95256	27.394 
-2025.59	2  	-2025	-2052.52	3.50303	35.4367
-2025.38	3  	-2025	-2052.52	2.65248	43.4696
-2025.32	4  	-2025	-2080.24	3.25912	51.2407
avg     	gen	max  	min     	std    	time   
-2026.1 	0  	-2025	-2049.98	2.22356	19.5752
-2025.29	1  	-2025	-2036.85	0.95256	27.394 
-2025.59	2  	-2025	-2052.52	3.50303	35.4367
-2025.38	3  	-2025	-2052.52	2.65248	43.4696
-2025.32	4  	-2025	-2080.24	3.25912	51.2407
-2025.28	5  	-2025	-2080.24	2.93572	59.0988
avg     	gen	max  	min     	std     	time   
-2026.1 	0  	-2025	-2049.98	2.22356 	19.5752
-2025.29	1  	-2025	-2036.85	0.95256 	27.394 
-2025.59	2  	-2025	-2052.52	3.50303 	35.4367
-2025.38	3  	-2025	-2052.52	2.65248 	43.4696
-2025.32	4  	-2025	-2080.24	3.25912 	51.2407
-2025.28	5  	-2025	-2080.24	2.93572 	59.0988
-2025.04	6  	-2025	-2031.1 	0.367548	66.7415
avg     	gen	max  	min     	std     	time   
-2026.1 	0  	-2025	-2049.98	2.22356 	19.5752
-2025.29	1  	-2025	-2036.85	0.95256 	27.394 
-2025.59	2  	-2025	-2052.52	3.50303 	35.4367
-2025.38	3  	-2025	-2052.52	2.65248 	43.4696
-2025.32	4  	-2025	-2080.24	3.25912 	51.2407
-2025.28	5  	-2025	-2080.24	2.93572 	59.0988
-2025.04	6  	-2025	-2031.1 	0.367548	66.7415
-2025.15	7  	-2025	-2080.24	2.51562 	74.7631
avg     	gen	max  	min     	std     	time   
-2026.1 	0  	-2025	-2049.98	2.22356 	19.5752
-2025.29	1  	-2025	-2036.85	0.95256 	27.394 
-2025.59	2  	-2025	-2052.52	3.50303 	35.4367
-2025.38	3  	-2025	-2052.52	2.65248 	43.4696
-2025.32	4  	-2025	-2080.24	3.25912 	51.2407
-2025.28	5  	-2025	-2080.24	2.93572 	59.0988
-2025.04	6  	-2025	-2031.1 	0.367548	66.7415
-2025.15	7  	-2025	-2080.24	2.51562 	74.7631
-2025.02	8  	-2025	-2026.52	0.154896	82.6362
avg     	gen	max  	min     	std     	time   
-2026.1 	0  	-2025	-2049.98	2.22356 	19.5752
-2025.29	1  	-2025	-2036.85	0.95256 	27.394 
-2025.59	2  	-2025	-2052.52	3.50303 	35.4367
-2025.38	3  	-2025	-2052.52	2.65248 	43.4696
-2025.32	4  	-2025	-2080.24	3.25912 	51.2407
-2025.28	5  	-2025	-2080.24	2.93572 	59.0988
-2025.04	6  	-2025	-2031.1 	0.367548	66.7415
-2025.15	7  	-2025	-2080.24	2.51562 	74.7631
-2025.02	8  	-2025	-2026.52	0.154896	82.6362
-2025.2 	9  	-2025	-2080.24	2.87716 	90.2532
avg     	gen	max  	min     	std     	time   
-2026.1 	0  	-2025	-2049.98	2.22356 	19.5752
-2025.29	1  	-2025	-2036.85	0.95256 	27.394 
-2025.59	2  	-2025	-2052.52	3.50303 	35.4367
-2025.38	3  	-2025	-2052.52	2.65248 	43.4696
-2025.32	4  	-2025	-2080.24	3.25912 	51.2407
-2025.28	5  	-2025	-2080.24	2.93572 	59.0988
-2025.04	6  	-2025	-2031.1 	0.367548	66.7415
-2025.15	7  	-2025	-2080.24	2.51562 	74.7631
-2025.02	8  	-2025	-2026.52	0.154896	82.6362
-2025.2 	9  	-2025	-2080.24	2.87716 	90.2532
-2025.01	10 	-2025	-2026.52	0.142419	98.0606
avg     	gen	max  	min     	std     	time   
-2026.1 	0  	-2025	-2049.98	2.22356 	19.5752
-2025.29	1  	-2025	-2036.85	0.95256 	27.394 
-2025.59	2  	-2025	-2052.52	3.50303 	35.4367
-2025.38	3  	-2025	-2052.52	2.65248 	43.4696
-2025.32	4  	-2025	-2080.24	3.25912 	51.2407
-2025.28	5  	-2025	-2080.24	2.93572 	59.0988
-2025.04	6  	-2025	-2031.1 	0.367548	66.7415
-2025.15	7  	-2025	-2080.24	2.51562 	74.7631
-2025.02	8  	-2025	-2026.52	0.154896	82.6362
-2025.2 	9  	-2025	-2080.24	2.87716 	90.2532
-2025.01	10 	-2025	-2026.52	0.142419	98.0606
-2025.03	11 	-2025	-2029.22	0.298336	105.755
avg     	gen	max  	min     	std     	time   
-2026.1 	0  	-2025	-2049.98	2.22356 	19.5752
-2025.29	1  	-2025	-2036.85	0.95256 	27.394 
-2025.59	2  	-2025	-2052.52	3.50303 	35.4367
-2025.38	3  	-2025	-2052.52	2.65248 	43.4696
-2025.32	4  	-2025	-2080.24	3.25912 	51.2407
-2025.28	5  	-2025	-2080.24	2.93572 	59.0988
-2025.04	6  	-2025	-2031.1 	0.367548	66.7415
-2025.15	7  	-2025	-2080.24	2.51562 	74.7631
-2025.02	8  	-2025	-2026.52	0.154896	82.6362
-2025.2 	9  	-2025	-2080.24	2.87716 	90.2532
-2025.01	10 	-2025	-2026.52	0.142419	98.0606
-2025.03	11 	-2025	-2029.22	0.298336	105.755
-2025.03	12 	-2025	-2029.22	0.28769 	113.573
avg     	gen	max  	min     	std     	time   
-2026.1 	0  	-2025	-2049.98	2.22356 	19.5752
-2025.29	1  	-2025	-2036.85	0.95256 	27.394 
-2025.59	2  	-2025	-2052.52	3.50303 	35.4367
-2025.38	3  	-2025	-2052.52	2.65248 	43.4696
-2025.32	4  	-2025	-2080.24	3.25912 	51.2407
-2025.28	5  	-2025	-2080.24	2.93572 	59.0988
-2025.04	6  	-2025	-2031.1 	0.367548	66.7415
-2025.15	7  	-2025	-2080.24	2.51562 	74.7631
-2025.02	8  	-2025	-2026.52	0.154896	82.6362
-2025.2 	9  	-2025	-2080.24	2.87716 	90.2532
-2025.01	10 	-2025	-2026.52	0.142419	98.0606
-2025.03	11 	-2025	-2029.22	0.298336	105.755
-2025.03	12 	-2025	-2029.22	0.28769 	113.573
-2025.02	13 	-2025	-2030.15	0.281389	121.437
avg     	gen	max  	min     	std     	time   
-2026.1 	0  	-2025	-2049.98	2.22356 	19.5752
-2025.29	1  	-2025	-2036.85	0.95256 	27.394 
-2025.59	2  	-2025	-2052.52	3.50303 	35.4367
-2025.38	3  	-2025	-2052.52	2.65248 	43.4696
-2025.32	4  	-2025	-2080.24	3.25912 	51.2407
-2025.28	5  	-2025	-2080.24	2.93572 	59.0988
-2025.04	6  	-2025	-2031.1 	0.367548	66.7415
-2025.15	7  	-2025	-2080.24	2.51562 	74.7631
-2025.02	8  	-2025	-2026.52	0.154896	82.6362
-2025.2 	9  	-2025	-2080.24	2.87716 	90.2532
-2025.01	10 	-2025	-2026.52	0.142419	98.0606
-2025.03	11 	-2025	-2029.22	0.298336	105.755
-2025.03	12 	-2025	-2029.22	0.28769 	113.573
-2025.02	13 	-2025	-2030.15	0.281389	121.437
-2025.04	14 	-2025	-2033   	0.413773	129.446
avg     	gen	max  	min     	std     	time   
-2026.1 	0  	-2025	-2049.98	2.22356 	19.5752
-2025.29	1  	-2025	-2036.85	0.95256 	27.394 
-2025.59	2  	-2025	-2052.52	3.50303 	35.4367
-2025.38	3  	-2025	-2052.52	2.65248 	43.4696
-2025.32	4  	-2025	-2080.24	3.25912 	51.2407
-2025.28	5  	-2025	-2080.24	2.93572 	59.0988
-2025.04	6  	-2025	-2031.1 	0.367548	66.7415
-2025.15	7  	-2025	-2080.24	2.51562 	74.7631
-2025.02	8  	-2025	-2026.52	0.154896	82.6362
-2025.2 	9  	-2025	-2080.24	2.87716 	90.2532
-2025.01	10 	-2025	-2026.52	0.142419	98.0606
-2025.03	11 	-2025	-2029.22	0.298336	105.755
-2025.03	12 	-2025	-2029.22	0.28769 	113.573
-2025.02	13 	-2025	-2030.15	0.281389	121.437
-2025.04	14 	-2025	-2033   	0.413773	129.446
-2025.02	15 	-2025	-2029.22	0.253997	137.516
avg     	gen	max  	min     	std     	time   
-2026.1 	0  	-2025	-2049.98	2.22356 	19.5752
-2025.29	1  	-2025	-2036.85	0.95256 	27.394 
-2025.59	2  	-2025	-2052.52	3.50303 	35.4367
-2025.38	3  	-2025	-2052.52	2.65248 	43.4696
-2025.32	4  	-2025	-2080.24	3.25912 	51.2407
-2025.28	5  	-2025	-2080.24	2.93572 	59.0988
