avg     	gen	max     	min     	std    	time   
-3422.9 	0  	-2601   	-9739.27	698.014	22.189 
-3081.52	1  	-2546.5 	-6799.34	346.097	30.6119
-2933.05	2  	-2546.5 	-5284.19	256.909	38.9202
-2847.55	3  	-2511.82	-5935.93	260.406	47.4185
-2788.27	4  	-2492.67	-7237.12	302.289	55.9015
-2705.76	5  	-2476.09	-3411.14	129.732	64.22  
-2652.69	6  	-2476.09	-4950.54	146.237	72.7772
-2612.92	7  	-2460.11	-4838.23	147.323	81.1853
-2573.45	8  	-2422.06	-3890.01	102.669	89.7632
-2548.17	9  	-2417.71	-4849.45	139.249	98.0361
-2521.62	10 	-2403.15	-4775.76	117.611	106.473
-2498.04	11 	-2395.46	-4808.63	119.59 	115.099
-2463.65	12 	-2385.9 	-2672.31	42.1144	123.56 
-2446.32	13 	-2355.57	-2816.55	45.4225	131.912
-2433.65	14 	-2355.57	-4717.75	116.197	140.167
-2413.42	15 	-2347.55	-2887.53	46.344 	148.532
-2395.06	16 	-2336.96	-2638.01	27.1996	156.627
-2386.16	17 	-2336.96	-2906.54	39.0527	164.928
-2373.77	18 	-2325.71	-2487.4 	22.902 	173.167
-2363   	19 	-2305.37	-2562.49	24.4758	181.579
-2354.62	20 	-2305.16	-3144.42	48.047 	189.956
-2342.56	21 	-2296.18	-2748.5 	38.7498	198.423
-2330.75	22 	-2294.33	-2764.09	32.916 	207.023
-2322.86	23 	-2290.81	-2611.19	30.0715	215.503
-2312.78	24 	-2289.81	-2468.81	16.3936	223.767
-2306.27	25 	-2280.67	-2487.28	16.9989	232.402
-2299.56	26 	-2279.27	-2406.88	11.0083	240.88 
-2297.62	27 	-2273.71	-2703.84	28.3271	249.298
-2291.9 	28 	-2272.82	-2402.16	13.9485	257.691
-2288.55	29 	-2267.43	-2604.74	20.8447	266.156
-2286.23	30 	-2264.13	-2784.41	32.4929	274.528
-2279.81	31 	-2261.12	-2915.3 	30.0784	283.224
-2277.62	32 	-2261.12	-2769.74	30.7374	291.364
-2277.28	33 	-2259.78	-2867.08	46.6033	299.589
-2271.37	34 	-2251.25	-2758.94	24.6689	308.01 
-2268.9 	35 	-2251.25	-2398.01	13.9179	316.427
-2266.7 	36 	-2245.82	-2488.4 	17.8272	324.85 
-2262.35	37 	-2245.35	-2484.99	14.6894	333.198
-2261.7 	38 	-2242.73	-2615.21	28.8976	341.636
-2258.25	39 	-2240.7 	-2689.57	30.7215	350.127
-2251.61	40 	-2234.23	-2310.26	8.71895	358.717
-2251.19	41 	-2230.74	-2777.85	31.9985	367.078
-2247.23	42 	-2230.74	-2470.31	17.5919	375.418
-2245.68	43 	-2230.74	-2525.09	18.4501	383.976
-2242.19	44 	-2230.74	-2357.09	10.7012	392.359
-2241.73	45 	-2227.4 	-2581.19	25.9032	400.553
-2237.81	46 	-2225.25	-2382.67	15.558 	408.999
-2235.88	47 	-2224.2 	-2471.54	19.3144	417.35 
-2234.58	48 	-2224.17	-3079.26	40.5277	425.456
-2232.44	49 	-2223.13	-2375.72	13.407 	433.789
-2231.81	50 	-2222.43	-2463.96	20.9224	442.339
-2228.75	51 	-2221.6 	-2379.01	12.0366	450.735
-2226.57	52 	-2221.6 	-2438.57	14.2754	459.057
-2224.93	53 	-2220.21	-2295.43	7.76079	467.672
-2227.93	54 	-2219.64	-2684.25	35.2337	476.202
-2224.56	55 	-2218.68	-2365.38	13.3227	484.746
-2224.17	56 	-2217.29	-2371.09	12.0025	493.411
-2224.9 	57 	-2217.19	-2574.4 	23.9558	501.703
-2222.83	58 	-2215.89	-2482.35	16.0889	510.333
