gen	time   	min     	avg     	max     	std        
0  	2.95559	-2555.76	-2165.95	-2099.06	54.0048    
1  	4.17523	-2243.39	-2131.21	-2097.27	17.9648    
2  	5.4021 	-2160.34	-2118.45	-2097.14	11.4991    
3  	6.63618	-2141.85	-2109.68	-2094.5 	7.4901     
4  	7.87958	-2128.84	-2104.35	-2094.5 	5.01916    
5  	9.12471	-2127.53	-2100.89	-2091.24	4.13335    
6  	10.3382	-2126.83	-2097.99	-2091.11	3.59324    
7  	11.5745	-2121   	-2095.5 	-2090.44	2.56628    
8  	12.7948	-2122.92	-2093.64	-2089.72	2.54777    
9  	14.001 	-2099.24	-2092.19	-2088.22	1.36366    
10 	15.2119	-2095.15	-2091.19	-2087.77	1.03281    
11 	16.4538	-2098.86	-2090.39	-2087.77	1.0366     
12 	17.7144	-2096.06	-2089.6 	-2087.32	0.95585    
13 	18.9635	-2092.71	-2088.89	-2086.62	0.852367   
14 	20.1714	-2091.04	-2088.23	-2086.12	0.68664    
15 	21.3956	-2090.62	-2087.73	-2086.12	0.565303   
16 	22.6538	-2089.46	-2087.33	-2086.12	0.475952   
17 	23.8785	-2093.64	-2086.99	-2086.12	0.568958   
18 	25.1114	-2094.38	-2086.57	-2085.4 	0.530903   
19 	26.3404	-2088.63	-2086.28	-2085.4 	0.348039   
20 	27.5715	-2087.33	-2086.11	-2085.4 	0.179605   
21 	28.7931	-2087.62	-2086.06	-2085.3 	0.281201   
22 	29.9892	-2093.77	-2085.95	-2085.3 	0.51301    
23 	31.233 	-2097.01	-2085.69	-2085.3 	0.616722   
24 	32.4741	-2086.92	-2085.45	-2085.3 	0.230227   
25 	33.6926	-2086.92	-2085.36	-2085.3 	0.0985297  
26 	34.9275	-2085.4 	-2085.32	-2085.3 	0.0360583  
27 	36.1621	-2086.82	-2085.31	-2085.3 	0.0884553  
28 	37.3685	-2092.35	-2085.34	-2085.3 	0.451571   
29 	38.6206	-2085.3 	-2085.3 	-2085.3 	4.54747e-13
30 	39.8292	-2087.9 	-2085.31	-2085.3 	0.13458    
31 	41.0334	-2086   	-2085.3 	-2085.3 	0.0312276  
32 	42.2625	-2086   	-2085.3 	-2085.3 	0.0441182  
33 	43.4715	-2143.52	-2085.42	-2085.3 	2.60083    
34 	44.6811	-2094.26	-2085.33	-2085.3 	0.441424   
35 	45.9022	-2085.3 	-2085.3 	-2085.3 	4.54747e-13
36 	47.1109	-2086   	-2085.31	-2085.3 	0.0538078  
37 	48.3487	-2085.7 	-2085.3 	-2085.3 	0.0177786  
38 	49.5435	-2086   	-2085.3 	-2085.3 	0.0312276  
39 	50.7925	-2094.26	-2085.32	-2085.3 	0.401394   
40 	51.986 	-2085.3 	-2085.3 	-2085.3 	4.54747e-13
41 	53.2565	-2087.7 	-2085.31	-2085.3 	0.107132   
42 	54.4928	-2085.3 	-2085.3 	-2085.3 	4.54747e-13
43 	55.7461	-2091.4 	-2085.31	-2084.44	0.278007   
44 	56.9849	-2086.35	-2085.3 	-2084.44	0.102864   
45 	58.2196	-2085.3 	-2085.28	-2084.44	0.13729    
46 	59.4683	-2088.3 	-2085.23	-2084.44	0.280223   
47 	60.6582	-2096.49	-2085.15	-2084.44	0.639003   
48 	61.9114	-2109.11	-2084.93	-2084.44	1.18118    
49 	63.1298	-2169.38	-2085.05	-2084.44	4.84016    
50 	64.3459	-2297.16	-2085.2 	-2084.44	9.66241    
51 	65.5694	-2107.27	-2084.68	-2084.44	1.70474    
52 	66.7859	-2546.22	-2086.29	-2084.44	22.9884    
53 	68.046 	-2110.96	-2084.67	-2084.44	1.60953    
54 	69.2621	-2476.64	-2085.99	-2084.44	18.3427    
55 	70.5045	-2131.02	-2084.82	-2084.44	3.0956     
56 	71.7834	-2158.69	-2085.08	-2084.44	4.38411    
57 	73.0063	-2121.27	-2084.96	-2084.44	2.95202    
58 	74.2612	-2112.82	-2084.74	-2084.44	1.82883    
59 	75.4946	-2288.27	-2085.27	-2084.44	9.868      
60 	76.7368	-2116.56	-2084.75	-2084.44	2.35314    
61 	77.9549	-2130.77	-2084.83	-2084.44	3.23842    
62 	79.2125	-2134.59	-2084.89	-2084.44	3.24678    
63 	80.4111	-2126.96	-2084.85	-2084.44	3.28083    
64 	81.6403	-2134.59	-2084.79	-2084.44	2.81692    
65 	82.8936	-2219.28	-2085.32	-2084.44	9.18667    
66 	84.1417	-2150.95	-2084.84	-2084.44	3.58217    
67 	85.3905	-2132.68	-2084.78	-2084.44	3.09807    
68 	86.6165	-2185.96	-2085.07	-2084.44	5.3229     
69 	87.8676	-2182.05	-2085.3 	-2084.44	6.4261     
70 	89.1092	-2159.66	-2084.88	-2084.44	3.95483    
71 	90.3467	-2120.32	-2084.79	-2084.44	2.4105     
72 	91.5992	-2200.64	-2085.06	-2084.44	5.65074    
73 	92.8353	-2132.68	-2084.9 	-2084.44	3.26559    
74 	94.0708	-2131.02	-2084.96	-2084.44	3.46861    
75 	95.2843	-2141.31	-2084.91	-2084.44	3.42199    
76 	96.5269	-2236   	-2085.44	-2084.44	8.7075     
77 	97.7945	-2111.89	-2084.82	-2084.44	2.05144    
78 	98.9907	-2210.44	-2085.08	-2084.44	7.74881    
79 	100.233	-2131.72	-2084.9 	-2084.44	3.45699    
80 	101.483	-2095.63	-2084.58	-2084.44	0.829472   
81 	102.708	-2132.68	-2084.8 	-2084.44	2.85398    
82 	103.937	-2255.7 	-2085.5 	-2084.44	11.0116    
83 	105.21 	-2121.27	-2084.87	-2084.44	2.60358    
84 	106.433	-2098.25	-2084.59	-2084.44	0.912161   
85 	107.667	-2392.25	-2085.39	-2084.44	14.0437    
86 	108.921	-2145.16	-2084.89	-2084.44	3.99023    
87 	110.16 	-2148.05	-2084.84	-2084.44	3.329      
88 	111.41 	-2107.27	-2084.75	-2084.44	1.86151    
89 	112.695	-2126.96	-2084.81	-2084.44	2.49059    
90 	113.947	-2180.1 	-2084.96	-2084.44	5.34641    
91 	115.201	-2093.08	-2084.56	-2084.44	0.728967   
92 	116.446	-2158.69	-2084.86	-2084.44	3.86651    
93 	117.696	-2121.27	-2084.71	-2084.44	2.14341    
94 	118.948	-2224.19	-2085.11	-2084.44	8.10131    
95 	120.232	-2171.33	-2084.77	-2084.44	4.02019    
96 	121.485	-2194.76	-2084.94	-2084.44	5.28804    
97 	122.715	-2106.35	-2084.86	-2084.44	2.15378    
98 	123.944	-2195.74	-2084.92	-2084.44	5.28336    
99 	125.208	-2399.19	-2085.42	-2084.44	14.3339    
