1,0.030612244897959183
2,0.29591836734693877
3,0.01020408163265306
4,0.4387755102040816
5,0.09183673469387756
6,0.7040816326530612
7,0.07142857142857142
8,0.23469387755102042
9,0.05102040816326531
10,0.37755102040816324
11,0.8469387755102041
12,0.5
13,0.6632653061224489
14,0.7244897959183674
15,0.6836734693877551
16,0.11224489795918367
17,0.5816326530612245
18,0.25510204081632654
19,0.2755102040816326
20,0.7448979591836735
21,0.6224489795918368
22,0.8061224489795918
23,0.826530612244898
24,0.5612244897959183
