Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,24.129964,0,1.7976931348623157E308,-1,0.0,0.0,1,24.129964,0,0.0,SAT,,0.389,
2,2,1,147.312097,0,1.7976931348623157E308,-1,0.0,0.0,1,147.312097,1,0.0,SAT,,0.059,
3,3,1,67.95416,0,1.7976931348623157E308,-1,0.0,0.0,1,67.95416,1,0.0,SAT,,0.059,
4,4,1,19.776667,0,1.7976931348623157E308,-1,0.0,0.0,1,19.776667,1,0.0,SAT,,0.06,
5,5,1,20.718342,0,1.7976931348623157E308,-1,0.0,0.0,1,20.718342,1,0.0,SAT,,0.056,
6,6,1,84.535012,0,1.7976931348623157E308,-1,0.0,0.0,1,84.535012,1,0.0,SAT,,0.06,
7,7,1,65.80261,0,1.7976931348623157E308,-1,0.0,0.0,1,65.80261,1,0.0,SAT,,0.086,
8,8,1,2.397568,0,1.7976931348623157E308,-1,0.0,0.0,1,2.397568,1,0.0,SAT,,0.098,
9,9,1,15.749279,0,1.7976931348623157E308,-1,0.0,0.0,1,15.749279,1,0.0,SAT,,0.06,
10,10,1,29.552858,0,1.7976931348623157E308,-1,0.0,0.0,1,29.552858,1,0.0,SAT,,0.062,
11,11,1,62.074473,0,1.7976931348623157E308,-1,0.0,0.0,1,62.074473,1,0.0,SAT,,0.058,
12,12,1,19.623983,0,1.7976931348623157E308,-1,0.0,0.0,1,19.623983,1,0.0,SAT,,0.062,
13,13,1,118.836848,0,1.7976931348623157E308,-1,0.0,0.0,1,118.836848,2,0.0,SAT,,0.057,
14,14,1,90.631712,0,1.7976931348623157E308,-1,0.0,0.0,1,90.631712,2,0.0,SAT,,0.059,
15,15,1,69.839353,0,1.7976931348623157E308,-1,0.0,0.0,1,69.839353,2,0.0,SAT,,0.06,
16,16,1,39.302445,0,1.7976931348623157E308,-1,0.0,0.0,1,39.302445,2,0.0,SAT,,0.059,
17,17,1,93.962323,0,1.7976931348623157E308,-1,0.0,0.0,1,93.962323,2,0.0,SAT,,0.061,
18,18,1,68.23927,0,1.7976931348623157E308,-1,0.0,0.0,1,68.23927,2,0.0,SAT,,0.057,
19,19,1,91.962546,0,1.7976931348623157E308,-1,0.0,0.0,1,91.962546,2,0.0,SAT,,0.084,
20,20,1,25.356998,0,1.7976931348623157E308,-1,0.0,0.0,1,25.356998,2,0.0,SAT,,0.061,
21,21,1,75.752864,0,1.7976931348623157E308,-1,0.0,0.0,1,75.752864,2,0.0,SAT,,0.085,
22,22,1,17.238567,0,1.7976931348623157E308,-1,0.0,0.0,1,17.238567,2,0.0,SAT,,0.063,
23,23,1,48.266682,0,1.7976931348623157E308,-1,0.0,0.0,1,48.266682,3,0.0,SAT,,0.06,
24,24,1,158.025147,0,1.7976931348623157E308,-1,0.0,0.0,1,158.025147,3,0.0,SAT,,0.057,
25,25,1,0.963762,0,1.7976931348623157E308,-1,0.0,0.0,1,0.963762,3,0.0,SAT,,0.332,
26,26,1,0.662442,0,1.7976931348623157E308,-1,0.0,0.0,1,0.662442,3,0.0,SAT,,0.061,
27,27,1,1.014903,0,1.7976931348623157E308,-1,0.0,0.0,1,1.014903,3,0.0,SAT,,0.066,
