1: tournsize='10'
2: tournsize='63'
3: tournsize='142'
4: tournsize='81'
5: tournsize='202'
6: tournsize='66'
7: tournsize='242'
8: tournsize='7'
9: tournsize='131'
10: tournsize='2'
11: tournsize='3'
12: tournsize='183'
13: tournsize='156'
14: tournsize='4'
15: tournsize='29'
16: tournsize='42'
17: tournsize='96'
18: tournsize='97'
19: tournsize='59'
20: tournsize='99'
21: tournsize='22'
22: tournsize='71'
23: tournsize='5'
24: tournsize='33'
25: tournsize='6'
26: tournsize='175'
27: tournsize='104'
28: tournsize='124'
29: tournsize='92'
30: tournsize='184'
31: tournsize='93'
32: tournsize='94'
33: tournsize='210'
34: tournsize='98'
35: tournsize='105'
36: tournsize='23'
37: tournsize='47'
38: tournsize='95'
39: tournsize='101'
40: tournsize='174'
41: tournsize='36'
42: tournsize='179'
43: tournsize='200'
44: tournsize='38'
45: tournsize='212'
46: tournsize='155'
47: tournsize='106'
48: tournsize='67'
49: tournsize='123'
50: tournsize='68'
51: tournsize='130'
52: tournsize='37'
53: tournsize='126'
54: tournsize='91'
55: tournsize='128'
56: tournsize='90'
57: tournsize='125'
58: tournsize='55'
59: tournsize='228'
60: tournsize='127'
61: tournsize='140'
62: tournsize='137'
63: tournsize='206'
64: tournsize='135'
65: tournsize='41'
66: tournsize='220'
67: tournsize='39'
68: tournsize='25'
69: tournsize='45'
70: tournsize='153'
71: tournsize='178'
72: tournsize='148'
73: tournsize='163'
74: tournsize='147'
75: tournsize='154'
76: tournsize='113'
77: tournsize='17'
78: tournsize='19'
79: tournsize='88'
80: tournsize='60'
81: tournsize='21'
82: tournsize='197'
83: tournsize='83'
84: tournsize='77'
85: tournsize='247'
86: tournsize='74'
87: tournsize='152'
88: tournsize='85'
89: tournsize='109'
90: tournsize='72'
91: tournsize='28'
92: tournsize='84'
93: tournsize='151'
94: tournsize='82'
95: tournsize='215'
96: tournsize='70'
97: tournsize='166'
98: tournsize='87'
99: tournsize='110'
100: tournsize='150'
101: tournsize='168'
102: tournsize='111'
103: tournsize='185'
104: tournsize='167'
105: tournsize='102'
106: tournsize='100'
107: tournsize='9'
108: tournsize='8'
109: tournsize='143'
110: tournsize='187'
111: tournsize='103'
112: tournsize='57'
113: tournsize='24'
114: tournsize='32'
115: tournsize='35'
116: tournsize='61'
117: tournsize='62'
118: tournsize='86'
119: tournsize='30'
120: tournsize='112'
121: tournsize='198'
122: tournsize='26'
123: tournsize='244'
124: tournsize='211'
125: tournsize='245'
126: tournsize='145'
127: tournsize='246'
128: tournsize='69'
129: tournsize='199'
130: tournsize='158'
131: tournsize='146'
132: tournsize='108'
133: tournsize='116'
134: tournsize='136'
135: tournsize='75'
136: tournsize='129'
137: tournsize='58'
138: tournsize='243'
139: tournsize='222'
140: tournsize='195'
141: tournsize='144'
142: tournsize='76'
143: tournsize='170'
144: tournsize='221'
145: tournsize='177'
146: tournsize='65'
147: tournsize='54'
148: tournsize='52'
149: tournsize='201'
150: tournsize='53'
151: tournsize='217'
152: tournsize='224'
153: tournsize='233'
154: tournsize='232'
155: tournsize='196'
156: tournsize='44'
157: tournsize='49'
158: tournsize='189'
159: tournsize='50'
160: tournsize='48'
