1,0.03024193548387097
2,0.3810483870967742
3,0.3245967741935484
4,0.844758064516129
5,0.23588709677419356
6,0.7036290322580645
7,0.12701612903225806
8,0.5705645161290323
9,0.07459677419354839
10,0.12298387096774194
11,0.038306451612903226
12,0.21169354838709678
13,0.0625
14,0.42943548387096775
15,0.7641129032258065
16,0.4334677419354839
17,0.8326612903225806
18,0.11491935483870967
19,0.37298387096774194
20,0.3286290322580645
21,0.2439516129032258
22,0.3407258064516129
23,0.19556451612903225
24,0.034274193548387094
25,0.37701612903225806
26,0.2318548387096774
27,0.8407258064516129
28,0.06653225806451613
29,0.11895161290322581
30,0.7842741935483871
31,0.34475806451612906
