(-1643.5302354646985,)
(-1659.0821237365265,)
(-1696.9156440296167,)
(-1623.821458993027,)
(-1644.4533700357,)
(-1674.8001978120749,)
(-1623.729221774584,)
(-1678.6660903525913,)
(-1726.1250752232045,)
(-1655.1901339426495,)
(-1615.9839941281762,)
(-1636.8525485954563,)
(-1700.7877847334778,)
(-1686.9633659127437,)
(-1591.0349523382997,)
(-1661.1422926734042,)
(-1684.368774037837,)
(-1686.0484951341944,)
(-1684.565429564809,)
(-1588.5560186317489,)
