(-2756.700716250036,)
(-2886.3499990166347,)
(-2795.478624991188,)
(-2776.529347599301,)
(-2757.301916023253,)
(-2917.520799007676,)
(-2921.1510576732258,)
(-2773.931263657504,)
(-2874.4729185023407,)
(-2847.8532388474346,)
(-2878.1208037935876,)
(-2813.9661820997317,)
(-2816.4738442165435,)
(-2853.6745002710086,)
(-2740.6788999669866,)
(-2849.1322040540776,)
(-2770.120674959819,)
(-2790.017321680307,)
(-2740.4635185286943,)
(-2837.2675376307297,)
