"","no.","longitude","latitude","magnitude","time","depth","year","month","days"
"1",1,0,0,4.93699872493744,943.851709365845,0,0,0,0
"2",2,0,0,3.08127389103174,943.851820198433,0,0,0,0
"3",3,0,0,3.48765802383423,943.853292398621,0,0,0,0
"4",4,0,0,3.41656702756882,943.855777544452,0,0,0,0
"5",5,0,0,3.21796628832817,943.856768146212,0,0,0,0
"6",6,0,0,3.6410351395607,943.86466692666,0,0,0,0
"7",7,0,0,3.24993504583836,943.870007799435,0,0,0,0
"8",8,0,0,3.06426610052586,943.886475056666,0,0,0,0
"9",9,0,0,3.38534241914749,943.961825441236,0,0,0,0
"10",10,0,0,4.44744968414307,944.150133756814,0,0,0,0
"11",11,0,0,3.02038496360183,944.151426601477,0,0,0,0
"12",12,0,0,3.44207245111465,944.259004423548,0,0,0,0
"13",13,0,0,3.21165150403976,944.265636221994,0,0,0,0
"14",14,0,0,3.5142537355423,944.301702994072,0,0,0,0
"15",15,0,0,3.13093928992748,944.393517715504,0,0,0,0
"16",16,0,0,3.30550462007523,974.971566230216,0,0,0,0
"17",17,0,0,3.22468315064907,975.354675896052,0,0,0,0
"18",18,0,0,3.66800308227539,1578.07713240088,0,0,0,0
"19",19,0,0,3.11433236300945,2341.99387888624,0,0,0,0
"20",20,0,0,3.27935895323753,3748.84272812285,0,0,0,0
"21",21,0,0,3.08018068224192,3970.6049121119,0,0,0,0
"22",22,0,0,4.77059483528137,4646.02652470483,0,0,0,0
"23",23,0,0,3.40832215547562,4646.02661826992,0,0,0,0
"24",24,0,0,3.10264340788126,4646.02720133116,0,0,0,0
"25",25,0,0,3.74451512098312,4646.02992262867,0,0,0,0
"26",26,0,0,3.0555740185082,4646.03286014801,0,0,0,0
"27",27,0,0,3.48340311646461,4646.03748332218,0,0,0,0
"28",28,0,0,3.37856668233871,4646.04756142341,0,0,0,0
"29",29,0,0,3.21936947107315,4646.05806240574,0,0,0,0
"30",30,0,0,3.33861175179482,4757.164039339,0,0,0,0
"31",31,0,0,4.87279999256134,4757.16410183187,0,0,0,0
"32",32,0,0,3.33505162596703,4757.16546649127,0,0,0,0
"33",33,0,0,3.43581146001816,4757.16601071611,0,0,0,0
"34",34,0,0,3.74374938011169,4757.1707128785,0,0,0,0
"35",35,0,0,3.10138932615519,4757.17300635019,0,0,0,0
"36",36,0,0,3.00073446199531,4757.19224839926,0,0,0,0
"37",37,0,0,4.30810701847076,4757.74366902355,0,0,0,0
"38",38,0,0,4.10458707809448,4880.32669123765,0,0,0,0
"39",39,0,0,3.63422536849976,4880.40321164167,0,0,0,0
"40",40,0,0,3.76208865642548,4880.5450248695,0,0,0,0
"41",41,0,0,3.22420382499695,4981.77873669716,0,0,0,0
"42",42,0,0,3.30597430467606,5003.51974906136,0,0,0,0
"43",43,0,0,3.22459995746613,5111.78507443408,0,0,0,0
"44",44,0,0,3.10604088753462,5144.20121865491,0,0,0,0
"45",45,0,0,4.00034844875336,5369.92691932586,0,0,0,0
"46",46,0,0,3.17629852890968,5369.97399942699,0,0,0,0
"47",47,0,0,3.29584422707558,5370.23357637461,0,0,0,0
"48",48,0,0,3.13110674917698,5563.31909351745,0,0,0,0
"49",49,0,0,3.40179508924484,6025.75458727874,0,0,0,0
"50",50,0,0,3.21623334288597,6207.98843282669,0,0,0,0
"51",51,0,0,3.39854645729065,6207.9949985639,0,0,0,0
"52",52,0,0,3.11263958364725,7431.9662278743,0,0,0,0
"53",53,0,0,3.00690638134256,7502.02097708424,0,0,0,0
"54",54,0,0,3.02967318333685,7831.30949248717,0,0,0,0
"55",55,0,0,3.25247001647949,8013.54372962942,0,0,0,0
"56",56,0,0,3.0930592790246,8575.45732710679,0,0,0,0
"57",57,0,0,3.04299938678741,8600.67082490105,0,0,0,0
"58",58,0,0,3.20184715092182,9141.80241723747,0,0,0,0
"59",59,0,0,4.12402963638306,9555.45829827672,0,0,0,0
"60",60,0,0,3.61403930187225,9558.45859034016,0,0,0,0
"61",61,0,0,3.56979215145111,9558.52692281553,0,0,0,0
"62",62,0,0,3.01190969906747,9569.63159896687,0,0,0,0
"63",63,0,0,3.24920812249184,10118.5027890821,0,0,0,0
"64",64,0,0,3.07839758694172,10678.1904067192,0,0,0,0
"65",65,0,0,3.8709659576416,10994.3152178623,0,0,0,0
"66",66,0,0,5.10409998893738,11324.0265753352,0,0,0,0
"67",67,0,0,3.67822635173798,11324.0289242988,0,0,0,0
"68",68,0,0,3.19878599047661,11324.0377174654,0,0,0,0
"69",69,0,0,3.58715850114822,11324.0404056643,0,0,0,0
