"","no.","longitude","latitude","magnitude","time","depth","year","month","days"
"1",1,0,0,4.93699872493744,1786.95440292358,0,0,0,0
"2",2,0,0,3.08127389103174,1786.97965518953,0,0,0,0
"3",3,0,0,3.48765802383423,1786.98707824618,0,0,0,0
"4",4,0,0,3.41656702756882,1787.0253823539,0,0,0,0
"5",5,0,0,3.21796628832817,1787.09185031873,0,0,0,0
"6",6,0,0,3.6410351395607,1787.107158554,0,0,0,0
"7",7,0,0,3.24993504583836,1787.10987906458,0,0,0,0
"8",8,0,0,3.06426610052586,1787.94250486401,0,0,0,0
"9",9,0,0,3.38534241914749,1788.53913188487,0,0,0,0
"10",10,0,0,4.44744968414307,1795.16271553053,0,0,0,0
"11",11,0,0,3.02038496360183,1795.17642839589,0,0,0,0
"12",12,0,0,3.44207245111465,2231.53859393124,0,0,0,0
"13",13,0,0,3.21165150403976,2377.34639300023,0,0,0,0
"14",14,0,0,3.5142537355423,2502.64341994282,0,0,0,0
"15",15,0,0,3.13093928992748,2502.65924751895,0,0,0,0
"16",16,0,0,3.30550462007523,2507.59149142521,0,0,0,0
"17",17,0,0,3.22468315064907,2672.64904868067,0,0,0,0
"18",18,0,0,3.66800308227539,2775.16292952083,0,0,0,0
"19",19,0,0,3.11433236300945,2857.95789993828,0,0,0,0
"20",20,0,0,3.27935895323753,3016.75483126739,0,0,0,0
"21",21,0,0,3.08018068224192,3455.43993488391,0,0,0,0
"22",22,0,0,4.77059483528137,4232.46071265038,0,0,0,0
"23",23,0,0,3.40832215547562,4232.47105165153,0,0,0,0
"24",24,0,0,3.10264340788126,4232.48207695698,0,0,0,0
"25",25,0,0,3.74451512098312,4291.39895911359,0,0,0,0
"26",26,0,0,3.0555740185082,4291.40236763366,0,0,0,0
"27",27,0,0,3.48340311646461,4291.40837953052,0,0,0,0
"28",28,0,0,3.37856668233871,4563.24797020046,0,0,0,0
"29",29,0,0,3.21936947107315,4910.87729311518,0,0,0,0
"30",30,0,0,3.33861175179482,5134.34743058637,0,0,0,0
"31",31,0,0,4.87279999256134,5134.44587617056,0,0,0,0
"32",32,0,0,3.33505162596703,5134.44614404947,0,0,0,0
"33",33,0,0,3.43581146001816,5134.44614963116,0,0,0,0
"34",34,0,0,3.74374938011169,5134.44738591052,0,0,0,0
"35",35,0,0,3.10138932615519,5134.44744782235,0,0,0,0
"36",36,0,0,3.00073446199531,5134.449753418,0,0,0,0
"37",37,0,0,4.30810701847076,5134.45239338936,0,0,0,0
"38",38,0,0,4.10458707809448,5134.46159735886,0,0,0,0
"39",39,0,0,3.63422536849976,5134.4621495085,0,0,0,0
"40",40,0,0,3.76208865642548,5134.47163861056,0,0,0,0
"41",41,0,0,3.22420382499695,5134.47222247587,0,0,0,0
"42",42,0,0,3.30597430467606,5134.4824350164,0,0,0,0
"43",43,0,0,3.22459995746613,5134.48949122093,0,0,0,0
"44",44,0,0,3.10604088753462,5134.76279886048,0,0,0,0
"45",45,0,0,4.00034844875336,5135.12081857467,0,0,0,0
