"","no.","longitude","latitude","magnitude","time","depth","year","month","days"
"1",1,0,0,4.93699872493744,269.752591848373,0,0,0,0
"2",2,0,0,3.08127389103174,269.75259880575,0,0,0,0
"3",3,0,0,3.48765802383423,269.754078237402,0,0,0,0
"4",4,0,0,3.41656702756882,269.756164338766,0,0,0,0
"5",5,0,0,3.21796628832817,269.778631414415,0,0,0,0
"6",6,0,0,3.6410351395607,269.846756967171,0,0,0,0
"7",7,0,0,3.24993504583836,270.207243007243,0,0,0,0
"8",8,0,0,3.06426610052586,270.719432537794,0,0,0,0
"9",9,0,0,3.38534241914749,679.709285180814,0,0,0,0
"10",10,0,0,4.44744968414307,830.54965631622,0,0,0,0
"11",11,0,0,3.02038496360183,830.550185658334,0,0,0,0
"12",12,0,0,3.44207245111465,830.550792707873,0,0,0,0
"13",13,0,0,3.21165150403976,830.554553216116,0,0,0,0
"14",14,0,0,3.5142537355423,855.803451700484,0,0,0,0
"15",15,0,0,3.13093928992748,855.942619115546,0,0,0,0
"16",16,0,0,3.30550462007523,1706.33120315152,0,0,0,0
"17",17,0,0,3.22468315064907,1706.35471056519,0,0,0,0
"18",18,0,0,3.66800308227539,1997.96170245831,0,0,0,0
"19",19,0,0,3.11433236300945,2903.75730962339,0,0,0,0
"20",20,0,0,3.27935895323753,3048.19404562369,0,0,0,0
"21",21,0,0,3.08018068224192,3754.45645779174,0,0,0,0
"22",22,0,0,4.77059483528137,4078.75842237948,0,0,0,0
"23",23,0,0,3.40832215547562,4078.761352859,0,0,0,0
"24",24,0,0,3.10264340788126,4078.76691274398,0,0,0,0
"25",25,0,0,3.74451512098312,4078.76744605387,0,0,0,0
"26",26,0,0,3.0555740185082,4078.77453283204,0,0,0,0
"27",27,0,0,3.48340311646461,4078.77467137895,0,0,0,0
"28",28,0,0,3.37856668233871,4078.81859676757,0,0,0,0
"29",29,0,0,3.21936947107315,4078.8908595886,0,0,0,0
"30",30,0,0,3.33861175179482,4078.89950485417,0,0,0,0
"31",31,0,0,4.87279999256134,4078.99068361149,0,0,0,0
"32",32,0,0,3.33505162596703,4078.99154579364,0,0,0,0
"33",33,0,0,3.43581146001816,4078.9974785046,0,0,0,0
"34",34,0,0,3.74374938011169,4078.99782622924,0,0,0,0
