"","no.","longitude","latitude","magnitude","time","depth","year","month","days"
"1",1,0,0,4.93699872493744,1009.70649719238,0,0,0,0
"2",2,0,0,3.08127389103174,1009.70751233733,0,0,0,0
"3",3,0,0,3.48765802383423,1009.70971271238,0,0,0,0
"4",4,0,0,3.41656702756882,1009.7150245405,0,0,0,0
"5",5,0,0,3.21796628832817,1009.7164954764,0,0,0,0
"6",6,0,0,3.6410351395607,1009.73259595873,0,0,0,0
"7",7,0,0,3.24993504583836,1009.75062815316,0,0,0,0
"8",8,0,0,3.06426610052586,1009.75351748244,0,0,0,0
"9",9,0,0,3.38534241914749,1010.51768541907,0,0,0,0
"10",10,0,0,4.44744968414307,1230.03792566842,0,0,0,0
"11",11,0,0,3.02038496360183,1230.03978996622,0,0,0,0
"12",12,0,0,3.44207245111465,1230.0414446517,0,0,0,0
"13",13,0,0,3.21165150403976,1230.06442218464,0,0,0,0
"14",14,0,0,3.5142537355423,1230.93257912639,0,0,0,0
"15",15,0,0,3.13093928992748,1234.16124544776,0,0,0,0
"16",16,0,0,3.30550462007523,1467.55068228084,0,0,0,0
"17",17,0,0,3.22468315064907,1467.55890888342,0,0,0,0
"18",18,0,0,3.66800308227539,1467.57188552257,0,0,0,0
"19",19,0,0,3.11433236300945,1467.57514111296,0,0,0,0
"20",20,0,0,3.27935895323753,1673.00074197722,0,0,0,0
"21",21,0,0,3.08018068224192,1807.10863653463,0,0,0,0
"22",22,0,0,4.77059483528137,4265.84602556049,0,0,0,0
"23",23,0,0,3.40832215547562,4265.86481360623,0,0,0,0
"24",24,0,0,3.10264340788126,5413.10749625225,0,0,0,0
"25",25,0,0,3.74451512098312,5847.01488885131,0,0,0,0
"26",26,0,0,3.0555740185082,5847.07945603708,0,0,0,0
"27",27,0,0,3.48340311646461,6213.54920008691,0,0,0,0
"28",28,0,0,3.37856668233871,6687.35913017212,0,0,0,0
"29",29,0,0,3.21936947107315,6937.41749671287,0,0,0,0
"30",30,0,0,3.33861175179482,7284.02719694545,0,0,0,0
"31",31,0,0,4.87279999256134,7284.07597215689,0,0,0,0
"32",32,0,0,3.33505162596703,7284.07724917678,0,0,0,0
"33",33,0,0,3.43581146001816,7284.08780577591,0,0,0,0
"34",34,0,0,3.74374938011169,7284.09055638089,0,0,0,0
"35",35,0,0,3.10138932615519,7284.13755270478,0,0,0,0
"36",36,0,0,3.00073446199531,7284.94304109208,0,0,0,0
"37",37,0,0,4.30810701847076,7830.78939383392,0,0,0,0
"38",38,0,0,4.10458707809448,7830.91528161719,0,0,0,0
"39",39,0,0,3.63422536849976,9652.02707230234,0,0,0,0
"40",40,0,0,3.76208865642548,9784.96400365361,0,0,0,0
"41",41,0,0,3.22420382499695,10839.8913185871,0,0,0,0
"42",42,0,0,3.30597430467606,10876.6156091759,0,0,0,0
"43",43,0,0,3.22459995746613,10876.6556238185,0,0,0,0
"44",44,0,0,3.10604088753462,11223.1922663096,0,0,0,0
"45",45,0,0,4.00034844875336,11223.1936068233,0,0,0,0
"46",46,0,0,3.17629852890968,11223.2165250515,0,0,0,0
"47",47,0,0,3.29584422707558,11480.64817791,0,0,0,0
"48",48,0,0,3.13110674917698,12807.0142703845,0,0,0,0
"49",49,0,0,3.40179508924484,13067.1085861799,0,0,0,0
"50",50,0,0,3.21623334288597,14680.4193594608,0,0,0,0
"51",51,0,0,3.39854645729065,14829.8121622248,0,0,0,0
"52",52,0,0,3.11263958364725,16777.2582648674,0,0,0,0
"53",53,0,0,3.00690638134256,16838.2824237921,0,0,0,0
"54",54,0,0,3.02967318333685,16923.9405559937,0,0,0,0
"55",55,0,0,3.25247001647949,16954.3616792041,0,0,0,0
"56",56,0,0,3.0930592790246,16954.7770737249,0,0,0,0
"57",57,0,0,3.04299938678741,16958.7246842272,0,0,0,0
"58",58,0,0,3.20184715092182,17581.0890570205,0,0,0,0
"59",59,0,0,4.12402963638306,18051.0702469511,0,0,0,0
"60",60,0,0,3.61403930187225,18080.5849507908,0,0,0,0
"61",61,0,0,3.56979215145111,18347.9112568281,0,0,0,0
"62",62,0,0,3.01190969906747,18385.4547901665,0,0,0,0
"63",63,0,0,3.24920812249184,18826.6914133897,0,0,0,0
"64",64,0,0,3.07839758694172,20636.3636705674,0,0,0,0
"65",65,0,0,3.8709659576416,21501.2531274258,0,0,0,0
"66",66,0,0,5.10409998893738,21851.5427096242,0,0,0,0
"67",67,0,0,3.67822635173798,21851.5434991861,0,0,0,0
"68",68,0,0,3.19878599047661,21851.544241462,0,0,0,0
"69",69,0,0,3.58715850114822,21851.5443411882,0,0,0,0
"70",70,0,0,3.03537103906274,21851.5458509214,0,0,0,0
"71",71,0,0,3.28973942995071,21851.5459454996,0,0,0,0
"72",72,0,0,3.41698548197746,21851.5460671557,0,0,0,0
"73",73,0,0,5.6111741065979,21851.5470534791,0,0,0,0
"74",74,0,0,3.74335408210754,21851.5476695409,0,0,0,0
"75",75,0,0,3.08548794686794,21851.5480455497,0,0,0,0
"76",76,0,0,4.03586792945862,21851.5487638904,0,0,0,0
"77",77,0,0,3.45964381098747,21851.5494014376,0,0,0,0
"78",78,0,0,3.04836038500071,21851.5509378638,0,0,0,0
"79",79,0,0,4.64407539367676,21851.5515840908,0,0,0,0
"80",80,0,0,3.44725567102432,21851.5520850428,0,0,0,0
"81",81,0,0,3.28498485684395,21851.5528366159,0,0,0,0
"82",82,0,0,3.58834993839264,21851.5528683237,0,0,0,0
"83",83,0,0,5.30056476593018,21851.5537758865,0,0,0,0
"84",84,0,0,3.26079294085503,21851.5545519147,0,0,0,0
"85",85,0,0,3.29970914125443,21851.5548945283,0,0,0,0
"86",86,0,0,3.85064494609833,21851.5550217757,0,0,0,0
"87",87,0,0,3.05156510695815,21851.555978308,0,0,0,0
"88",88,0,0,3.14294031262398,21851.5596247455,0,0,0,0
"89",89,0,0,3.3421625494957,21851.5623690699,0,0,0,0
