"","no.","longitude","latitude","magnitude","time","depth","year","month","days"
"1",1,0,0,4.93699872493744,338.726192712784,0,0,0,0
"2",2,0,0,3.08127389103174,338.72657069814,0,0,0,0
"3",3,0,0,3.48765802383423,338.73159929124,0,0,0,0
"4",4,0,0,3.41656702756882,338.732587276306,0,0,0,0
"5",5,0,0,3.21796628832817,338.732591815867,0,0,0,0
"6",6,0,0,3.6410351395607,338.74284771025,0,0,0,0
"7",7,0,0,3.24993504583836,338.759822167629,0,0,0,0
"8",8,0,0,3.06426610052586,338.763695307408,0,0,0,0
"9",9,0,0,3.38534241914749,338.770071320771,0,0,0,0
"10",10,0,0,4.44744968414307,338.790293156195,0,0,0,0
"11",11,0,0,3.02038496360183,338.793022943222,0,0,0,0
"12",12,0,0,3.44207245111465,338.856388578988,0,0,0,0
"13",13,0,0,3.21165150403976,340.198437966275,0,0,0,0
"14",14,0,0,3.5142537355423,381.05249840413,0,0,0,0
"15",15,0,0,3.13093928992748,794.009958401275,0,0,0,0
"16",16,0,0,3.30550462007523,1168.00673206343,0,0,0,0
"17",17,0,0,3.22468315064907,1612.59211899875,0,0,0,0
"18",18,0,0,3.66800308227539,1623.79390482814,0,0,0,0
"19",19,0,0,3.11433236300945,2861.82409944011,0,0,0,0
"20",20,0,0,3.27935895323753,3045.23574178446,0,0,0,0
"21",21,0,0,3.08018068224192,3392.04410979763,0,0,0,0
"22",22,0,0,4.77059483528137,3655.85478372989,0,0,0,0
"23",23,0,0,3.40832215547562,3655.85553404101,0,0,0,0
"24",24,0,0,3.10264340788126,3655.85658146375,0,0,0,0
"25",25,0,0,3.74451512098312,3655.85980136723,0,0,0,0
"26",26,0,0,3.0555740185082,3655.8607732619,0,0,0,0
"27",27,0,0,3.48340311646461,3655.8619026482,0,0,0,0
"28",28,0,0,3.37856668233871,3655.86816289084,0,0,0,0
"29",29,0,0,3.21936947107315,3655.88633599349,0,0,0,0
"30",30,0,0,3.33861175179482,3655.92652267499,0,0,0,0
"31",31,0,0,4.87279999256134,3656.06581409636,0,0,0,0
"32",32,0,0,3.33505162596703,3656.06681854033,0,0,0,0
"33",33,0,0,3.43581146001816,3656.06797710194,0,0,0,0
"34",34,0,0,3.74374938011169,3656.06818687774,0,0,0,0
"35",35,0,0,3.10138932615519,3656.07464340626,0,0,0,0
"36",36,0,0,3.00073446199531,3656.08392128469,0,0,0,0
"37",37,0,0,4.30810701847076,3656.08934319014,0,0,0,0
"38",38,0,0,4.10458707809448,3656.1157672556,0,0,0,0
"39",39,0,0,3.63422536849976,3656.84830807643,0,0,0,0
"40",40,0,0,3.76208865642548,3657.3854580283,0,0,0,0
"41",41,0,0,3.22420382499695,5700.76968663798,0,0,0,0
"42",42,0,0,3.30597430467606,6059.95373878384,0,0,0,0
"43",43,0,0,3.22459995746613,6150.92178770419,0,0,0,0
"44",44,0,0,3.10604088753462,6252.88275507773,0,0,0,0
"45",45,0,0,4.00034844875336,6469.30375423413,0,0,0,0
"46",46,0,0,3.17629852890968,6469.30853597313,0,0,0,0
"47",47,0,0,3.29584422707558,6469.52265868283,0,0,0,0
"48",48,0,0,3.13110674917698,6470.04539208352,0,0,0,0
"49",49,0,0,3.40179508924484,6508.30353104209,0,0,0,0
"50",50,0,0,3.21623334288597,6508.37903557193,0,0,0,0
"51",51,0,0,3.39854645729065,6554.49334613653,0,0,0,0
"52",52,0,0,3.11263958364725,6759.51262997371,0,0,0,0
"53",53,0,0,3.00690638134256,6759.75307269664,0,0,0,0
"54",54,0,0,3.02967318333685,6834.59476918951,0,0,0,0
"55",55,0,0,3.25247001647949,8486.46256357497,0,0,0,0
