"","no.","longitude","latitude","magnitude","time","depth","year","month","days"
"1",1,0,0,4.93699872493744,517.32736825943,0,0,0,0
"2",2,0,0,3.08127389103174,517.329016398928,0,0,0,0
"3",3,0,0,3.48765802383423,517.333283142254,0,0,0,0
"4",4,0,0,3.41656702756882,517.336568076883,0,0,0,0
"5",5,0,0,3.21796628832817,517.337369615308,0,0,0,0
"6",6,0,0,3.6410351395607,517.344824092241,0,0,0,0
"7",7,0,0,3.24993504583836,517.3469919946,0,0,0,0
"8",8,0,0,3.06426610052586,517.348976401554,0,0,0,0
"9",9,0,0,3.38534241914749,517.35991118437,0,0,0,0
"10",10,0,0,4.44744968414307,517.551802335091,0,0,0,0
"11",11,0,0,3.02038496360183,517.566285730605,0,0,0,0
"12",12,0,0,3.44207245111465,517.566884423272,0,0,0,0
"13",13,0,0,3.21165150403976,517.572223132889,0,0,0,0
"14",14,0,0,3.5142537355423,989.497739585301,0,0,0,0
"15",15,0,0,3.13093928992748,1577.95642348046,0,0,0,0
"16",16,0,0,3.30550462007523,1577.96439793139,0,0,0,0
"17",17,0,0,3.22468315064907,1577.99580554752,0,0,0,0
"18",18,0,0,3.66800308227539,2196.85408631241,0,0,0,0
"19",19,0,0,3.11433236300945,2250.57169968538,0,0,0,0
"20",20,0,0,3.27935895323753,4416.16842803887,0,0,0,0
"21",21,0,0,3.08018068224192,5484.18652035095,0,0,0,0
"22",22,0,0,4.77059483528137,5484.33731225781,0,0,0,0
"23",23,0,0,3.40832215547562,5484.33761666655,0,0,0,0
"24",24,0,0,3.10264340788126,5484.34073707865,0,0,0,0
"25",25,0,0,3.74451512098312,5484.50296844282,0,0,0,0
"26",26,0,0,3.0555740185082,5484.51251264819,0,0,0,0
"27",27,0,0,3.48340311646461,5485.84417525167,0,0,0,0
"28",28,0,0,3.37856668233871,6227.22050483596,0,0,0,0
"29",29,0,0,3.21936947107315,6227.22103437953,0,0,0,0
"30",30,0,0,3.33861175179482,6569.1396108857,0,0,0,0
"31",31,0,0,4.87279999256134,7428.33530788819,0,0,0,0
"32",32,0,0,3.33505162596703,7428.33531298117,0,0,0,0
"33",33,0,0,3.43581146001816,7428.34029009218,0,0,0,0
"34",34,0,0,3.74374938011169,7428.34117529757,0,0,0,0
"35",35,0,0,3.10138932615519,7428.34413218014,0,0,0,0
"36",36,0,0,3.00073446199531,7428.35356916689,0,0,0,0
"37",37,0,0,4.30810701847076,7428.36777714567,0,0,0,0
"38",38,0,0,4.10458707809448,7428.37511310333,0,0,0,0
"39",39,0,0,3.63422536849976,7428.44263742946,0,0,0,0
"40",40,0,0,3.76208865642548,7428.44285191714,0,0,0,0
"41",41,0,0,3.22420382499695,7428.45020487331,0,0,0,0
"42",42,0,0,3.30597430467606,7428.45247767675,0,0,0,0
"43",43,0,0,3.22459995746613,7428.45862943645,0,0,0,0
"44",44,0,0,3.10604088753462,7428.46520281304,0,0,0,0
"45",45,0,0,4.00034844875336,7428.52734263244,0,0,0,0
"46",46,0,0,3.17629852890968,7429.83919515739,0,0,0,0
"47",47,0,0,3.29584422707558,7431.21170969569,0,0,0,0
"48",48,0,0,3.13110674917698,7463.98634572316,0,0,0,0
"49",49,0,0,3.40179508924484,7490.3425078601,0,0,0,0
"50",50,0,0,3.21623334288597,7499.94953177774,0,0,0,0
"51",51,0,0,3.39854645729065,7800.18991006703,0,0,0,0
"52",52,0,0,3.11263958364725,8148.56188470194,0,0,0,0
"53",53,0,0,3.00690638134256,8282.49468372764,0,0,0,0
"54",54,0,0,3.02967318333685,9743.478473342,0,0,0,0
"55",55,0,0,3.25247001647949,9975.65780480896,0,0,0,0
"56",56,0,0,3.0930592790246,11022.8843591898,0,0,0,0
"57",57,0,0,3.04299938678741,11479.2814732219,0,0,0,0
"58",58,0,0,3.20184715092182,12867.5427838046,0,0,0,0
"59",59,0,0,4.12402963638306,12895.5126184826,0,0,0,0
"60",60,0,0,3.61403930187225,13164.3257308897,0,0,0,0
"61",61,0,0,3.56979215145111,13164.3293554974,0,0,0,0
"62",62,0,0,3.01190969906747,13475.9782613333,0,0,0,0
