"","no.","longitude","latitude","magnitude","time","depth","year","month","days"
"1",1,0,0,4.93699872493744,343.477070331573,0,0,0,0
"2",2,0,0,3.08127389103174,343.477721648759,0,0,0,0
"3",3,0,0,3.48765802383423,343.481703018518,0,0,0,0
"4",4,0,0,3.41656702756882,343.494276047669,0,0,0,0
"5",5,0,0,3.21796628832817,343.506708272709,0,0,0,0
"6",6,0,0,3.6410351395607,343.515597049415,0,0,0,0
"7",7,0,0,3.24993504583836,343.530662117946,0,0,0,0
"8",8,0,0,3.06426610052586,343.550287152664,0,0,0,0
"9",9,0,0,3.38534241914749,344.640716371597,0,0,0,0
"10",10,0,0,4.44744968414307,347.389763108385,0,0,0,0
"11",11,0,0,3.02038496360183,347.508486635004,0,0,0,0
"12",12,0,0,3.44207245111465,373.927233281146,0,0,0,0
"13",13,0,0,3.21165150403976,752.188954508158,0,0,0,0
"14",14,0,0,3.5142537355423,1234.4950392676,0,0,0,0
"15",15,0,0,3.13093928992748,1274.47504020756,0,0,0,0
"16",16,0,0,3.30550462007523,3618.17320788316,0,0,0,0
"17",17,0,0,3.22468315064907,4507.42503451794,0,0,0,0
"18",18,0,0,3.66800308227539,4800.93745560213,0,0,0,0
"19",19,0,0,3.11433236300945,6302.90713826095,0,0,0,0
"20",20,0,0,3.27935895323753,7931.12820520462,0,0,0,0
"21",21,0,0,3.08018068224192,8797.34174228013,0,0,0,0
"22",22,0,0,4.77059483528137,8797.35291179658,0,0,0,0
"23",23,0,0,3.40832215547562,8797.3549446644,0,0,0,0
"24",24,0,0,3.10264340788126,8797.35666821282,0,0,0,0
"25",25,0,0,3.74451512098312,8797.36201574491,0,0,0,0
"26",26,0,0,3.0555740185082,8797.36341341195,0,0,0,0
"27",27,0,0,3.48340311646461,8797.3682667706,0,0,0,0
"28",28,0,0,3.37856668233871,8797.37365687703,0,0,0,0
"29",29,0,0,3.21936947107315,8801.41128232844,0,0,0,0
"30",30,0,0,3.33861175179482,9006.54142658109,0,0,0,0
"31",31,0,0,4.87279999256134,9241.27620022276,0,0,0,0
"32",32,0,0,3.33505162596703,9241.27638657183,0,0,0,0
"33",33,0,0,3.43581146001816,9241.27760484883,0,0,0,0
"34",34,0,0,3.74374938011169,9241.28186847129,0,0,0,0
"35",35,0,0,3.10138932615519,9241.28808937488,0,0,0,0
"36",36,0,0,3.00073446199531,9241.29340555622,0,0,0,0
"37",37,0,0,4.30810701847076,9241.31361871626,0,0,0,0
"38",38,0,0,4.10458707809448,9241.34954195965,0,0,0,0
"39",39,0,0,3.63422536849976,9241.38120469115,0,0,0,0
"40",40,0,0,3.76208865642548,9241.39685264533,0,0,0,0
"41",41,0,0,3.22420382499695,9241.55638116331,0,0,0,0
"42",42,0,0,3.30597430467606,9243.58003392492,0,0,0,0
"43",43,0,0,3.22459995746613,9254.94603611558,0,0,0,0
"44",44,0,0,3.10604088753462,9472.13924814454,0,0,0,0
"45",45,0,0,4.00034844875336,10075.9670034264,0,0,0,0
"46",46,0,0,3.17629852890968,10377.2478207017,0,0,0,0
"47",47,0,0,3.29584422707558,12427.5932531754,0,0,0,0
"48",48,0,0,3.13110674917698,12436.0182321466,0,0,0,0
"49",49,0,0,3.40179508924484,12635.4893565846,0,0,0,0
"50",50,0,0,3.21623334288597,12641.1146861428,0,0,0,0
"51",51,0,0,3.39854645729065,13105.5068995166,0,0,0,0
"52",52,0,0,3.11263958364725,13250.5365690097,0,0,0,0
"53",53,0,0,3.00690638134256,15190.6245713308,0,0,0,0
"54",54,0,0,3.02967318333685,15620.3850178669,0,0,0,0
"55",55,0,0,3.25247001647949,15804.9513553051,0,0,0,0
"56",56,0,0,3.0930592790246,15881.7344557641,0,0,0,0
"57",57,0,0,3.04299938678741,16090.417799505,0,0,0,0
