"","no.","longitude","latitude","magnitude","time","depth","year","month","days"
"1",1,0,0,4.93699872493744,161.214381456375,0,0,0,0
"2",2,0,0,3.08127389103174,161.22294847688,0,0,0,0
"3",3,0,0,3.48765802383423,161.240650402496,0,0,0,0
"4",4,0,0,3.41656702756882,161.370618668452,0,0,0,0
"5",5,0,0,3.21796628832817,165.918129202648,0,0,0,0
"6",6,0,0,3.6410351395607,419.854779758498,0,0,0,0
"7",7,0,0,3.24993504583836,1121.45965625021,0,0,0,0
"8",8,0,0,3.06426610052586,1224.90387782434,0,0,0,0
"9",9,0,0,3.38534241914749,1267.39978543491,0,0,0,0
"10",10,0,0,4.44744968414307,1447.21475500215,0,0,0,0
"11",11,0,0,3.02038496360183,1447.21515787797,0,0,0,0
"12",12,0,0,3.44207245111465,1447.21771341428,0,0,0,0
"13",13,0,0,3.21165150403976,1447.37659655403,0,0,0,0
"14",14,0,0,3.5142537355423,2675.48172098947,0,0,0,0
"15",15,0,0,3.13093928992748,2679.68753233979,0,0,0,0
"16",16,0,0,3.30550462007523,2703.95230484576,0,0,0,0
"17",17,0,0,3.22468315064907,2832.67593287671,0,0,0,0
"18",18,0,0,3.66800308227539,2832.80760553029,0,0,0,0
"19",19,0,0,3.11433236300945,3076.77419412227,0,0,0,0
"20",20,0,0,3.27935895323753,4022.94348204754,0,0,0,0
"21",21,0,0,3.08018068224192,4124.81062925402,0,0,0,0
"22",22,0,0,4.77059483528137,4377.71962036409,0,0,0,0
"23",23,0,0,3.40832215547562,4377.71994224463,0,0,0,0
"24",24,0,0,3.10264340788126,4377.72150883938,0,0,0,0
"25",25,0,0,3.74451512098312,4377.72515783509,0,0,0,0
"26",26,0,0,3.0555740185082,4377.99819782203,0,0,0,0
"27",27,0,0,3.48340311646461,4378.3521505684,0,0,0,0
"28",28,0,0,3.37856668233871,4517.50188362512,0,0,0,0
"29",29,0,0,3.21936947107315,5455.84121908854,0,0,0,0
"30",30,0,0,3.33861175179482,5694.71765090012,0,0,0,0
"31",31,0,0,4.87279999256134,6013.78421028844,0,0,0,0
"32",32,0,0,3.33505162596703,6013.78664257691,0,0,0,0
"33",33,0,0,3.43581146001816,6013.7872999345,0,0,0,0
"34",34,0,0,3.74374938011169,6013.79044641891,0,0,0,0
"35",35,0,0,3.10138932615519,6013.79072128275,0,0,0,0
"36",36,0,0,3.00073446199531,6013.79709236618,0,0,0,0
"37",37,0,0,4.30810701847076,6013.80825570542,0,0,0,0
"38",38,0,0,4.10458707809448,6013.80964932945,0,0,0,0
"39",39,0,0,3.63422536849976,6013.81422482595,0,0,0,0
"40",40,0,0,3.76208865642548,6013.81940647003,0,0,0,0
"41",41,0,0,3.22420382499695,6013.82513719056,0,0,0,0
"42",42,0,0,3.30597430467606,6013.83909527279,0,0,0,0
"43",43,0,0,3.22459995746613,6013.85216768089,0,0,0,0
"44",44,0,0,3.10604088753462,6037.0337586635,0,0,0,0
"45",45,0,0,4.00034844875336,6037.03386774682,0,0,0,0
"46",46,0,0,3.17629852890968,6037.06184941471,0,0,0,0
"47",47,0,0,3.29584422707558,6680.82018036151,0,0,0,0
"48",48,0,0,3.13110674917698,6716.43537065171,0,0,0,0
"49",49,0,0,3.40179508924484,7507.245922415,0,0,0,0
"50",50,0,0,3.21623334288597,8097.86207612167,0,0,0,0
