"","no.","longitude","latitude","magnitude","time","depth","year","month","days"
"1",1,0,0,4.93699872493744,322.110652923584,0,0,0,0
"2",2,0,0,3.08127389103174,322.110862099491,0,0,0,0
"3",3,0,0,3.48765802383423,322.118036924534,0,0,0,0
"4",4,0,0,3.41656702756882,322.122003303398,0,0,0,0
"5",5,0,0,3.21796628832817,322.128529249553,0,0,0,0
"6",6,0,0,3.6410351395607,323.603376848481,0,0,0,0
"7",7,0,0,3.24993504583836,323.737306023248,0,0,0,0
"8",8,0,0,3.06426610052586,364.662642383854,0,0,0,0
"9",9,0,0,3.38534241914749,1018.21549308437,0,0,0,0
"10",10,0,0,4.44744968414307,2218.82078203965,0,0,0,0
"11",11,0,0,3.02038496360183,2218.89357509067,0,0,0,0
"12",12,0,0,3.44207245111465,2219.03954838705,0,0,0,0
"13",13,0,0,3.21165150403976,2221.17850106276,0,0,0,0
"14",14,0,0,3.5142537355423,2293.20880332993,0,0,0,0
"15",15,0,0,3.13093928992748,2293.26136350637,0,0,0,0
"16",16,0,0,3.30550462007523,2429.50650277484,0,0,0,0
"17",17,0,0,3.22468315064907,4022.63279205579,0,0,0,0
"18",18,0,0,3.66800308227539,4143.50449859431,0,0,0,0
"19",19,0,0,3.11433236300945,4189.26122118968,0,0,0,0
"20",20,0,0,3.27935895323753,4551.14088341536,0,0,0,0
"21",21,0,0,3.08018068224192,5455.50481539602,0,0,0,0
"22",22,0,0,4.77059483528137,5874.37843996329,0,0,0,0
"23",23,0,0,3.40832215547562,5874.37880848292,0,0,0,0
"24",24,0,0,3.10264340788126,5874.37963097866,0,0,0,0
"25",25,0,0,3.74451512098312,5874.42716325006,0,0,0,0
"26",26,0,0,3.0555740185082,5874.45700724434,0,0,0,0
"27",27,0,0,3.48340311646461,6781.87109642781,0,0,0,0
"28",28,0,0,3.37856668233871,6801.25277457025,0,0,0,0
"29",29,0,0,3.21936947107315,7270.01548893934,0,0,0,0
"30",30,0,0,3.33861175179482,7405.57880519449,0,0,0,0
"31",31,0,0,4.87279999256134,7761.08232026904,0,0,0,0
"32",32,0,0,3.33505162596703,7761.47053369059,0,0,0,0
"33",33,0,0,3.43581146001816,7761.47059252932,0,0,0,0
"34",34,0,0,3.74374938011169,7761.56767481409,0,0,0,0
"35",35,0,0,3.10138932615519,7761.8028452446,0,0,0,0
"36",36,0,0,3.00073446199531,8338.58334490226,0,0,0,0
"37",37,0,0,4.30810701847076,8524.25108196822,0,0,0,0
"38",38,0,0,4.10458707809448,8543.62891486947,0,0,0,0
"39",39,0,0,3.63422536849976,8543.70543333192,0,0,0,0
"40",40,0,0,3.76208865642548,8543.84722680479,0,0,0,0
"41",41,0,0,3.22420382499695,8650.87439597882,0,0,0,0
"42",42,0,0,3.30597430467606,8674.6817660949,0,0,0,0
"43",43,0,0,3.22459995746613,8795.61619461613,0,0,0,0
"44",44,0,0,3.10604088753462,8829.51144474345,0,0,0,0
"45",45,0,0,4.00034844875336,9074.96967319465,0,0,0,0
"46",46,0,0,3.17629852890968,9075.01675399196,0,0,0,0
"47",47,0,0,3.29584422707558,9075.276366916,0,0,0,0
"48",48,0,0,3.13110674917698,9269.97025481669,0,0,0,0
"49",49,0,0,3.40179508924484,9746.64415451125,0,0,0,0
"50",50,0,0,3.21623334288597,9969.79811424202,0,0,0,0
"51",51,0,0,3.39854645729065,10575.6882867962,0,0,0,0
"52",52,0,0,3.11263958364725,10581.6528958594,0,0,0,0
"53",53,0,0,3.00690638134256,11433.6927506863,0,0,0,0
"54",54,0,0,3.02967318333685,11685.9132855006,0,0,0,0
"55",55,0,0,3.25247001647949,12234.8982558967,0,0,0,0
"56",56,0,0,3.0930592790246,12572.4481690772,0,0,0,0
"57",57,0,0,3.04299938678741,13077.5222685429,0,0,0,0
"58",58,0,0,3.20184715092182,13699.7027652924,0,0,0,0
"59",59,0,0,4.12402963638306,14000.7052733004,0,0,0,0
"60",60,0,0,3.61403930187225,14000.7206196568,0,0,0,0
"61",61,0,0,3.56979215145111,14000.7499861014,0,0,0,0
"62",62,0,0,3.01190969906747,14003.0578014615,0,0,0,0
"63",63,0,0,3.24920812249184,14868.6806376824,0,0,0,0
"64",64,0,0,3.07839758694172,15320.1713594483,0,0,0,0
"65",65,0,0,3.8709659576416,15737.5649294354,0,0,0,0
"66",66,0,0,5.10409998893738,15737.6568106216,0,0,0,0
"67",67,0,0,3.67822635173798,15737.6571211595,0,0,0,0
"68",68,0,0,3.19878599047661,15737.6576540151,0,0,0,0
"69",69,0,0,3.58715850114822,15737.6607427108,0,0,0,0
"70",70,0,0,3.03537103906274,15737.6726005337,0,0,0,0
"71",71,0,0,3.28973942995071,15737.6763492718,0,0,0,0
"72",72,0,0,3.41698548197746,15737.6862875198,0,0,0,0
"73",73,0,0,5.6111741065979,15738.2791752333,0,0,0,0
"74",74,0,0,3.74335408210754,15738.2797151389,0,0,0,0
"75",75,0,0,3.08548794686794,15738.2800891936,0,0,0,0
"76",76,0,0,4.03586792945862,15738.2802481896,0,0,0,0
"77",77,0,0,3.45964381098747,15738.2804842456,0,0,0,0
"78",78,0,0,3.04836038500071,15738.2805157055,0,0,0,0
"79",79,0,0,4.64407539367676,15738.2806920616,0,0,0,0
"80",80,0,0,3.44725567102432,15738.2817850839,0,0,0,0
"81",81,0,0,3.28498485684395,15738.2822623852,0,0,0,0
"82",82,0,0,3.58834993839264,15738.2830459294,0,0,0,0
"83",83,0,0,5.30056476593018,15738.2832968768,0,0,0,0
"84",84,0,0,3.26079294085503,15738.2836231393,0,0,0,0
"85",85,0,0,3.29970914125443,15738.2838294566,0,0,0,0
"86",86,0,0,3.85064494609833,15738.2841587225,0,0,0,0
