"","no.","longitude","latitude","magnitude","time","depth","year","month","days"
"1",1,0,0,4.93699872493744,392.899423837662,0,0,0,0
"2",2,0,0,3.08127389103174,392.920326227417,0,0,0,0
"3",3,0,0,3.48765802383423,392.940580322709,0,0,0,0
"4",4,0,0,3.41656702756882,393.045133721853,0,0,0,0
"5",5,0,0,3.21796628832817,1232.29494172718,0,0,0,0
"6",6,0,0,3.6410351395607,1487.56855787461,0,0,0,0
"7",7,0,0,3.24993504583836,1488.87584033091,0,0,0,0
"8",8,0,0,3.06426610052586,1608.1135858121,0,0,0,0
"9",9,0,0,3.38534241914749,1625.85821342718,0,0,0,0
"10",10,0,0,4.44744968414307,2344.50544075489,0,0,0,0
"11",11,0,0,3.02038496360183,2344.50635186514,0,0,0,0
"12",12,0,0,3.44207245111465,2344.50880782299,0,0,0,0
"13",13,0,0,3.21165150403976,2344.51417424034,0,0,0,0
"14",14,0,0,3.5142537355423,2344.53285386594,0,0,0,0
"15",15,0,0,3.13093928992748,2344.57428516161,0,0,0,0
"16",16,0,0,3.30550462007523,2344.77433523923,0,0,0,0
"17",17,0,0,3.22468315064907,2344.88665741065,0,0,0,0
"18",18,0,0,3.66800308227539,2344.8871389339,0,0,0,0
"19",19,0,0,3.11433236300945,2774.14301926844,0,0,0,0
"20",20,0,0,3.27935895323753,2776.80216007997,0,0,0,0
"21",21,0,0,3.08018068224192,3012.65895766971,0,0,0,0
"22",22,0,0,4.77059483528137,3438.97163877295,0,0,0,0
"23",23,0,0,3.40832215547562,3438.98038903135,0,0,0,0
"24",24,0,0,3.10264340788126,3438.98437939154,0,0,0,0
"25",25,0,0,3.74451512098312,3439.07395692173,0,0,0,0
"26",26,0,0,3.0555740185082,3440.54909288231,0,0,0,0
"27",27,0,0,3.48340311646461,3740.41380046219,0,0,0,0
"28",28,0,0,3.37856668233871,3930.93295551102,0,0,0,0
"29",29,0,0,3.21936947107315,3930.99605550543,0,0,0,0
"30",30,0,0,3.33861175179482,3931.10045537235,0,0,0,0
