"","no.","longitude","latitude","magnitude","time","depth","year","month","days"
"1",1,0,0,4.93699872493744,174.396798014641,0,0,0,0
"2",2,0,0,3.08127389103174,174.397330300031,0,0,0,0
"3",3,0,0,3.48765802383423,174.397803585642,0,0,0,0
"4",4,0,0,3.41656702756882,174.453355793242,0,0,0,0
"5",5,0,0,3.21796628832817,989.663421573383,0,0,0,0
"6",6,0,0,3.6410351395607,1933.58839804004,0,0,0,0
"7",7,0,0,3.24993504583836,3255.75863667346,0,0,0,0
"8",8,0,0,3.06426610052586,3693.56679810086,0,0,0,0
"9",9,0,0,3.38534241914749,3889.95359606474,0,0,0,0
"10",10,0,0,4.44744968414307,4052.0215877464,0,0,0,0
"11",11,0,0,3.02038496360183,5164.95874559672,0,0,0,0
"12",12,0,0,3.44207245111465,6366.13687280491,0,0,0,0
"13",13,0,0,3.21165150403976,6397.9016042586,0,0,0,0
"14",14,0,0,3.5142537355423,7948.98624372631,0,0,0,0
"15",15,0,0,3.13093928992748,7948.99059147802,0,0,0,0
"16",16,0,0,3.30550462007523,8329.69423421992,0,0,0,0
"17",17,0,0,3.22468315064907,8482.78523223339,0,0,0,0
"18",18,0,0,3.66800308227539,8685.8601522283,0,0,0,0
"19",19,0,0,3.11433236300945,12654.8558999359,0,0,0,0
"20",20,0,0,3.27935895323753,13563.0067552314,0,0,0,0
"21",21,0,0,3.08018068224192,13751.5591384012,0,0,0,0
"22",22,0,0,4.77059483528137,14251.9277991972,0,0,0,0
"23",23,0,0,3.40832215547562,14251.9287798973,0,0,0,0
"24",24,0,0,3.10264340788126,14251.9681642951,0,0,0,0
"25",25,0,0,3.74451512098312,14252.1750657038,0,0,0,0
"26",26,0,0,3.0555740185082,14252.4976556809,0,0,0,0
"27",27,0,0,3.48340311646461,14253.122107544,0,0,0,0
"28",28,0,0,3.37856668233871,14315.8809960728,0,0,0,0
"29",29,0,0,3.21936947107315,14315.9997837984,0,0,0,0
"30",30,0,0,3.33861175179482,14316.016534585,0,0,0,0
"31",31,0,0,4.87279999256134,15043.6865655671,0,0,0,0
"32",32,0,0,3.33505162596703,15043.6869905898,0,0,0,0
"33",33,0,0,3.43581146001816,15043.6877368807,0,0,0,0
"34",34,0,0,3.74374938011169,15043.6941438234,0,0,0,0
"35",35,0,0,3.10138932615519,15043.699619122,0,0,0,0
"36",36,0,0,3.00073446199531,15043.7002897831,0,0,0,0
"37",37,0,0,4.30810701847076,15043.7130264623,0,0,0,0
"38",38,0,0,4.10458707809448,15047.2664929819,0,0,0,0
"39",39,0,0,3.63422536849976,15047.4987149856,0,0,0,0
"40",40,0,0,3.76208865642548,15051.1723385125,0,0,0,0
"41",41,0,0,3.22420382499695,15070.714430036,0,0,0,0
"42",42,0,0,3.30597430467606,15141.1704748527,0,0,0,0
"43",43,0,0,3.22459995746613,15162.657000129,0,0,0,0
"44",44,0,0,3.10604088753462,15520.6002861056,0,0,0,0
"45",45,0,0,4.00034844875336,15560.7634806531,0,0,0,0
"46",46,0,0,3.17629852890968,15797.3824276148,0,0,0,0
"47",47,0,0,3.29584422707558,15945.752661026,0,0,0,0
"48",48,0,0,3.13110674917698,16271.3791611858,0,0,0,0
"49",49,0,0,3.40179508924484,16505.9570722536,0,0,0,0
"50",50,0,0,3.21623334288597,16816.1532056616,0,0,0,0
"51",51,0,0,3.39854645729065,16860.0832805083,0,0,0,0
"52",52,0,0,3.11263958364725,17029.414667636,0,0,0,0
"53",53,0,0,3.00690638134256,17139.6318475601,0,0,0,0
"54",54,0,0,3.02967318333685,17884.7836525288,0,0,0,0
"55",55,0,0,3.25247001647949,19516.5448536438,0,0,0,0
"56",56,0,0,3.0930592790246,19593.2953729919,0,0,0,0
"57",57,0,0,3.04299938678741,20887.894036587,0,0,0,0
