"","no.","longitude","latitude","magnitude","time","depth","year","month","days"
"1",1,0,0,4.93699872493744,103.998273611069,0,0,0,0
"2",2,0,0,3.08127389103174,103.998489178712,0,0,0,0
"3",3,0,0,3.48765802383423,103.999917664425,0,0,0,0
"4",4,0,0,3.41656702756882,104.00146280372,0,0,0,0
"5",5,0,0,3.21796628832817,104.038149690642,0,0,0,0
"6",6,0,0,3.6410351395607,104.318415621816,0,0,0,0
"7",7,0,0,3.24993504583836,130.786713311902,0,0,0,0
"8",8,0,0,3.06426610052586,188.193232961203,0,0,0,0
"9",9,0,0,3.38534241914749,242.610044839341,0,0,0,0
"10",10,0,0,4.44744968414307,492.181447354917,0,0,0,0
"11",11,0,0,3.02038496360183,492.182501374139,0,0,0,0
"12",12,0,0,3.44207245111465,492.182926678212,0,0,0,0
"13",13,0,0,3.21165150403976,492.191394403695,0,0,0,0
"14",14,0,0,3.5142537355423,492.276211031258,0,0,0,0
"15",15,0,0,3.13093928992748,499.977739408443,0,0,0,0
"16",16,0,0,3.30550462007523,549.505180166292,0,0,0,0
"17",17,0,0,3.22468315064907,1029.37762139278,0,0,0,0
"18",18,0,0,3.66800308227539,1369.46821074803,0,0,0,0
"19",19,0,0,3.11433236300945,2690.76723076068,0,0,0,0
"20",20,0,0,3.27935895323753,2786.98109665766,0,0,0,0
"21",21,0,0,3.08018068224192,3750.11343078113,0,0,0,0
"22",22,0,0,4.77059483528137,4146.72365312278,0,0,0,0
"23",23,0,0,3.40832215547562,4146.73123491641,0,0,0,0
"24",24,0,0,3.10264340788126,4146.75387794124,0,0,0,0
"25",25,0,0,3.74451512098312,4146.75490673023,0,0,0,0
"26",26,0,0,3.0555740185082,4147.03164815597,0,0,0,0
"27",27,0,0,3.48340311646461,4188.2003013269,0,0,0,0
"28",28,0,0,3.37856668233871,6471.5496447369,0,0,0,0
"29",29,0,0,3.21936947107315,6471.56279520197,0,0,0,0
"30",30,0,0,3.33861175179482,6710.96331378708,0,0,0,0
"31",31,0,0,4.87279999256134,6961.81568731401,0,0,0,0
"32",32,0,0,3.33505162596703,6961.8194594819,0,0,0,0
"33",33,0,0,3.43581146001816,6961.89875460494,0,0,0,0
"34",34,0,0,3.74374938011169,7012.28452998833,0,0,0,0
"35",35,0,0,3.10138932615519,7012.40358656989,0,0,0,0
"36",36,0,0,3.00073446199531,7193.69361936798,0,0,0,0
"37",37,0,0,4.30810701847076,7301.48358488177,0,0,0,0
"38",38,0,0,4.10458707809448,8423.27092496499,0,0,0,0
"39",39,0,0,3.63422536849976,8674.30735182648,0,0,0,0
"40",40,0,0,3.76208865642548,8674.3109933011,0,0,0,0
"41",41,0,0,3.22420382499695,8920.96118092329,0,0,0,0
"42",42,0,0,3.30597430467606,9604.29750006565,0,0,0,0
"43",43,0,0,3.22459995746613,10239.3626766334,0,0,0,0
"44",44,0,0,3.10604088753462,10718.8304050559,0,0,0,0
"45",45,0,0,4.00034844875336,10891.3796959602,0,0,0,0
"46",46,0,0,3.17629852890968,12308.0958997837,0,0,0,0
"47",47,0,0,3.29584422707558,13362.4805626442,0,0,0,0
"48",48,0,0,3.13110674917698,13903.5828556435,0,0,0,0
"49",49,0,0,3.40179508924484,14509.3351836713,0,0,0,0
"50",50,0,0,3.21623334288597,14545.7989595631,0,0,0,0
"51",51,0,0,3.39854645729065,14550.7903237755,0,0,0,0
"52",52,0,0,3.11263958364725,15300.8119900001,0,0,0,0
"53",53,0,0,3.00690638134256,15518.5981254894,0,0,0,0
"54",54,0,0,3.02967318333685,15606.9906258494,0,0,0,0
"55",55,0,0,3.25247001647949,15752.2488788441,0,0,0,0
"56",56,0,0,3.0930592790246,17584.3920682642,0,0,0,0
"57",57,0,0,3.04299938678741,17975.9787036582,0,0,0,0
"58",58,0,0,3.20184715092182,18155.7501047034,0,0,0,0
"59",59,0,0,4.12402963638306,18265.0507669312,0,0,0,0
"60",60,0,0,3.61403930187225,18265.0524214179,0,0,0,0
"61",61,0,0,3.56979215145111,18357.8439941699,0,0,0,0
"62",62,0,0,3.01190969906747,18983.9199281614,0,0,0,0
"63",63,0,0,3.24920812249184,18984.0806373118,0,0,0,0
"64",64,0,0,3.07839758694172,19997.9933940483,0,0,0,0
"65",65,0,0,3.8709659576416,21772.6764190394,0,0,0,0
"66",66,0,0,5.10409998893738,21772.7499568294,0,0,0,0
"67",67,0,0,3.67822635173798,21772.7502188559,0,0,0,0
"68",68,0,0,3.19878599047661,21772.750779934,0,0,0,0
"69",69,0,0,3.58715850114822,21772.7532931064,0,0,0,0
"70",70,0,0,3.03537103906274,21772.7565651747,0,0,0,0
"71",71,0,0,3.28973942995071,21772.7610387949,0,0,0,0
"72",72,0,0,3.41698548197746,21772.7693989535,0,0,0,0
"73",73,0,0,5.6111741065979,21772.7699721166,0,0,0,0
"74",74,0,0,3.74335408210754,21772.7700867832,0,0,0,0
"75",75,0,0,3.08548794686794,21772.770494636,0,0,0,0
"76",76,0,0,4.03586792945862,21772.7708556832,0,0,0,0
"77",77,0,0,3.45964381098747,21772.7710166157,0,0,0,0
"78",78,0,0,3.04836038500071,21772.7711244255,0,0,0,0
"79",79,0,0,4.64407539367676,21772.7721912543,0,0,0,0
"80",80,0,0,3.44725567102432,21772.7722385061,0,0,0,0
"81",81,0,0,3.28498485684395,21772.7723190179,0,0,0,0
"82",82,0,0,3.58834993839264,21772.7723667513,0,0,0,0
"83",83,0,0,5.30056476593018,21772.7736006791,0,0,0,0
"84",84,0,0,3.26079294085503,21772.7738385105,0,0,0,0
"85",85,0,0,3.29970914125443,21772.7762695058,0,0,0,0
"86",86,0,0,3.85064494609833,21772.7763820711,0,0,0,0
"87",87,0,0,3.05156510695815,21772.7772202278,0,0,0,0
"88",88,0,0,3.14294031262398,21772.7774639559,0,0,0,0
"89",89,0,0,3.3421625494957,21772.7787096805,0,0,0,0
"90",90,0,0,3.05195436999202,21772.7799069511,0,0,0,0
"91",91,0,0,3.33742427825928,21772.7807621639,0,0,0,0
"92",92,0,0,3.05141443014145,21772.7816182461,0,0,0,0
"93",93,0,0,3.35127934813499,21772.7847236579,0,0,0,0
"94",94,0,0,3.03814928978682,21772.7849199331,0,0,0,0
"95",95,0,0,3.22091740369797,21772.7851325266,0,0,0,0
"96",96,0,0,3.18613629043102,21772.786753149,0,0,0,0
"97",97,0,0,3.19522450864315,21772.7875484768,0,0,0,0
"98",98,0,0,3.55768352746964,21772.7884267565,0,0,0,0
"99",99,0,0,4.27088487148285,21772.7926273395,0,0,0,0
"100",100,0,0,3.67973411083221,21772.7936578937,0,0,0,0
"101",101,0,0,3.35044977068901,21772.7962857002,0,0,0,0
"102",102,0,0,3.03812416270375,21772.7981078072,0,0,0,0
"103",103,0,0,3.11666130274534,21772.8017485105,0,0,0,0
"104",104,0,0,3.38579162955284,21772.801912097,0,0,0,0
"105",105,0,0,4.40860056877136,21772.8028637503,0,0,0,0
"106",106,0,0,3.53160774707794,21772.8032523543,0,0,0,0
"107",107,0,0,3.60590708255768,21772.8077401135,0,0,0,0
"108",108,0,0,3.58757394552231,21772.812291719,0,0,0,0
"109",109,0,0,3.61652386188507,21772.8153008808,0,0,0,0
"110",110,0,0,3.22407622635365,21772.815895071,0,0,0,0
"111",111,0,0,3.08269710838795,21772.8163448196,0,0,0,0
"112",112,0,0,3.38642606139183,21772.8166111902,0,0,0,0
"113",113,0,0,4.14791643619537,21772.8230243155,0,0,0,0
"114",114,0,0,3.40386119484901,21772.824102068,0,0,0,0
"115",115,0,0,3.25185298919678,21772.8273227329,0,0,0,0
"116",116,0,0,3.15044277906418,21772.8323432084,0,0,0,0
"117",117,0,0,3.05337134003639,21772.8338575149,0,0,0,0
"118",118,0,0,3.43718913197517,21772.8414397068,0,0,0,0
"119",119,0,0,3.17993280291557,21772.8444478933,0,0,0,0
"120",120,0,0,3.53975933790207,21772.8479892351,0,0,0,0
"121",121,0,0,3.27516421675682,21772.856267871,0,0,0,0
"122",122,0,0,3.22209031879902,21772.8564395502,0,0,0,0
"123",123,0,0,3.12813958525658,21772.8630130738,0,0,0,0
"124",124,0,0,3.05139249190688,21772.8733613672,0,0,0,0
"125",125,0,0,4.14701926708221,21772.8844453875,0,0,0,0
"126",126,0,0,3.42851492762566,21772.8906240448,0,0,0,0
"127",127,0,0,3.51202321052551,21772.8934772059,0,0,0,0
"128",128,0,0,3.68919742107391,21772.909929526,0,0,0,0
"129",129,0,0,3.54932874441147,21772.9101894285,0,0,0,0
"130",130,0,0,3.27603960037231,21772.9121009849,0,0,0,0
"131",131,0,0,3.55607742071152,21772.9173411664,0,0,0,0
"132",132,0,0,3.0603190921247,21772.9245645594,0,0,0,0
"133",133,0,0,3.04422711953521,21772.9501517027,0,0,0,0
"134",134,0,0,3.01726353727281,21772.95550338,0,0,0,0
"135",135,0,0,3.45845118165016,21772.9846412297,0,0,0,0
"136",136,0,0,3.39494258165359,21773.0063864493,0,0,0,0
"137",137,0,0,3.29040974378586,21773.0197421447,0,0,0,0
"138",138,0,0,4.44806230068207,21773.0499676518,0,0,0,0
"139",139,0,0,3.55878895521164,21773.0506715904,0,0,0,0
"140",140,0,0,3.18809363245964,21773.0626200758,0,0,0,0
"141",141,0,0,4.11845004558563,21773.0685450025,0,0,0,0
"142",142,0,0,3.23384672403336,21773.1047362583,0,0,0,0
"143",143,0,0,3.87626123428345,21773.1685608352,0,0,0,0
"144",144,0,0,3.62087124586105,21773.1890836136,0,0,0,0
"145",145,0,0,3.25337147712708,21773.1955951775,0,0,0,0
