% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.707168231e+01 +3.707168231e+01 +2.013168231e+01 +2.013168231e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
11 +3.078579137e+01 +3.078579137e+01 +1.384579137e+01 +1.384579137e+01 +3.4707e-01 +6.9540e-01 +3.4752e-01 +5.6838e-01 +2.4452e-01 +5.3979e-01 +2.8508e-01 +5.2258e-01 +7.3750e-02 +1.3672e-01 +9.1623e-01 +9.3892e-01 +2.4165e-01 +9.6014e-01 +4.5916e-01 +7.2211e-01 +9.3038e-01 +8.4123e-01 +6.3447e-01 +7.3168e-01
18 +2.655363441e+01 +2.655363441e+01 +9.613634409e+00 +9.613634409e+00 +9.7784e-01 +9.8187e-01 +2.4829e-02 +3.0025e-01 +3.9458e-02 +3.2311e-01 +4.5500e-01 +9.4803e-01 +2.6853e-01 +6.0194e-01 +1.8067e-01 +6.1625e-01 +2.1733e-01 +5.5832e-02 +7.3813e-01 +1.6211e-01 +9.2903e-01 +6.1493e-01 +3.8301e-01 +9.1657e-01
102 +2.377542029e+01 +2.377542029e+01 +6.835420294e+00 +6.835420294e+00 +1.2682e-02 +4.4187e-02 +1.4159e-01 +3.3537e-01 +2.4038e-01 +9.9235e-01 +9.6138e-01 +8.6491e-01 +1.1226e-02 +3.0995e-01 +3.2771e-01 +4.4206e-01 +7.8414e-02 +1.4336e-01 +9.8429e-01 +5.4395e-01 +8.9223e-01 +9.6244e-01 +4.6515e-01 +5.7030e-01
155 +2.146094671e+01 +2.146094671e+01 +4.520946711e+00 +4.520946711e+00 +3.5845e-01 +7.8255e-01 +2.3539e-01 +5.0102e-01 +6.3878e-01 +9.1525e-01 +9.1803e-01 +2.9348e-01 +1.4859e-01 +5.2733e-01 +2.8649e-01 +8.0932e-01 +6.4699e-01 +2.9104e-01 +8.2305e-01 +8.3408e-01 +3.0841e-01 +9.9522e-01 +8.0417e-02 +7.3216e-01
378 +1.692652062e+01 +1.692652062e+01 -1.347938099e-02 -1.347938099e-02 +8.2438e-01 +7.7103e-01 +7.6172e-01 +2.0124e-02 +7.4918e-01 +8.8156e-01 +5.4064e-01 +6.5295e-01 +7.7689e-01 +1.5149e-01 +9.0231e-01 +2.2107e-01 +6.4705e-01 +6.9028e-02 +6.0961e-01 +9.3536e-01 +6.0232e-01 +5.5257e-01 +5.7446e-01 +5.8548e-01
34925 +1.563895263e+01 +1.563895263e+01 -1.301047371e+00 -1.301047371e+00 +4.8683e-01 +6.5509e-01 +5.5370e-01 +5.5776e-01 +9.4366e-01 +9.8226e-01 +5.4102e-01 +4.8604e-01 +6.7825e-01 +2.8745e-02 +3.6654e-01 +5.3032e-02 +4.0830e-01 +4.2029e-02 +8.7046e-01 +8.4487e-01 +7.5972e-01 +2.6874e-01 +5.1968e-01 +9.7404e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.544776293e+01 +1.544776293e+01 +3.425776293e+01 +3.425776293e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.149264508e+01 +1.149264508e+01 +3.030264508e+01 +3.030264508e+01 +1.9311e-01 +4.5059e-01 +9.7153e-01 +9.9149e-01 +1.3163e-01 +2.7205e-01 +7.8435e-01 +8.5840e-01 +6.0743e-01 +1.5573e-01 +5.5159e-01 +1.0301e-01 +6.4091e-01 +5.5830e-01 +5.4751e-01 +4.4960e-01 +3.2070e-01 +1.6729e-01 +6.0880e-01 +1.5558e-01
