1: crossover='0.9', mutation='0.1', n_generations='100'
390: crossover='0.4616952078680622', mutation='0.00778377834646602', n_generations='158'
391: crossover='0.011702691888159089', mutation='0.3674463352466848', n_generations='233'
392: crossover='0.48456707021409584', mutation='0.00807050732839143', n_generations='125'
393: crossover='0.19719687993613955', mutation='0.23733631461003812', n_generations='78'
394: crossover='0.09701585155463976', mutation='0.07704616018213802', n_generations='169'
395: crossover='0.38131816321730594', mutation='0.9225750978225506', n_generations='173'
396: crossover='0.2409888738495709', mutation='0.008204743872291198', n_generations='62'
397: crossover='0.6114566685453096', mutation='0.9122391445837209', n_generations='175'
398: crossover='0.8394948041595235', mutation='0.008464881167525973', n_generations='148'
399: crossover='0.9834131236873225', mutation='0.5532728847388908', n_generations='233'
400: crossover='0.33448749801368205', mutation='0.009970434975132503', n_generations='170'
401: crossover='0.7459590063866339', mutation='0.40147189713495224', n_generations='201'
402: crossover='0.9233236341378457', mutation='0.008431023457605602', n_generations='52'
403: crossover='0.33695270013137246', mutation='0.8279778986276166', n_generations='90'
404: crossover='0.5193806297247952', mutation='0.009889487321916635', n_generations='233'
405: crossover='0.5639366005240417', mutation='0.29196101944308794', n_generations='229'
406: crossover='0.21480475385280662', mutation='0.008245892209930106', n_generations='137'
407: crossover='0.4671421399191753', mutation='0.12625931740632612', n_generations='225'
408: crossover='0.9595910243892503', mutation='0.008408038871735135', n_generations='170'
409: crossover='0.8553182175354461', mutation='0.6082084303111208', n_generations='210'
410: crossover='0.1298945018222123', mutation='0.011590560147061058', n_generations='156'
411: crossover='0.481510049878242', mutation='0.009862386129000922', n_generations='94'
412: crossover='0.2672246311722575', mutation='0.5366944776684028', n_generations='121'
413: crossover='0.3297882661363093', mutation='0.7425795312616197', n_generations='137'
