% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.288577618e+08 +4.288577618e+08 +4.288571407e+08 +4.288571407e+08 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +2.867262276e+08 +2.867262276e+08 +2.867256065e+08 +2.867256065e+08 +8.8550e-01 +7.7670e-01 +3.6085e-01 +5.0869e-01 +5.3205e-01 +8.0438e-01 +3.1380e-01 +1.7980e-01 +6.5079e-01 +1.1083e-01 +4.6462e-01 +7.6349e-02 +9.9703e-01 +9.8854e-01 +3.5431e-01 +7.9182e-01 +1.1303e-01 +2.7675e-02 +4.3277e-01 +1.2003e-01
3 +2.180199690e+08 +2.180199690e+08 +2.180193479e+08 +2.180193479e+08 +6.3577e-02 +9.8865e-01 +2.8031e-01 +5.4252e-01 +1.8620e-01 +8.7490e-01 +1.3003e-01 +8.1766e-01 +9.2319e-01 +7.2699e-01 +9.3396e-01 +6.7146e-01 +6.2451e-01 +9.1640e-01 +9.7981e-01 +9.4209e-01 +6.5919e-01 +5.7243e-02 +4.4840e-01 +6.6544e-01
32 +2.015985417e+08 +2.015985417e+08 +2.015979206e+08 +2.015979206e+08 +9.6691e-01 +7.6155e-01 +7.1764e-01 +1.7398e-01 +2.5219e-01 +2.8520e-01 +2.2245e-01 +7.6142e-01 +6.3421e-01 +7.2788e-01 +2.0505e-01 +8.8962e-01 +6.4975e-01 +3.8735e-01 +7.8999e-01 +8.1258e-01 +7.9738e-01 +3.3417e-03 +3.6261e-01 +7.1180e-01
198 +1.900037098e+08 +1.900037098e+08 +1.900030887e+08 +1.900030887e+08 +8.7262e-01 +7.9108e-01 +5.1320e-01 +6.1667e-02 +1.0422e-01 +1.8834e-01 +6.0327e-01 +2.3935e-01 +9.4027e-01 +1.0363e-01 +4.3421e-01 +9.8093e-01 +9.9726e-01 +6.8804e-01 +1.0018e-01 +9.4102e-02 +4.1953e-01 +6.8756e-01 +9.6289e-01 +3.8929e-03
2835 +1.831963607e+08 +1.831963607e+08 +1.831957396e+08 +1.831957396e+08 +5.4824e-01 +9.9989e-01 +4.3553e-01 +1.1064e-01 +2.1382e-01 +2.3339e-02 +2.9407e-01 +4.4353e-01 +7.5120e-01 +7.0727e-01 +5.2293e-01 +1.0826e-01 +2.8077e-01 +4.8442e-01 +8.9352e-01 +4.5724e-02 +6.4860e-01 +3.3960e-01 +7.0930e-01 +6.1390e-01
3636 +1.800315201e+08 +1.800315201e+08 +1.800308990e+08 +1.800308990e+08 +7.8425e-01 +8.4666e-01 +6.1875e-02 +7.0458e-01 +1.0466e-01 +2.7401e-01 +4.1063e-01 +5.0200e-01 +8.2879e-01 +5.7996e-01 +5.5905e-01 +6.9488e-01 +8.0331e-01 +9.8564e-01 +9.1340e-01 +9.6300e-01 +5.1249e-01 +5.9173e-01 +8.4670e-01 +3.6422e-01
4678 +1.749149431e+08 +1.749149431e+08 +1.749143220e+08 +1.749143220e+08 +9.6532e-01 +6.0422e-01 +1.3706e-01 +1.0736e-01 +9.2705e-02 +2.7401e-01 +4.1063e-01 +5.0200e-01 +8.2879e-01 +5.7996e-01 +5.5905e-01 +6.9488e-01 +8.0331e-01 +9.8564e-01 +9.1340e-01 +9.6300e-01 +5.1249e-01 +5.9173e-01 +8.4670e-01 +3.6422e-01
7633 +1.670091268e+08 +1.670091268e+08 +1.670085057e+08 +1.670085057e+08 +9.4195e-01 +7.5355e-01 +5.1320e-01 +6.1667e-02 +1.0422e-01 +1.8834e-01 +4.1063e-01 +5.0200e-01 +8.2879e-01 +5.7996e-01 +5.5905e-01 +6.9488e-01 +8.0331e-01 +9.8564e-01 +9.1340e-01 +6.2801e-01 +5.9646e-01 +4.7829e-01 +2.2064e-01 +1.2298e-01
10312 +1.592015280e+08 +1.592015280e+08 +1.592009069e+08 +1.592009069e+08 +2.7490e-01 +9.5247e-01 +1.4845e-01 +1.8291e-01 +5.5003e-02 +1.1435e-01 +2.1406e-01 +1.1820e-02 +9.7460e-01 +8.8907e-02 +8.3531e-02 +9.9639e-01 +7.8477e-01 +5.1923e-01 +8.5777e-01 +1.7102e-01 +9.5998e-01 +7.0840e-01 +9.5820e-01 +2.0094e-01
12015 +1.570498520e+08 +1.570498520e+08 +1.570492309e+08 +1.570492309e+08 +2.7490e-01 +9.5247e-01 +1.4845e-01 +1.8291e-01 +5.5003e-02 +1.1435e-01 +2.1406e-01 +1.1820e-02 +9.7460e-01 +8.8907e-02 +8.3531e-02 +9.9639e-01 +7.8477e-01 +5.1923e-01 +8.5777e-01 +1.7102e-01 +9.5998e-01 +7.0840e-01 +9.5820e-01 +3.8929e-03
