% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.831961742e+04 +1.831961742e+04 +1.777311742e+04 +1.777311742e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
10 +1.728883740e+04 +1.728883740e+04 +1.674233740e+04 +1.674233740e+04 +6.6529e-02 +3.0547e-01 +5.4825e-01 +6.8625e-01 +6.5318e-01 +7.5929e-01 +7.7100e-01 +9.8710e-01 +2.1894e-01 +7.0715e-01 +5.9835e-01 +6.1552e-02 +1.3606e-01 +3.9771e-01 +4.4916e-01 +3.7014e-01 +1.1116e-02 +4.4295e-02 +2.5697e-01 +9.9239e-01
44 +1.517523292e+04 +1.517523292e+04 +1.462873292e+04 +1.462873292e+04 +3.1785e-01 +1.5700e-01 +1.9401e-01 +9.4147e-01 +3.4128e-02 +9.2075e-01 +3.8344e-01 +7.4317e-01 +7.5400e-01 +5.6053e-01 +8.8675e-01 +8.7805e-01 +6.3479e-01 +2.3774e-01 +1.1222e-01 +1.6733e-01 +7.6009e-01 +8.9533e-03 +3.8997e-01 +6.4348e-01
78 +1.206530370e+04 +1.206530370e+04 +1.151880370e+04 +1.151880370e+04 +6.0680e-01 +8.1484e-01 +4.3616e-01 +2.0312e-01 +8.2142e-02 +4.2760e-03 +3.8354e-01 +5.0436e-01 +2.9594e-01 +3.8572e-01 +9.9061e-01 +5.2382e-01 +8.3331e-01 +1.4473e-01 +7.9678e-01 +3.1226e-01 +5.9460e-01 +2.1628e-01 +1.1396e-01 +9.4855e-01
255 +1.060822845e+04 +1.060822845e+04 +1.006172845e+04 +1.006172845e+04 +9.4031e-01 +7.4265e-01 +4.0039e-01 +9.9582e-01 +8.8021e-01 +1.0787e-01 +5.8102e-01 +2.3831e-01 +3.8937e-01 +7.1697e-01 +2.8398e-01 +4.2896e-01 +5.1244e-01 +2.4287e-01 +7.5774e-01 +1.7756e-01 +5.9917e-01 +8.4154e-02 +2.7592e-02 +7.3014e-01
4480 +9.869425830e+03 +9.869425830e+03 +9.322925830e+03 +9.322925830e+03 +7.9418e-01 +5.7714e-03 +4.0039e-01 +9.9582e-01 +8.8021e-01 +1.0787e-01 +5.8102e-01 +2.3831e-01 +3.8937e-01 +7.1697e-01 +2.8398e-01 +4.2896e-01 +5.1244e-01 +2.4287e-01 +7.5774e-01 +1.7756e-01 +5.9917e-01 +8.4154e-02 +3.0652e-03 +9.1508e-01
14913 +8.942008024e+03 +8.942008024e+03 +8.395508024e+03 +8.395508024e+03 +9.0569e-02 +3.5425e-01 +5.9893e-01 +7.4334e-02 +9.4784e-01 +4.8794e-01 +6.5670e-01 +3.7406e-01 +3.8820e-01 +1.7651e-01 +8.3059e-01 +4.3385e-01 +7.3681e-01 +1.7944e-01 +9.9868e-01 +4.8243e-02 +5.9917e-01 +8.4154e-02 +3.0652e-03 +9.1508e-01
18707 +8.898648187e+03 +8.898648187e+03 +8.352148187e+03 +8.352148187e+03 +3.6898e-01 +1.6275e-01 +3.8466e-01 +2.2669e-02 +6.1660e-01 +5.9594e-01 +4.0795e-02 +8.5888e-01 +9.5718e-02 +2.6671e-01 +8.3059e-01 +4.3385e-01 +7.3681e-01 +1.7944e-01 +9.9868e-01 +4.8243e-02 +5.9917e-01 +8.4154e-02 +3.0652e-03 +9.1508e-01
25755 +8.545459484e+03 +8.545459484e+03 +7.998959484e+03 +7.998959484e+03 +8.4428e-01 +8.1370e-01 +6.2602e-02 +4.5277e-01 +2.5907e-01 +2.5782e-01 +3.7725e-01 +9.9466e-01 +6.1887e-01 +4.1861e-01 +3.2314e-01 +5.0008e-01 +7.3681e-01 +1.7944e-01 +9.9868e-01 +4.8243e-02 +7.4136e-01 +8.4154e-02 +3.0652e-03 +9.1508e-01
32049 +8.408549896e+03 +8.408549896e+03 +7.862049896e+03 +7.862049896e+03 +4.1371e-01 +8.4760e-01 +6.8752e-01 +4.5277e-01 +2.5907e-01 +2.5782e-01 +3.7725e-01 +9.9466e-01 +6.1887e-01 +4.1861e-01 +3.2314e-01 +5.0008e-01 +7.3681e-01 +1.7944e-01 +9.9868e-01 +4.8243e-02 +7.4136e-01 +8.4154e-02 +3.8518e-03 +9.9645e-01
39945 +7.659577050e+03 +7.659577050e+03 +7.113077050e+03 +7.113077050e+03 +9.7407e-01 +4.5251e-01 +8.6707e-01 +7.4334e-02 +7.5142e-01 +6.4151e-01 +1.3815e-01 +7.8614e-01 +4.2142e-01 +3.5184e-01 +4.3172e-01 +4.0913e-01 +9.2635e-01 +2.1663e-02 +9.2947e-01 +4.8243e-02 +7.4136e-01 +6.0721e-03 +3.0652e-03 +9.1508e-01
56193 +7.552016279e+03 +7.552016279e+03 +7.005516279e+03 +7.005516279e+03 +6.7825e-01 +4.2013e-01 +8.2465e-01 +1.9959e-02 +9.0151e-01 +7.5938e-01 +5.6030e-01 +9.3280e-01 +1.1221e-01 +6.5813e-01 +4.3172e-01 +4.0913e-01 +9.2635e-01 +2.1663e-02 +9.2947e-01 +4.0112e-03 +7.4136e-01 +6.0721e-03 +3.0652e-03 +9.1508e-01
63737 +7.379854628e+03 +7.379854628e+03 +6.833354628e+03 +6.833354628e+03 +4.4981e-01 +3.6340e-02 +4.0039e-01 +3.3958e-01 +3.1109e-01 +6.4151e-01 +2.7667e-02 +9.3280e-01 +1.1221e-01 +6.5813e-01 +4.3172e-01 +4.0913e-01 +9.2635e-01 +2.1663e-02 +9.2947e-01 +4.0112e-03 +7.4136e-01 +6.0721e-03 +3.0652e-03 +9.9812e-01
94185 +7.187248214e+03 +7.187248214e+03 +6.640748214e+03 +6.640748214e+03 +4.7140e-01 +8.1328e-01 +8.6707e-01 +7.4334e-02 +6.2194e-01 +1.5065e-01 +7.2130e-01 +8.4449e-01 +5.8681e-01 +3.4668e-01 +4.3172e-01 +4.0913e-01 +9.2635e-01 +1.4165e-02 +9.2947e-01 +1.4029e-03 +8.8491e-01 +6.0721e-03 +3.0652e-03 +9.9812e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.831961742e+04 +1.831961742e+04 +1.931961742e+04 +1.931961742e+04 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
