% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.410267771e+01 +7.410267771e+01 +1.454526777e+02 +1.454526777e+02 -7.3162e-01 +3.5315e+00 +1.4608e+00 +1.9963e+00 -2.6192e+00 -4.2627e+00 -1.6876e-01 +2.8702e+00 -3.0428e+00 +4.6887e+00 -1.6121e+00 -4.5186e+00 +1.7473e+00 +3.3155e+00 -3.4864e+00 +1.2599e+00 +5.2155e-01 +6.7476e-01 +1.7481e-01 +4.4246e+00
246 +5.241830661e+01 +5.241830661e+01 +1.237683066e+02 +1.237683066e+02 -3.9088e+00 +4.7530e+00 -4.7325e-01 +5.0046e+00 -3.1176e+00 -8.2392e+00 -4.1866e-01 +8.4801e+00 +3.7965e-02 +9.0034e+00 -2.2585e+00 -3.3580e+00 -3.5220e+00 +4.7517e+00 +1.2713e+00 -1.7730e+00 -9.5144e-01 -9.1058e-01 -4.0337e-01 +5.2833e+00
1373 +3.979801454e+01 +3.979801454e+01 +1.111480145e+02 +1.111480145e+02 -3.9552e+00 +5.0137e+00 +5.4025e-02 +4.7940e+00 -3.4647e+00 -7.8981e+00 -6.7722e-01 +8.3518e+00 +1.3240e-01 +9.1529e+00 -2.1688e+00 -3.4214e+00 -3.6339e+00 +4.5967e+00 +1.4304e+00 -1.9293e+00 -1.2917e+00 -6.8614e-01 -8.5626e-02 +5.5122e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.162031770e+01 +5.162031770e+01 -3.035996823e+02 -3.035996823e+02 +1.6394e+00 -3.0073e+00 -8.7668e-01 -3.8363e+00 +2.4189e+00 +4.4838e+00 +4.9970e+00 -1.6583e+00 +3.6452e-01 +2.2633e-01 -3.9488e+00 +3.1740e+00 +4.9663e+00 +4.3376e+00 +4.5453e+00 +1.2269e+00 -7.9165e-01 +3.3945e+00 +6.8188e-01 -4.9434e+00
138 +3.733079082e+01 +3.733079082e+01 -3.178892092e+02 -3.178892092e+02 +1.6699e+00 -2.1312e+00 +2.2480e+00 -5.2585e+00 -2.0257e-01 +8.3375e+00 +4.7597e-01 -2.6691e+00 -5.5840e-01 +7.7280e-01 -4.7734e+00 +2.3745e+00 -2.0091e+00 -5.6842e-01 +1.1132e+00 -2.5296e+00 -2.8337e-01 +1.7441e+00 -2.0078e+00 -3.0787e+00
438 +2.403505841e+01 +2.403505841e+01 -3.311849416e+02 -3.311849416e+02 +2.2957e+00 -2.7153e+00 +3.1271e+00 -3.9177e+00 +1.6026e-02 +8.3931e+00 +6.2899e-01 -3.0309e+00 -6.9333e-01 +1.1046e+00 -4.8717e+00 +2.5576e+00 -2.5161e+00 -6.3561e-01 +8.7966e-01 -1.2313e+00 -2.5534e-01 +2.4506e+00 -2.4189e+00 -3.1827e+00
459 +1.526309500e+01 +1.526309500e+01 -3.399569050e+02 -3.399569050e+02 +2.5903e+00 -2.7226e+00 +2.8810e+00 -4.1561e+00 +6.2262e-01 +8.2451e+00 +8.3532e-01 -2.6649e+00 -7.4617e-01 +9.8162e-01 -4.7116e+00 +2.2414e+00 -2.5434e+00 -5.6009e-01 +6.3379e-01 -1.1128e+00 -3.7367e-01 +2.7884e+00 -2.3064e+00 -3.6340e+00
833 +9.964263586e+00 +9.964263586e+00 -3.452557364e+02 -3.452557364e+02 +2.5144e+00 -2.9030e+00 +2.8361e+00 -3.9952e+00 +7.5738e-01 +8.2867e+00 +8.8740e-01 -2.9283e+00 -7.7786e-01 +1.0282e+00 -4.5327e+00 +2.5917e+00 -2.6677e+00 -1.4048e-01 +4.4192e-01 -1.1927e+00 -3.1026e-01 +2.8276e+00 -2.4546e+00 -3.5231e+00
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.171017789e+01 +9.171017789e+01 +1.908801779e+02 +1.908801779e+02 -1.7572e+00 -2.4988e+00 -4.9631e+00 +9.6520e-02 -2.6153e+00 -3.0812e+00 -3.4003e+00 -1.5285e+00 +4.8723e+00 +4.8785e+00 -3.8065e+00 -1.4904e+00 +3.2583e+00 +3.6790e+00 +3.0095e+00 -3.4882e+00 +2.5273e+00 +4.3014e+00 +4.4227e+00 -3.5054e+00
145 +5.903617863e+01 +5.903617863e+01 +1.582061786e+02 +1.582061786e+02 +2.5864e+00 -5.7750e-01 -2.9464e+00 +4.6632e+00 -1.4544e+00 -2.5595e+00 -4.2552e+00 +1.9832e+00 +8.8514e+00 +5.5493e+00 -6.0601e+00 +6.6793e+00 -6.8783e-01 +6.8613e+00 -2.3931e-01 -3.0742e+00 -1.9190e+00 +4.6748e+00 +1.6024e+00 -2.1910e+00
314 +3.661439574e+01 +3.661439574e+01 +1.357843957e+02 +1.357843957e+02 +4.4825e-01 +9.0571e-01 -3.2795e+00 +4.5745e+00 -2.1718e+00 -5.2997e+00 -2.0449e+00 -1.7048e+00 +5.1243e+00 +6.0204e+00 -3.8637e+00 +3.5844e+00 +1.3464e+00 +6.5371e+00 -8.0272e-01 +1.3705e+00 -2.2322e+00 +7.3773e+00 +2.2833e+00 -3.7311e+00
490 +2.036434256e+01 +2.036434256e+01 +1.195343426e+02 +1.195343426e+02 +1.3236e+00 +1.3611e+00 -3.0125e+00 +4.6412e+00 -2.6385e+00 -5.1704e+00 -1.2752e+00 -1.5296e+00 +5.7012e+00 +6.9656e+00 -4.5282e+00 +2.6302e+00 +1.5639e+00 +5.9528e+00 -1.0332e+00 +2.0546e+00 -2.0199e+00 +7.8022e+00 +2.8837e+00 -3.5845e+00
713 +1.536407301e+01 +1.536407301e+01 +1.145340730e+02 +1.145340730e+02 +1.5534e+00 +1.5537e+00 -3.0757e+00 +4.7293e+00 -2.6780e+00 -5.3342e+00 -1.2186e+00 -1.4036e+00 +5.5690e+00 +7.1715e+00 -4.3916e+00 +2.5358e+00 +1.6250e+00 +5.9277e+00 -1.0974e+00 +2.0333e+00 -2.0247e+00 +7.9100e+00 +2.7513e+00 -3.5589e+00
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.163812209e+01 +5.163812209e+01 -4.662718779e+02 -4.662718779e+02 +5.2926e-01 -3.2173e+00 -2.5576e+00 +7.0112e-01 -2.7690e+00 +2.2953e+00 -1.9586e+00 +2.6811e+00 -6.3869e-01 -2.6091e+00 -2.3402e+00 -5.3362e-01 -6.0155e-01 -4.7940e+00 -1.9894e+00 +4.0630e+00 +7.1646e-01 -2.3285e+00 -3.9312e+00 +9.9862e-02
76 +3.861521041e+01 +3.861521041e+01 -4.792947896e+02 -4.792947896e+02 +4.6060e+00 +7.6758e-01 -5.4843e-01 -5.8507e+00 -1.8840e+00 +9.2096e-01 -6.2165e+00 -4.8437e-01 -3.9662e-01 -4.0368e+00 +5.9419e-02 -1.0372e+00 -6.1129e+00 -3.5572e+00 +5.5974e-01 +5.5065e-01 +3.2490e+00 +5.4563e+00 -1.7555e+00 +2.1282e+00
300 +1.608896586e+01 +1.608896586e+01 -5.018210341e+02 -5.018210341e+02 +4.2104e+00 -9.4950e-02 -1.5765e+00 -4.8866e+00 -1.3654e+00 -3.0295e-01 -6.5535e+00 -8.5533e-01 -6.7571e-01 -4.6018e+00 +3.6933e-01 -6.7999e-01 -5.1508e+00 -4.4438e+00 +5.5412e-01 -1.9718e-01 +3.8358e+00 +5.2129e+00 -6.9203e-01 +2.1110e+00
342 +1.420783913e+01 +1.420783913e+01 -5.037021609e+02 -5.037021609e+02 +4.1922e+00 -2.9449e-01 -1.1043e+00 -4.8356e+00 -1.0826e+00 +2.2568e-01 -6.6476e+00 -1.1936e+00 -6.7063e-01 -4.6438e+00 -1.9914e-02 -6.9536e-01 -5.3000e+00 -4.2665e+00 +9.7283e-01 -1.8707e-01 +3.8161e+00 +5.3077e+00 -5.7694e-01 +2.0714e+00
524 +9.235841986e+00 +9.235841986e+00 -5.086741580e+02 -5.086741580e+02 +4.1018e+00 -6.2553e-01 -1.1674e+00 -4.9905e+00 -1.1671e+00 +3.3489e-01 -6.8510e+00 -1.2811e+00 -5.2874e-01 -4.1509e+00 +3.6730e-01 -1.3370e+00 -5.2349e+00 -4.3867e+00 +9.1820e-01 +5.4685e-02 +3.9447e+00 +4.9485e+00 -6.6580e-01 +1.8219e+00
588 +6.173577049e+00 +6.173577049e+00 -5.117364230e+02 -5.117364230e+02 +3.9989e+00 -5.9931e-01 -1.1494e+00 -5.0861e+00 -1.0467e+00 +3.4279e-01 -6.9306e+00 -1.1017e+00 -3.7716e-01 -4.0702e+00 +4.4942e-01 -1.3172e+00 -5.1925e+00 -4.5273e+00 +8.8214e-01 -1.2127e-01 +4.1183e+00 +5.1716e+00 -6.9084e-01 +1.6265e+00
% function evaluation | noise-free fitness - Fopt (-5.721000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.683645542e+01 +6.683645542e+01 +9.626455421e+00 +9.626455421e+00 -5.9255e-01 -4.2727e+00 -3.0188e+00 +1.5458e+00 -4.7503e+00 -2.7933e+00 -3.3280e+00 +3.8767e+00 +2.6986e+00 -4.2028e+00 -1.2606e-01 +1.4334e+00 -9.4685e-01 -1.4922e+00 +4.6851e+00 +1.8515e+00 +4.2213e+00 +4.8142e+00 -1.2518e+00 +5.6407e-01
63 +6.273731668e+01 +6.273731668e+01 +5.527316682e+00 +5.527316682e+00 -5.9597e-01 -6.0177e-01 -7.2642e+00 +6.6973e-01 -1.0931e+00 -1.1838e+00 +5.4065e+00 +2.3843e+00 -5.5249e-01 -4.3376e+00 -3.0187e+00 -3.6655e+00 -4.4284e+00 -2.9512e+00 +4.5970e+00 +3.1863e+00 +8.9860e+00 +3.0520e+00 -4.3277e+00 -7.9428e-02
283 +3.164319461e+01 +3.164319461e+01 -2.556680539e+01 -2.556680539e+01 +3.4841e+00 -1.1869e+00 -4.7470e+00 -4.7990e-01 +5.1286e-01 -1.5050e+00 +3.1480e+00 +3.0110e+00 +6.2626e-01 +1.5278e+00 -5.1619e+00 -1.3639e+00 -5.2645e+00 -1.2483e+00 +5.1261e+00 +2.2169e+00 +4.1391e+00 +9.4513e-01 -4.8913e+00 -3.7074e+00
368 +2.237387001e+01 +2.237387001e+01 -3.483612999e+01 -3.483612999e+01 +3.4710e+00 -7.9189e-01 -5.3710e+00 -8.5312e-01 +9.9460e-01 -1.1172e+00 +4.1370e+00 +1.9886e+00 +1.2024e+00 +2.0499e+00 -5.0832e+00 -9.9117e-01 -5.4831e+00 -1.1147e+00 +5.8901e+00 +2.4238e+00 +3.9587e+00 +1.5494e+00 -5.2993e+00 -4.3487e+00
503 +1.543035478e+01 +1.543035478e+01 -4.177964522e+01 -4.177964522e+01 +3.7804e+00 -5.4219e-01 -5.2369e+00 -9.2639e-01 +1.0134e+00 -1.3818e+00 +4.6280e+00 +1.7810e+00 +1.7232e+00 +2.1508e+00 -4.9700e+00 -9.6007e-01 -6.1122e+00 -1.3405e+00 +6.4216e+00 +2.7614e+00 +4.2265e+00 +1.1724e+00 -5.4020e+00 -4.1882e+00
1043 +9.910473240e+00 +9.910473240e+00 -4.729952676e+01 -4.729952676e+01 +3.8265e+00 -5.1769e-01 -5.2032e+00 -8.3977e-01 +8.6830e-01 -1.2468e+00 +4.6356e+00 +1.8828e+00 +1.7579e+00 +2.0848e+00 -5.0297e+00 -8.1188e-01 -6.0823e+00 -1.4095e+00 +6.4902e+00 +2.5946e+00 +4.1397e+00 +1.1221e+00 -5.3515e+00 -4.0987e+00
% function evaluation | noise-free fitness - Fopt (4.545400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.456696075e+02 +1.456696075e+02 +6.002096075e+02 +6.002096075e+02 +2.5292e+00 -4.5626e+00 -4.5836e+00 +1.0290e+00 -2.1705e+00 +4.6429e-01 +2.5998e+00 -3.6090e-01 +3.4344e+00 +1.0709e+00 +2.8699e-01 -8.8176e-01 +2.5671e+00 +6.0555e-01 +2.5157e+00 -4.6198e+00 +3.9670e-01 -2.3804e+00 -4.6884e+00 -1.2637e+00
73 +7.673563083e+01 +7.673563083e+01 +5.312756308e+02 +5.312756308e+02 +1.7728e+00 -6.8383e+00 -6.6189e+00 -1.1672e+00 +8.5415e-01 +4.8422e-01 +5.7771e+00 +9.3873e+00 +1.4352e+00 +4.3323e+00 -1.9549e+00 +5.5359e+00 +6.3542e+00 -2.8711e+00 +3.1059e+00 +1.6704e+00 +1.5687e+00 +6.0121e-01 -5.5391e+00 -5.1852e+00
155 +5.826071496e+01 +5.826071496e+01 +5.128007150e+02 +5.128007150e+02 +9.5087e-02 -3.1229e+00 -3.7749e+00 +4.3254e+00 -3.9474e-01 -1.3874e+00 +6.5777e+00 +8.1074e+00 +6.4965e+00 +2.3448e+00 -3.7120e+00 +4.4308e-01 +2.3498e+00 -2.9363e+00 +4.6941e+00 +2.3449e+00 -4.7760e+00 +3.3367e-01 -1.0404e+01 -5.8972e+00
278 +3.205700717e+01 +3.205700717e+01 +4.865970072e+02 +4.865970072e+02 +8.5432e-01 -2.0159e+00 -2.7016e+00 +6.1637e+00 -3.1176e+00 -4.1441e-01 +5.9568e+00 +7.1287e+00 +4.2883e+00 +1.3878e+00 -6.0558e+00 +1.3319e+00 +2.0470e+00 -1.8197e+00 +5.2885e+00 +3.9027e+00 -4.1645e+00 -4.5738e-01 -8.2522e+00 -5.5043e+00
475 +2.504411561e+01 +2.504411561e+01 +4.795841156e+02 +4.795841156e+02 +4.1882e-01 -2.1519e+00 -2.4423e+00 +6.5706e+00 -3.3632e+00 -1.9017e-01 +5.6570e+00 +7.4145e+00 +4.9386e+00 +1.8541e+00 -5.9388e+00 +1.5011e+00 +2.0403e+00 -2.5807e+00 +5.3227e+00 +3.2935e+00 -4.3996e+00 -1.0819e+00 -8.1237e+00 -5.5648e+00
780 +1.578591490e+01 +1.578591490e+01 +4.703259149e+02 +4.703259149e+02 +4.7721e-01 -2.0695e+00 -2.6876e+00 +6.6425e+00 -3.4536e+00 -7.1282e-02 +5.7811e+00 +7.3483e+00 +4.7931e+00 +1.7199e+00 -6.0687e+00 +1.6436e+00 +1.8833e+00 -2.4800e+00 +5.2771e+00 +3.2309e+00 -4.2495e+00 -1.2314e+00 -8.0493e+00 -5.7199e+00
