% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.287602554e+01 +8.287602554e+01 -9.171239745e+02 -9.171239745e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
38196 +8.113103771e+01 +8.113103771e+01 -9.188689623e+02 -9.188689623e+02 +9.7303e-01 +9.4604e-01 +6.8463e-01 +4.5473e-01 +3.5229e-02 +9.3111e-01 +7.5599e-01 +5.8033e-02 +9.7064e-01 +3.3244e-01 +8.4392e-01 +9.5114e-01 +9.8963e-01 +8.0404e-02 +5.2462e-02 +9.8460e-01 +2.9645e-01 +5.4856e-01 +2.9012e-01 +1.3283e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.367961493e+01 +8.367961493e+01 +1.083679615e+03 +1.083679615e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +8.168314530e+01 +8.168314530e+01 +1.081683145e+03 +1.081683145e+03 +2.4556e-01 +9.9941e-01 +6.0703e-01 +4.8242e-01 +9.3758e-01 +5.1756e-01 +6.4952e-01 +3.1679e-01 +2.3525e-01 +1.9091e-01 +4.4973e-01 +1.8432e-01 +2.6497e-01 +6.7236e-01 +5.4293e-01 +8.4570e-01 +8.3082e-01 +6.1259e-01 +8.8350e-01 +4.7709e-01
13 +8.122040073e+01 +8.122040073e+01 +1.081220401e+03 +1.081220401e+03 +5.2561e-01 +8.7330e-01 +3.0444e-02 +4.2067e-01 +5.8687e-01 +7.8416e-01 +9.9440e-01 +5.4686e-01 +5.3035e-01 +1.8064e-01 +1.9142e-01 +8.5396e-02 +9.5346e-01 +2.0565e-01 +4.5610e-01 +6.9363e-01 +5.1507e-01 +6.1313e-01 +3.7786e-01 +3.6316e-01
3784 +7.940262060e+01 +7.940262060e+01 +1.079402621e+03 +1.079402621e+03 +5.1286e-01 +8.2680e-01 +2.2266e-01 +8.4692e-01 +7.0303e-01 +9.3654e-01 +8.2744e-01 +1.9043e-01 +3.7696e-01 +5.7823e-01 +5.2231e-01 +2.5306e-01 +8.2299e-01 +3.0829e-02 +1.2593e-01 +6.3466e-01 +1.3446e-01 +9.7167e-01 +6.6100e-01 +5.6747e-01
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.282343011e+01 +8.282343011e+01 +3.369343011e+01 +3.369343011e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
134 +8.001087563e+01 +8.001087563e+01 +3.088087563e+01 +3.088087563e+01 +2.6376e-02 +7.6322e-01 +1.1002e-01 +6.6760e-01 +9.8216e-01 +2.0326e-01 +8.1753e-01 +5.1576e-02 +8.2771e-02 +6.0688e-01 +9.2713e-01 +1.6813e-02 +9.7355e-02 +7.9341e-01 +5.0372e-01 +4.5331e-01 +7.9794e-01 +5.9537e-01 +7.5033e-01 +6.8124e-01
4484 +7.939900047e+01 +7.939900047e+01 +3.026900047e+01 +3.026900047e+01 +2.6376e-02 +7.6322e-01 +1.1002e-01 +6.6760e-01 +9.8216e-01 +2.0326e-01 +8.1753e-01 +5.1576e-02 +8.2771e-02 +6.0688e-01 +9.2713e-01 +1.6813e-02 +9.7355e-02 +7.9341e-01 +5.0372e-01 +4.5331e-01 +7.9794e-01 +5.9537e-01 +7.5033e-01 +3.2474e-02
% function evaluation | noise-free fitness - Fopt (2.977300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.754602683e+01 +7.754602683e+01 +3.752760268e+02 +3.752760268e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
90 +7.568847875e+01 +7.568847875e+01 +3.734184788e+02 +3.734184788e+02 +5.1635e-02 +7.5636e-01 +4.9872e-01 +3.2571e-01 +7.5881e-01 +4.8866e-01 +6.7256e-01 +9.0458e-01 +2.4547e-01 +3.7784e-01 +5.9195e-02 +7.5816e-01 +8.0639e-01 +5.0416e-02 +1.6191e-01 +7.7721e-01 +1.6645e-01 +7.9551e-01 +4.0876e-02 +5.0800e-01
2791 +7.369050551e+01 +7.369050551e+01 +3.714205055e+02 +3.714205055e+02 +1.1010e-01 +5.6010e-01 +7.9726e-01 +8.8308e-02 +4.8678e-01 +1.7747e-01 +6.7695e-01 +6.4190e-01 +9.3072e-01 +4.7124e-02 +2.5298e-01 +9.5466e-02 +8.7858e-01 +4.5641e-02 +9.6545e-01 +3.8898e-01 +6.4793e-01 +7.8016e-01 +3.1507e-02 +8.8701e-01
% function evaluation | noise-free fitness - Fopt (5.157000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.156121458e+01 +8.156121458e+01 +1.331312146e+02 +1.331312146e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
35 +8.085318568e+01 +8.085318568e+01 +1.324231857e+02 +1.324231857e+02 +5.2390e-01 +4.8366e-01 +1.3509e-01 +5.7140e-01 +2.1676e-01 +9.1817e-01 +3.7140e-01 +7.5928e-01 +6.5115e-01 +5.5205e-03 +8.0985e-01 +1.4700e-01 +1.5878e-01 +7.9896e-02 +7.9994e-01 +7.3987e-01 +5.5276e-01 +3.2038e-01 +8.0698e-01 +6.8613e-02
27475 +7.937692958e+01 +7.937692958e+01 +1.309469296e+02 +1.309469296e+02 +7.3202e-01 +9.4048e-01 +4.4134e-03 +6.1607e-01 +4.0834e-01 +8.9440e-02 +7.4627e-01 +1.0882e-01 +2.7896e-01 +6.8462e-02 +9.6924e-01 +1.3905e-02 +3.9219e-01 +3.0285e-02 +2.4890e-01 +4.0116e-01 +1.3389e-02 +2.9203e-01 +8.8358e-01 +9.0501e-02
% function evaluation | noise-free fitness - Fopt (-3.339100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.486280474e+01 +8.486280474e+01 -2.490471953e+02 -2.490471953e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
6 +8.305363100e+01 +8.305363100e+01 -2.508563690e+02 -2.508563690e+02 +9.0476e-01 +6.4190e-02 +1.9465e-02 +6.1622e-01 +5.3174e-01 +8.6294e-01 +8.0649e-01 +9.3390e-01 +4.1238e-01 +5.3137e-02 +8.7720e-01 +2.4817e-01 +3.1696e-01 +9.0138e-01 +3.4285e-01 +4.7312e-01 +2.3918e-01 +3.4244e-01 +4.2848e-01 +3.4075e-01
275 +8.105016552e+01 +8.105016552e+01 -2.528598345e+02 -2.528598345e+02 +8.4494e-01 +2.2310e-01 +2.9406e-01 +5.9053e-01 +1.7360e-01 +7.3274e-01 +6.9772e-01 +7.8535e-01 +1.4455e-01 +5.5537e-01 +2.6186e-01 +6.8555e-01 +7.1581e-01 +6.0111e-02 +4.7952e-01 +6.3476e-02 +8.6222e-01 +7.0143e-01 +7.3864e-01 +3.8113e-01
% function evaluation | noise-free fitness - Fopt (4.476100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.268201942e+01 +8.268201942e+01 +5.302920194e+02 +5.302920194e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3716 +8.100628256e+01 +8.100628256e+01 +5.286162826e+02 +5.286162826e+02 +9.2377e-01 +6.8712e-01 +1.4096e-01 +5.4622e-01 +6.8804e-01 +2.5476e-01 +1.0109e-02 +9.4831e-01 +2.3175e-01 +3.7612e-01 +3.2684e-02 +3.2167e-01 +1.9850e-01 +7.9640e-01 +6.7529e-02 +2.4699e-01 +7.1898e-01 +6.0099e-01 +9.4805e-01 +4.0928e-02
% function evaluation | noise-free fitness - Fopt (-1.037100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.016805426e+01 +8.016805426e+01 -2.354194574e+01 -2.354194574e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
24612 +7.932219675e+01 +7.932219675e+01 -2.438780325e+01 -2.438780325e+01 +4.1176e-01 +2.4977e-01 +9.8669e-01 +6.8600e-02 +2.5432e-01 +1.0297e-01 +9.6842e-02 +9.0833e-01 +6.9780e-02 +8.6388e-01 +2.7142e-01 +4.9755e-02 +6.6719e-01 +6.1370e-02 +1.2047e-02 +6.5508e-01 +6.3674e-02 +1.3250e-01 +1.9021e-01 +1.7344e-01
% function evaluation | noise-free fitness - Fopt (-2.060000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
