43.8758 148.0623 2007 1 1 3.0 3.0 4 19 23 
45.4483 148.1257 2007 1 1 3.2 222.0 18 19 29 
46.9583 153.0382 2007 1 1 4.5 30.0 19 34 43 
37.1138 141.8978 2007 1 1 3.5 45.44 22 0 50 
46.2032 153.3942 2007 1 2 4.2 30.0 0 18 59 
46.4542 153.1982 2007 1 2 3.9 30.0 0 33 27 
43.1662 147.2157 2007 1 2 3.6 43.0 2 22 37 
42.9653 143.6917 2007 1 2 3.4 88.81 18 12 14 
46.9118 152.8152 2007 1 2 4.2 30.0 21 12 15 
47.2983 155.6517 2007 1 2 5.3 30.0 22 36 43 
37.1958 138.8397 2007 1 2 3.3 9.07 22 46 34 
42.3132 143.0027 2007 1 2 4.0 50.56 23 17 48 
47.0297 152.8793 2007 1 3 4.0 30.0 4 4 41 
46.5477 152.9878 2007 1 3 4.9 30.0 4 35 2 
45.8135 143.7272 2007 1 3 3.0 329.0 5 28 42 
46.3313 153.2832 2007 1 3 4.2 30.0 11 10 31 
46.8613 152.8168 2007 1 3 4.0 30.0 11 28 59 
43.5562 147.5525 2007 1 3 3.1 29.0 18 27 51 
46.7212 152.9185 2007 1 3 4.0 30.0 18 33 29 
45.7425 151.7985 2007 1 4 5.0 30.0 0 36 51 
36.4307 140.6858 2007 1 4 4.2 52.8 0 40 4 
45.86 143.8493 2007 1 4 3.2 336.0 6 32 28 
35.2212 139.7508 2007 1 4 4.0 98.67 8 47 48 
45.8292 150.9565 2007 1 4 4.4 30.0 8 53 44 
37.4208 141.8222 2007 1 4 3.3 39.91 9 17 55 
37.4227 141.813 2007 1 4 3.5 39.81 9 19 25 
47.3708 154.0193 2007 1 4 5.0 30.0 9 19 49 
46.952 152.8387 2007 1 4 4.2 30.0 13 51 57 
44.2802 142.0893 2007 1 4 3.0 223.67 15 40 51 
46.5653 152.7815 2007 1 4 4.3 30.0 21 17 4 
43.044 146.8838 2007 1 4 3.8 55.85 23 15 13 
41.7248 144.3702 2007 1 4 3.2 25.73 23 40 12 
41.9718 142.3927 2007 1 5 3.2 61.62 0 13 21 
37.1303 139.3102 2007 1 5 3.0 7.26 6 13 9 
36.3883 139.9567 2007 1 5 4.0 92.26 6 40 59 
43.8153 139.8752 2007 1 5 3.4 220.56 8 51 40 
44.3773 147.2658 2007 1 5 3.0 134.0 9 42 14 
43.6902 147.8967 2007 1 5 3.8 10.0 21 9 18 
41.7663 143.7157 2007 1 5 3.3 34.8 22 56 29 
37.0125 141.6983 2007 1 5 3.1 48.64 23 1 49 
37.7657 141.675 2007 1 6 3.1 77.6 2 0 28 
35.6575 140.0422 2007 1 6 3.2 66.16 6 59 4 
37.5117 142.1643 2007 1 6 3.2 29.31 12 2 53 
38.6497 142.1598 2007 1 6 3.0 38.82 14 58 52 
35.4775 140.9472 2007 1 7 3.0 53.23 5 21 51 
43.9797 148.1518 2007 1 7 4.0 0.0 5 43 54 
42.7588 145.335 2007 1 7 3.7 44.93 12 41 18 
44.5117 146.675 2007 1 7 3.1 127.0 14 21 33 
38.189 144.6773 2007 1 7 3.0 48.0 15 6 44 
