% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.817093392e+01 +1.817093392e+01 +2.504093392e+01 +2.504093392e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.113432722e+01 +1.113432722e+01 +1.800432722e+01 +1.800432722e+01 +2.7136e-01 +4.6772e+00 -2.6337e+00 +2.3072e+00 +3.1649e+00 +2.6387e+00 +7.0530e-01 +1.7909e+00 -1.8463e+00 +3.1439e+00 -1.4981e+00 +3.8577e-01 +3.1901e+00 -2.4420e+00 -4.8954e-01 +1.4597e+00 -4.9986e+00 +2.0645e+00 +5.6866e-01 +4.4122e+00
7 +1.015957941e+01 +1.015957941e+01 +1.702957941e+01 +1.702957941e+01 -2.9995e+00 -1.4631e+00 +4.5206e+00 +4.4156e+00 +4.1006e+00 +2.6930e+00 +1.2137e+00 +3.5146e+00 +1.3613e+00 -4.3041e+00 +2.3460e-01 -9.3180e-01 -2.4631e+00 +2.3721e+00 -2.0772e+00 +9.1593e-01 +2.4276e-01 +3.2083e+00 +4.6264e+00 -3.6869e+00
8 +6.346033216e+00 +6.346033216e+00 +1.321603322e+01 +1.321603322e+01 -3.9385e+00 -2.5099e+00 -1.4018e+00 +1.5268e-01 +3.9546e+00 -2.4207e+00 +1.8113e+00 -7.6555e-01 +1.6855e+00 +4.2401e+00 -4.3266e+00 -2.3519e+00 +1.4902e+00 -2.9640e+00 -1.5841e+00 +4.2840e+00 -3.3604e+00 -8.7812e-02 +3.0249e-01 +6.4295e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.774411099e+00 +9.774411099e+00 +9.784411099e+00 +9.784411099e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +7.239570861e+00 +7.239570861e+00 +7.249570861e+00 +7.249570861e+00 +3.9576e+00 -4.1434e-01 -5.4402e-02 -3.2226e-01 -1.9394e-02 +1.3427e+00 +4.5692e+00 +4.5451e+00 -2.9069e+00 -1.0921e+00 -8.4590e-01 -6.7972e-01 -3.0573e+00 -2.9472e+00 -2.8415e+00 +4.3575e+00 +1.7120e+00 +2.4758e+00 +1.4728e+00 -1.1824e+00
12 +4.422721094e+00 +4.422721094e+00 +4.432721094e+00 +4.432721094e+00 -4.8865e+00 +1.7389e-01 +3.8364e+00 +3.5995e+00 -2.2938e+00 -5.5071e-01 -3.5045e+00 -4.6052e+00 -4.9595e+00 -2.3106e+00 -1.6618e+00 +1.6173e+00 +2.8673e+00 -9.6223e-01 -3.4717e+00 +1.2746e+00 +1.5760e+00 -4.6241e+00 -1.4014e+00 +5.4534e-01
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.387114785e+00 +9.387114785e+00 -1.212228852e+02 -1.212228852e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +5.694739641e+00 +5.694739641e+00 -1.249152604e+02 -1.249152604e+02 +2.2840e-01 +2.1765e+00 -3.8914e+00 +8.9248e-01 -2.7491e+00 +2.3722e+00 +4.6934e-01 -4.0957e+00 +2.0803e+00 -1.6280e+00 -3.7443e+00 -2.7538e-01 +3.5571e-01 +3.3901e-01 -3.0642e+00 +1.1762e+00 +6.4382e-01 -2.6441e+00 -1.7282e+00 -4.6320e+00
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.210043326e+01 +2.210043326e+01 -2.010195667e+02 -2.010195667e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.913399488e+01 +1.913399488e+01 -2.039860051e+02 -2.039860051e+02 +2.2522e+00 -4.8905e+00 -1.9564e+00 -4.7395e+00 +3.6873e+00 +3.7963e+00 +2.0490e+00 -4.2678e+00 -4.4951e-02 -8.2415e-01 +3.0091e+00 +3.9365e+00 -4.2693e+00 -2.4896e+00 -7.7197e-01 -3.4965e-01 +3.2652e+00 +1.0701e+00 +3.5952e+00 +1.1716e+00
3 +1.328438171e+01 +1.328438171e+01 -2.098356183e+02 -2.098356183e+02 +2.6423e+00 +4.3530e+00 +4.5264e+00 +4.7651e+00 +1.8952e+00 -4.6188e+00 -2.6783e+00 +2.9097e+00 -5.1598e-01 +2.5972e+00 -8.1390e-01 -4.5823e+00 +3.9032e+00 +4.6794e+00 -3.1579e+00 +9.2244e-01 +2.5136e+00 +3.3163e+00 -2.9011e+00 +2.5748e+00
4 +6.858030468e+00 +6.858030468e+00 -2.162619695e+02 -2.162619695e+02 +3.7721e+00 -3.5593e+00 -4.5650e+00 +4.7418e+00 +4.5285e+00 -3.3153e+00 +4.8438e+00 +1.0842e+00 +3.2692e+00 +2.8385e+00 -4.4323e-01 -2.2705e+00 +1.5219e+00 +3.5945e+00 -3.7150e+00 -3.6276e+00 +1.1574e+00 +1.9705e+00 +7.5796e-01 +2.9160e+00
19 +6.445315166e+00 +6.445315166e+00 -2.166746848e+02 -2.166746848e+02 +9.2542e-01 -7.0901e-01 +1.5914e+00 -1.9511e+00 +3.8541e-01 -1.5314e+00 -3.3970e-01 -3.4889e+00 +7.7370e-01 +1.1084e+00 +5.7482e-01 +1.6887e+00 -1.3031e+00 +4.4447e+00 -2.0355e-01 +3.4807e+00 +2.6500e+00 +4.9493e+00 -1.8287e+00 -4.2778e+00
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.439186561e+01 +1.439186561e+01 -3.003813439e+01 -3.003813439e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +1.215260897e+01 +1.215260897e+01 -3.227739103e+01 -3.227739103e+01 +1.4124e+00 +1.4617e+00 -3.4284e+00 -4.0882e+00 +3.3212e+00 -2.0014e+00 +1.9724e-02 -2.0861e+00 -3.6997e+00 -4.8060e+00 -3.2458e+00 -2.9256e+00 +4.7990e+00 -2.6314e+00 -7.5759e-01 -4.2325e+00 -3.7255e+00 +2.7803e+00 -2.3865e+00 -3.4099e+00
4 +9.809065380e+00 +9.809065380e+00 -3.462093462e+01 -3.462093462e+01 +1.1651e+00 +4.3550e+00 -3.2137e+00 +2.3190e+00 -2.7437e+00 +3.3920e+00 +3.9210e+00 +1.6723e+00 -4.0550e+00 +4.7794e+00 +1.3436e+00 -1.3083e+00 +4.3480e+00 +6.1579e-01 -3.0407e+00 +2.6209e+00 -1.4896e+00 +3.7151e+00 +1.5686e+00 +2.0805e+00
15 +8.774765412e+00 +8.774765412e+00 -3.565523459e+01 -3.565523459e+01 +2.9311e+00 +8.3513e-01 +2.0574e+00 +1.6061e+00 -9.1192e-01 -3.5932e+00 +4.4495e+00 -3.9955e+00 -6.3610e-01 -3.2497e+00 +3.3895e+00 -2.0337e+00 -1.4117e+00 +1.5872e+00 +3.1808e+00 -2.7607e-01 +3.6640e+00 -4.7934e+00 -5.3624e-01 +3.9724e+00
28 +6.526788128e+00 +6.526788128e+00 -3.790321187e+01 -3.790321187e+01 -9.4887e-01 -2.2056e+00 -2.2079e+00 -4.5607e+00 -9.0385e-01 -1.1338e+00 -4.3617e+00 -2.3559e+00 +2.3374e+00 -1.8616e+00 +3.2078e-01 +3.1635e+00 +4.4107e+00 -3.9379e-01 +2.1024e+00 -4.8257e+00 -1.1923e+00 -4.4201e+00 +1.6844e+00 -9.0711e-01
% function evaluation | noise-free fitness - Fopt (-7.728000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.161366842e+01 +1.161366842e+01 -6.566633158e+01 -6.566633158e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +6.646042100e+00 +6.646042100e+00 -7.063395790e+01 -7.063395790e+01 +6.5173e-01 -2.4492e+00 -4.8697e+00 +7.4795e-01 -1.9453e+00 -4.1048e+00 +3.4999e+00 -1.8401e+00 +1.0139e+00 +2.3657e+00 -3.2310e+00 -3.7962e+00 -2.1728e-01 +3.0450e+00 +9.0016e-01 -4.0594e+00 -2.0640e+00 -4.3679e+00 +1.3849e-01 -1.2140e+00
8 +5.965861130e+00 +5.965861130e+00 -7.131413887e+01 -7.131413887e+01 -1.3317e+00 -4.0658e+00 +1.4729e+00 +2.8655e+00 -4.3141e+00 +3.3517e+00 -2.0996e+00 +4.7354e+00 -4.3857e+00 -5.0854e-01 +2.4758e+00 +2.3317e+00 -1.8862e+00 -2.8240e+00 +1.7073e+00 +3.2182e+00 -2.7673e+00 -4.5752e+00 +2.6499e+00 +6.6743e-01
33 +5.276040816e+00 +5.276040816e+00 -7.200395918e+01 -7.200395918e+01 -6.5165e-02 +2.5324e+00 +7.0898e-01 +2.8748e+00 -3.4195e+00 +3.5066e+00 -3.9523e+00 +6.2633e-01 +1.1903e+00 -1.1425e+00 -3.9862e-01 -2.6624e+00 -7.2060e-01 -3.7759e+00 +1.3841e+00 +9.5961e-03 +1.1987e+00 -3.5348e+00 -3.1052e+00 +3.9899e+00
% function evaluation | noise-free fitness - Fopt (-8.121000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.994007319e+01 +1.994007319e+01 -6.126992681e+01 -6.126992681e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.039374648e+01 +1.039374648e+01 -7.081625352e+01 -7.081625352e+01 +2.4065e+00 +1.5737e+00 +2.5071e+00 -4.8694e+00 +2.7184e+00 -4.4191e+00 +4.5895e+00 -4.3434e+00 +2.6916e+00 +4.9875e+00 -1.9649e+00 +3.9431e+00 -4.3470e+00 +1.1021e-01 -1.3811e+00 -3.8640e-01 +2.6598e+00 +3.4436e+00 -4.0112e+00 +2.3406e+00
7 +8.804120384e+00 +8.804120384e+00 -7.240587962e+01 -7.240587962e+01 +1.1194e-01 -4.1586e+00 +4.2247e+00 -2.5039e+00 -1.8091e+00 -3.5262e+00 -4.1449e-01 -1.1393e+00 -7.9868e-01 -1.8577e+00 +1.3636e+00 -4.8633e+00 +1.1792e+00 +3.5133e+00 +2.7724e+00 -3.3904e+00 +1.6576e+00 -2.0616e+00 -6.5186e-01 -3.4261e+00
37 +7.561869504e+00 +7.561869504e+00 -7.364813050e+01 -7.364813050e+01 +2.8927e+00 -1.7700e+00 -4.1622e+00 +4.9172e+00 -2.0873e+00 +4.3725e-01 +2.0884e+00 +1.4804e+00 +4.6201e+00 +1.9589e+00 -1.4600e+00 +9.0097e-01 -1.6270e+00 -1.3764e+00 -2.0032e+00 +1.3974e+00 -4.2232e+00 -4.2859e+00 -1.7385e+00 -1.5434e-01
% function evaluation | noise-free fitness - Fopt (6.822800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.386570340e+01 +1.386570340e+01 +6.961457034e+02 +6.961457034e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +7.788102221e+00 +7.788102221e+00 +6.900681022e+02 +6.900681022e+02 -3.5261e-01 -2.5089e+00 -1.8645e+00 +6.4092e-02 -4.1065e+00 +3.8625e+00 +2.3898e+00 -2.1912e+00 +7.7750e-01 -3.0847e+00 -1.5284e+00 -2.3227e+00 +3.6751e+00 -9.4792e-01 -4.4471e+00 +4.5552e-01 -4.7266e+00 -1.0721e+00 +2.2432e+00 +3.5935e+00
