1: crossover='0.9', mutation='0.1', n_generations='100'
38: crossover='0.9762454737223815', mutation='0.02705853840654371', n_generations='135'
39: crossover='0.210513009160884', mutation='0.419944679646188', n_generations='58'
40: crossover='0.7592828056006246', mutation='0.9573554000548866', n_generations='233'
41: crossover='0.6748395693388771', mutation='0.17464543274781286', n_generations='138'
42: crossover='2.373656769039112E-5', mutation='0.027029700012603297', n_generations='128'
43: crossover='0.9417574478135818', mutation='0.15445484336812243', n_generations='93'
44: crossover='0.003937756113725377', mutation='0.33967833204904696', n_generations='165'
45: crossover='0.41383301175887666', mutation='0.00816195588149049', n_generations='229'
46: crossover='0.0036106770971745528', mutation='0.6809515225123224', n_generations='165'
47: crossover='0.2886345015175167', mutation='0.8769630801283063', n_generations='233'
48: crossover='0.0025204141924408674', mutation='0.9768832530978075', n_generations='155'
49: crossover='0.6092670472212578', mutation='0.19638442293805847', n_generations='155'
50: crossover='0.002213168885467409', mutation='0.0421147219750283', n_generations='245'
51: crossover='0.9936884184373609', mutation='0.5284252251954108', n_generations='121'
52: crossover='0.0023832082512549313', mutation='0.22385156724199706', n_generations='96'
53: crossover='0.916479445852145', mutation='0.050575825447457534', n_generations='91'
54: crossover='0.746285860160382', mutation='0.02702272562974639', n_generations='65'
55: crossover='0.41445115250965936', mutation='0.8168866830537911', n_generations='68'
56: crossover='0.002354778535499591', mutation='0.5304103951842665', n_generations='127'
57: crossover='0.39192153042217515', mutation='0.34634255680801107', n_generations='213'
58: crossover='0.0022486323751399473', mutation='0.3672233491976129', n_generations='113'
59: crossover='0.12276747803923727', mutation='0.6121097751710899', n_generations='195'
60: crossover='0.002240295877705689', mutation='0.23936002230072706', n_generations='245'
61: crossover='0.5144056626758068', mutation='0.43270049078736583', n_generations='81'
62: crossover='0.7229337933828431', mutation='0.5527570822241152', n_generations='99'
63: crossover='0.5549752209374414', mutation='0.8228001929233197', n_generations='216'
64: crossover='0.6802239524242568', mutation='0.9420288707474422', n_generations='191'
65: crossover='0.0022370721188111897', mutation='0.12594062743076484', n_generations='56'
66: crossover='0.050814065632808436', mutation='0.5302317227692178', n_generations='214'
67: crossover='0.7537357469636367', mutation='0.828418956598732', n_generations='172'
68: crossover='0.002240295877705689', mutation='0.23936002230072706', n_generations='193'
69: crossover='0.6735128689276245', mutation='0.2708685254940426', n_generations='149'
70: crossover='0.5423795184279673', mutation='0.12290426962649548', n_generations='167'
71: crossover='0.45737252212051094', mutation='0.027018366160790563', n_generations='234'
72: crossover='0.6355256785666064', mutation='0.08736105484079693', n_generations='204'
73: crossover='0.5725325673761018', mutation='0.8924669481104431', n_generations='246'
74: crossover='0.0723414998638513', mutation='0.026010268646229573', n_generations='177'
75: crossover='0.9426962986236356', mutation='0.017361432828912338', n_generations='186'
76: crossover='0.2916638897850401', mutation='0.8695021557576943', n_generations='61'
77: crossover='0.014697824991830255', mutation='0.07308949355801986', n_generations='74'
78: crossover='0.6559995993905715', mutation='0.21946774884717846', n_generations='219'
79: crossover='0.8202756461823327', mutation='0.43681767896733414', n_generations='139'
80: crossover='0.6078188518677983', mutation='0.33049823978670234', n_generations='71'
81: crossover='0.5609887700103015', mutation='0.835391711285919', n_generations='108'
82: crossover='0.901904621649393', mutation='0.8432410032705577', n_generations='178'
83: crossover='0.7903457326699921', mutation='0.140348052435038', n_generations='50'
84: crossover='0.48581730869557826', mutation='0.49604214343092834', n_generations='74'
85: crossover='0.8872947862066807', mutation='0.0014761220043616463', n_generations='194'
86: crossover='0.9673138995728228', mutation='0.6463491548747546', n_generations='123'
87: crossover='0.45683091770747986', mutation='0.2945608609208581', n_generations='142'
88: crossover='0.018687997514618693', mutation='0.030764636720963745', n_generations='112'
89: crossover='0.7388526807108466', mutation='0.8614198463527266', n_generations='50'
90: crossover='0.22220222270264112', mutation='0.0404936642922642', n_generations='244'
91: crossover='0.8754968129061432', mutation='0.10107617505028044', n_generations='242'
92: crossover='0.0640177752706248', mutation='0.046148991606207', n_generations='52'
93: crossover='0.6640908658682784', mutation='0.24845246083412453', n_generations='79'
94: crossover='0.12143516365548646', mutation='0.04908596182551639', n_generations='216'
95: crossover='0.2112669300563076', mutation='0.8359936784285312', n_generations='81'
96: crossover='0.06890079251294601', mutation='0.0519009138072416', n_generations='144'
97: crossover='0.9050082914727147', mutation='0.0579837226580906', n_generations='184'
98: crossover='0.11873241271154522', mutation='0.0468327892617475', n_generations='203'
99: crossover='0.755904432634135', mutation='0.6469805459479001', n_generations='88'
100: crossover='0.2816795105023674', mutation='0.027018366160790563', n_generations='227'
101: crossover='0.8678326377940097', mutation='0.36961383850108187', n_generations='184'
102: crossover='0.22810499345549595', mutation='0.04297008680392722', n_generations='100'
103: crossover='0.21361532194664878', mutation='0.9033305765374477', n_generations='133'
104: crossover='0.7872079048412711', mutation='0.4835046608125555', n_generations='214'
105: crossover='0.14324771575598738', mutation='0.7504018059585306', n_generations='93'
106: crossover='0.04662079649886697', mutation='0.04852406564394518', n_generations='97'
107: crossover='0.5790968515558119', mutation='0.4308122643453449', n_generations='52'
108: crossover='0.10051345739404483', mutation='0.048431811580511464', n_generations='51'
109: crossover='0.19725732208102498', mutation='0.22639158231417467', n_generations='150'
110: crossover='0.6876107514104286', mutation='0.0480387505647214', n_generations='116'
111: crossover='0.5885854259554546', mutation='0.1575825566442809', n_generations='52'
112: crossover='0.7670259397728262', mutation='0.15798926473894737', n_generations='131'
113: crossover='0.07289023864810862', mutation='0.8361960692789646', n_generations='167'
114: crossover='0.6714285485128666', mutation='0.04106668788705059', n_generations='245'
115: crossover='0.051479629310482', mutation='0.3614925076515296', n_generations='84'
116: crossover='0.7187056708339432', mutation='0.047814622997334966', n_generations='165'
117: crossover='0.7532189486069155', mutation='0.4911552068682965', n_generations='125'
118: crossover='0.9249856587694668', mutation='0.04752955606099729', n_generations='179'
119: crossover='0.2889850418291061', mutation='0.6682927982885482', n_generations='155'
120: crossover='0.21344229723508779', mutation='0.0474644892552093', n_generations='132'
121: crossover='0.21445540920193107', mutation='0.2275097687726133', n_generations='100'
122: crossover='0.22220222270264112', mutation='0.0404936642922642', n_generations='223'
123: crossover='0.6423223841167478', mutation='0.5255410907089769', n_generations='154'
124: crossover='0.943068500456278', mutation='0.1573022920731536', n_generations='79'
125: crossover='0.2173658553358362', mutation='0.1444296847883585', n_generations='183'
126: crossover='0.6714285485128666', mutation='0.047516498044549035', n_generations='245'
127: crossover='0.10079076945350385', mutation='0.024419367578362494', n_generations='231'
128: crossover='0.09773435262871943', mutation='0.1575642443706996', n_generations='69'
129: crossover='0.06493751842267037', mutation='0.6656188510153231', n_generations='58'
130: crossover='0.29475359509001636', mutation='0.02748675164105674', n_generations='221'
131: crossover='0.0983564877819566', mutation='0.91149469151952', n_generations='71'
132: crossover='0.4061608978014012', mutation='0.1575958887390444', n_generations='127'
133: crossover='0.05788829405955931', mutation='0.05050776934236223', n_generations='84'
134: crossover='0.5885854259554546', mutation='0.1575825566442809', n_generations='154'
135: crossover='0.6396429575623714', mutation='0.16288415116051624', n_generations='105'
136: crossover='0.24104931261018947', mutation='0.0477050678960409', n_generations='170'
137: crossover='0.2717647872433977', mutation='0.1454700603379655', n_generations='155'
138: crossover='0.8872947862066807', mutation='0.0014761220043616463', n_generations='229'
139: crossover='0.24985426282041867', mutation='0.3342462356782555', n_generations='86'
140: crossover='0.21866503615729826', mutation='0.013724223078537823', n_generations='238'
141: crossover='0.8669279004100475', mutation='0.7860998673543957', n_generations='66'
142: crossover='0.3017396804292589', mutation='0.8273934640820703', n_generations='176'
143: crossover='0.24766308770297973', mutation='0.04752955606099729', n_generations='229'
144: crossover='0.11091190329460798', mutation='0.7467206671241798', n_generations='240'
145: crossover='0.40382566172771195', mutation='0.04498818804260185', n_generations='238'
146: crossover='0.7637990340496252', mutation='0.14567396338456773', n_generations='223'
147: crossover='0.5060099901603133', mutation='0.04136144355515847', n_generations='236'
148: crossover='0.8429990781170228', mutation='0.1350008568520903', n_generations='169'
149: crossover='0.13266644932014704', mutation='0.047925426212582445', n_generations='83'
150: crossover='0.4164770529128903', mutation='0.9970288332404774', n_generations='101'
151: crossover='0.08315349921006132', mutation='0.10204945796372622', n_generations='170'
152: crossover='0.6148491483868486', mutation='0.9810416467444519', n_generations='117'
153: crossover='0.7128613027661681', mutation='0.1440895331313492', n_generations='170'
154: crossover='0.24883631332582945', mutation='0.7107364811744077', n_generations='190'
155: crossover='0.577071179779196', mutation='0.10202564601818698', n_generations='153'
156: crossover='0.9077489391092408', mutation='0.7075820877176845', n_generations='182'
157: crossover='0.5167759865214954', mutation='0.10393985760263347', n_generations='74'
158: crossover='0.31100376233894467', mutation='0.03421019377718104', n_generations='56'
159: crossover='0.7830372657215696', mutation='0.10335648969044686', n_generations='67'
160: crossover='0.09682534382498242', mutation='0.7161591250448799', n_generations='239'
161: crossover='0.8193821303994447', mutation='0.10266413930726104', n_generations='126'
162: crossover='0.08834611845092954', mutation='0.8720034964527884', n_generations='209'
163: crossover='0.9906828576878476', mutation='0.10256917345559835', n_generations='197'
