ngen	time   	min     	avg     	max     	std    
0   	8.93379	-6766   	-4727.09	-3386.21	700.91 
1   	12.0207	-6583.03	-4404.95	-3270.58	608.064
2   	15.2052	-6770.65	-4252.08	-3270.58	567.01 
3   	18.2911	-6724.09	-4425.69	-3270.58	674.348
4   	21.4469	-6598.16	-4416.14	-3155.73	689.815
5   	24.6229	-8049.56	-4561.38	-3155.73	962.41 
6   	27.5593	-7073.99	-4485.11	-3155.73	757.117
7   	30.6803	-7580.25	-4782.22	-3155.73	952.253
8   	33.6977	-7083.62	-4791.1 	-3155.73	666.528
9   	36.7515	-6494.73	-4634.14	-3155.73	647.364
10  	39.8466	-7300.71	-5066   	-3155.73	939.893
11  	42.9583	-7122.04	-4896.11	-3155.73	757.634
12  	46.0078	-6725.68	-4827.82	-3155.73	737.195
13  	49.0781	-6820.66	-4617.49	-3069.56	771.368
14  	52.1915	-7320.67	-4816.99	-3069.56	861.837
15  	55.3732	-7144.51	-5172.71	-3069.56	869.841
16  	58.2811	-6977.64	-5212.55	-3069.56	685.585
17  	61.3438	-7472.54	-5627.1 	-3069.56	702.472
18  	64.3817	-6892.21	-4992.72	-3069.56	764.144
19  	67.2934	-8189.91	-5680.13	-3069.56	1019.82
20  	70.2387	-6655.3 	-5041.9 	-3069.56	649.197
21  	73.1288	-7519.12	-5428.78	-3069.56	902.872
22  	76.1603	-7243.27	-5330.72	-3069.56	787.543
23  	79.075 	-7966.4 	-5004.58	-3069.56	864.936
24  	82.0529	-7377.62	-4944.44	-3069.56	990.761
25  	85.1712	-6518.34	-4727.27	-3069.56	495.559
26  	88.4195	-7675.83	-6321.62	-3069.56	927.405
27  	91.5232	-7419.37	-5705.65	-3069.56	657.236
28  	94.7069	-7313.2 	-4760.42	-3069.56	800.991
29  	97.9561	-8639.38	-6536.21	-3069.56	1217.15
30  	101.044	-7216.35	-5401.13	-3069.56	602.699
31  	104.2  	-6662.15	-5450.53	-3069.56	630.161
32  	107.155	-7163.15	-5322.73	-3069.56	692.011
33  	110.223	-6829.68	-5285.98	-3069.56	627.02 
34  	113.462	-7453.56	-5538.78	-3069.56	721.61 
35  	116.572	-6707.74	-4756.16	-3069.56	492.619
36  	119.77 	-6273.91	-4324.85	-3069.56	584.013
37  	122.784	-7689.96	-3981.22	-3069.56	529.169
38  	125.845	-7099.72	-6296.89	-3069.56	875.283
39  	129.021	-6773.54	-5396.75	-3069.56	595.91 
40  	132.25 	-6358.02	-5142.14	-3069.56	397.698
41  	135.351	-7033.79	-5185.88	-3069.56	380.557
42  	138.218	-6261.63	-4676.15	-3069.56	552.432
43  	141.36 	-7547.28	-6421.27	-3069.56	752.705
44  	144.344	-7141.31	-5800.49	-3069.56	552.404
45  	147.206	-6306.06	-4249.21	-3069.56	578.779
46  	150.135	-6028.18	-3364.15	-3069.56	402.222
47  	153.078	-7147.53	-6630.54	-3069.56	1069.68
48  	156.153	-7384.24	-6406.52	-3069.56	580.006
49  	159.223	-7525.23	-4939.38	-3069.56	705.887
50  	162.167	-6501.64	-4583.73	-3069.56	628.501
51  	165.158	-5708.59	-4460.55	-3069.56	249.159
52  	168.033	-7320.07	-6981.29	-3069.56	883.838
53  	170.96 	-7309.02	-5249.2 	-3069.56	647.056
54  	173.959	-6359.01	-4239.32	-3069.56	564.931
55  	177.001	-5445.21	-4498.52	-3069.56	246.471
56  	180.03 	-7164.14	-6048.81	-3069.56	550.956
57  	183.175	-6370.93	-6157.71	-3069.56	352.466
58  	186.075	-6541.07	-6312.07	-3069.56	437.072
59  	188.903	-6494.16	-5457.77	-3069.56	487.236
60  	192.125	-6220.36	-5146   	-3069.56	557.947
61  	195.279	-6133.84	-5640.05	-3069.56	345.489
