ngen	time   	min     	avg     	max     	std    
0   	4.33034	-4915.11	-2824.52	-1546.33	692.443
1   	5.78884	-4674.98	-2477.57	-1531.95	649.644
2   	7.31619	-4269.05	-2260.5 	-1423.32	541.161
3   	8.77726	-4369.87	-2317.79	-1410.31	589.412
4   	10.2267	-4683.58	-2336.93	-1410.31	641.689
5   	11.6856	-4680   	-2576.79	-1410.31	741.224
6   	13.168 	-5492.87	-2862.55	-1410.31	931.396
7   	14.6242	-4941.17	-2720.37	-1410.31	675.768
8   	16.1111	-5011.47	-3174.65	-1410.31	771.744
9   	17.5869	-5638.41	-3195.63	-1410.31	795.281
10  	19.0788	-5128.3 	-3298.32	-1410.31	887.901
11  	20.647 	-5406.4 	-3245.06	-1410.31	792.063
12  	22.0105	-5361.79	-3086.22	-1410.31	701.062
13  	23.4473	-5356.02	-3120.13	-1410.31	739.309
14  	24.8672	-6475.14	-3337.34	-1410.31	1084.05
15  	26.4406	-4901.87	-3130.05	-1410.31	712.427
16  	28.0071	-5363.99	-3589.12	-1410.31	805.766
17  	29.573 	-5814.98	-3791.03	-1410.31	906.203
18  	31.1879	-6095.83	-3110.1 	-1410.31	782.932
19  	32.6219	-5354.62	-3277.35	-1410.31	681.753
20  	34.0919	-5337.47	-3391.47	-1410.31	770.989
21  	35.5919	-5333.44	-3784.87	-1410.31	860.503
22  	37.0862	-5315.56	-3153   	-1410.31	772.537
23  	38.5047	-5225.73	-3213.68	-1410.31	614.648
24  	39.9329	-5779.59	-3160.58	-1410.31	733.474
25  	41.4919	-5908.49	-3512.45	-1410.31	753.397
26  	42.9642	-4817.98	-3145.99	-1410.31	618.865
27  	44.5082	-6305.01	-3849.05	-1410.31	1008.32
28  	46.0615	-6025.23	-3778.87	-1410.31	775.964
29  	47.4757	-5692.62	-2825.49	-1410.31	848.694
30  	49.0474	-5481.04	-3773.23	-1410.31	773.305
31  	50.5503	-5263.68	-2849.63	-1410.31	714.146
32  	51.9847	-5311.55	-2949.75	-1410.31	574.684
33  	53.4744	-5684   	-3469.64	-1410.31	764.151
34  	54.8646	-6385.54	-5043.05	-1410.31	1115.17
35  	56.2881	-6122.8 	-3761.59	-1410.31	687.114
36  	57.788 	-5314.01	-3526.77	-1410.31	580.078
37  	59.2658	-4047.43	-2199.67	-1410.31	477.535
38  	60.8095	-4991.13	-3639.56	-1410.31	848.413
39  	62.2725	-5865.76	-3730.13	-1410.31	808.635
40  	63.6836	-6521.99	-3362.41	-1410.31	915.406
41  	65.1325	-6120.68	-3161.53	-1410.31	649.061
42  	66.6337	-5048.45	-2826.44	-1410.31	559.439
43  	68.1798	-4699.22	-2830.07	-1410.31	589.32 
44  	69.5695	-4757.07	-2763.87	-1410.31	627.731
45  	70.9772	-3395.15	-1853.44	-1410.31	308.422
46  	72.4175	-4111.72	-2800.8 	-1410.31	531.101
47  	73.8078	-5718.39	-3786.11	-1410.31	680.919
48  	75.311 	-4243.7 	-3916.47	-1410.31	335.276
49  	76.8388	-4836.24	-3557.83	-1410.31	208.321
