ngen	time   	min     	avg     	max     	std    
0   	10.6186	-1916.09	-1542.76	-1302.75	116.946
1   	14.1543	-1947.57	-1483.86	-1302.75	85.7643
2   	17.8981	-1942.92	-1502.44	-1302.75	117.849
3   	21.2772	-1933.66	-1504.2 	-1302.75	114.52 
4   	25.0309	-1936.27	-1508.88	-1302.75	124.411
5   	28.5881	-1985.58	-1519.61	-1302.75	136.105
6   	32.1236	-2016.65	-1568.36	-1291.3 	163.993
7   	35.9237	-1934.51	-1525.93	-1291.3 	128.447
8   	39.4088	-1919.13	-1551.64	-1291.3 	134.029
9   	42.9689	-1934.11	-1502.26	-1291.3 	110.85 
10  	46.4677	-2036.58	-1576.43	-1291.3 	179.719
11  	49.9622	-2016.03	-1545.94	-1291.3 	118.094
12  	53.5491	-1851.22	-1516.68	-1291.3 	92.5516
13  	57.0874	-1921.58	-1565.37	-1291.3 	145.523
14  	60.5529	-1981.19	-1616.8 	-1291.3 	172.865
15  	64.0949	-1968.68	-1548.57	-1291.3 	117.93 
16  	67.7995	-2007.52	-1569.48	-1291.3 	137.188
17  	71.6237	-2041.8 	-1710.85	-1291.3 	179.939
18  	75.0021	-1974.33	-1548.93	-1280.04	132.229
19  	78.5811	-2026.3 	-1612.62	-1280.04	135.129
20  	81.9975	-2077.45	-1569.07	-1280.04	165.304
21  	85.4903	-2039.94	-1680.96	-1280.04	150.171
22  	89.1604	-1968.98	-1539.72	-1280.04	154.889
23  	92.8905	-1878.34	-1561.73	-1280.04	142.281
24  	96.5587	-1953.73	-1755.55	-1280.04	112.369
25  	100.042	-1857.89	-1550.09	-1280.04	86.2564
26  	103.586	-2060.11	-1856.58	-1280.04	179.387
27  	106.893	-2007.99	-1650.33	-1280.04	154.172
28  	110.546	-1923.06	-1478.04	-1280.04	109.119
29  	114.05 	-1961.61	-1612.45	-1280.04	117.517
30  	117.454	-1835.94	-1507.89	-1280.04	78.9663
31  	120.929	-1936.36	-1723.29	-1280.04	169.591
32  	124.488	-2036.64	-1837.79	-1280.04	121.151
33  	128.303	-1995.51	-1833.29	-1280.04	119.797
34  	131.879	-1991.38	-1603.09	-1280.04	185.932
35  	135.425	-1773.68	-1566.72	-1280.04	71.1911
36  	139.202	-1975.61	-1644.63	-1280.04	152.602
37  	142.557	-2032.01	-1611.24	-1280.04	159.81 
38  	146.34 	-1819.86	-1634.98	-1280.04	99.855 
39  	149.864	-1951.63	-1587.32	-1280.04	80.4621
40  	153.327	-1793.3 	-1584.54	-1280.04	58.3526
41  	156.95 	-1886.24	-1586.18	-1280.04	110.064
42  	160.692	-1854.18	-1593.31	-1280.04	109.007
43  	164.193	-1627.96	-1518.29	-1280.04	44.4387
44  	167.569	-2014.86	-1804.2 	-1280.04	168.745
45  	171.248	-2017.67	-1845.57	-1280.04	146.2  
46  	174.848	-1963.27	-1617.85	-1280.04	153.353
47  	178.395	-2017.01	-1574.66	-1280.04	104.251
48  	181.924	-1872.8 	-1611.67	-1280.04	89.3812
49  	185.478	-1756.64	-1576.4 	-1280.04	77.4325
50  	188.924	-1947.55	-1704.87	-1280.04	152.183
51  	192.401	-2045.8 	-1837.69	-1280.04	144.264
52  	196.133	-2030.52	-1796.92	-1280.04	126.038
53  	199.856	-1898.18	-1542.24	-1280.04	76.8883
54  	203.276	-1630.77	-1490.81	-1280.04	54.8385
55  	206.814	-1961.24	-1601.31	-1280.04	101.749
56  	210.201	-2149.47	-1834.79	-1280.04	189.711
57  	213.845	-1996.43	-1612.45	-1280.04	140.703
58  	217.213	-1939.85	-1614.76	-1280.04	122.024
59  	221.092	-1888.18	-1526.04	-1280.04	154.342
60  	224.814	-1836.08	-1572.44	-1280.04	89.7706
61  	228.199	-1990.49	-1775.46	-1280.04	176.611
62  	231.955	-1935.13	-1614.43	-1280.04	162.482
63  	235.589	-1835.41	-1545.85	-1280.04	56.14  
64  	239.206	-1901.89	-1769.69	-1280.04	90.97  
65  	242.658	-1972.96	-1758.49	-1280.04	157.1  
66  	246.246	-1860.51	-1552.29	-1280.04	71.5944
67  	249.872	-2027.73	-1855.1 	-1280.04	133.376
68  	253.303	-1941.08	-1546.52	-1280.04	90.3813
69  	256.972	-1903.11	-1644.94	-1280.04	103.348
70  	260.464	-2014.08	-1716.58	-1280.04	181.146
71  	263.902	-1814.37	-1505.65	-1280.04	153.111
72  	267.495	-2000.07	-1823.82	-1280.04	129.652
