ngen	time   	min     	avg     	max     	std    
0   	8.36319	-843.109	-756.856	-688.955	30.084 
1   	11.0157	-849.261	-749.912	-683.483	27.3959
2   	13.9374	-843.279	-746.656	-652.693	32.1252
3   	16.6296	-846.791	-748.637	-652.693	27.9033
4   	19.478 	-836.542	-744.25 	-652.693	30.792 
5   	22.4726	-864.108	-748.222	-652.693	28.4836
6   	25.3331	-863.445	-745.715	-652.693	31.42  
7   	28.164 	-836.667	-747.28 	-652.693	31.0181
8   	31.1137	-850.814	-761.94 	-652.693	34.6935
9   	33.957 	-858.043	-763.512	-652.693	37.3463
10  	36.7251	-853.429	-762.339	-652.693	27.7481
11  	39.6986	-856.607	-778.086	-652.693	32.1973
12  	42.4308	-851.354	-770.844	-652.693	28.0235
13  	45.0585	-871.36 	-781.888	-652.693	36.5588
14  	47.7682	-886.586	-773.283	-652.693	37.1227
15  	50.4981	-909.425	-784.845	-652.693	39.8629
16  	53.3163	-862.695	-772.155	-652.693	31.001 
17  	55.9859	-896.223	-787.998	-652.693	42.0637
18  	58.8178	-884.683	-801.308	-652.693	31.0295
19  	61.5941	-878.801	-780.924	-652.693	29.2463
20  	64.5788	-866.251	-772.817	-652.693	32.4385
21  	67.316 	-874.537	-788.512	-652.693	31.6861
22  	70.2676	-868.017	-783.73 	-652.693	29.4658
23  	72.8606	-875.058	-779.733	-652.693	33.869 
24  	75.5982	-866.902	-756.382	-652.693	40.178 
25  	78.4088	-886.894	-773.923	-652.693	33.7954
26  	81.3002	-898.468	-793.682	-652.693	34.0895
27  	84.0211	-867.974	-791.346	-652.693	26.1447
28  	86.7095	-821.639	-751.551	-652.693	28.1099
29  	89.2946	-878.836	-804.678	-652.693	42.4669
30  	92.1167	-895.026	-814.787	-652.693	36.3493
31  	94.9641	-890.587	-814.944	-652.693	31.5072
32  	97.6641	-840.312	-764.25 	-652.693	33.9297
33  	100.64 	-863.625	-770.598	-652.693	32.9038
34  	103.471	-868.148	-768.164	-652.693	28.9208
35  	106.235	-883.521	-795.492	-652.693	29.3779
36  	109.014	-880.89 	-787.907	-652.693	32.2315
37  	111.788	-859.238	-778.514	-652.693	27.7089
38  	114.51 	-843.321	-758.827	-652.693	21.2308
39  	117.439	-854.377	-772.738	-652.693	28.0314
40  	120.394	-857.533	-765.871	-652.693	28.7064
41  	123.079	-836.913	-773.475	-652.693	26.0683
42  	125.762	-871.267	-791.55 	-652.693	29.5768
43  	128.652	-856.946	-763.673	-652.693	26.4527
44  	131.342	-883.828	-790.081	-652.693	30.2418
45  	134.316	-850.563	-750.61 	-652.693	25.454 
46  	137.15 	-865.898	-765.466	-652.693	31.4896
47  	140.076	-827.544	-757.873	-652.693	23.5049
48  	142.77 	-886.186	-795.068	-652.693	41.1907
49  	145.314	-905.838	-810.038	-652.693	29.9223
50  	148.028	-885.959	-768.303	-652.693	31.9252
51  	150.857	-839.436	-791.791	-652.693	23.7322
52  	153.677	-896.077	-813.132	-652.693	25.0991
53  	156.657	-824.05 	-760.552	-652.693	27.4487
54  	159.456	-856.726	-784.198	-652.693	30.2249
55  	162.02 	-842.41 	-794.854	-652.693	23.9772
56  	164.63 	-849.018	-776.523	-652.693	28.2418
57  	167.572	-888.811	-811.972	-652.693	31.4843
58  	170.394	-833.679	-779.122	-652.693	27.0209
59  	173.116	-898.202	-821.86 	-652.693	39.6554
60  	175.881	-838.353	-747.183	-652.693	23.7504
61  	178.56 	-860.472	-787.134	-652.693	30.1828
62  	181.227	-861.747	-791.734	-652.693	31.4631
63  	184.127	-845.851	-787.164	-652.693	22.8632
64  	187.01 	-854.561	-796.665	-652.693	27.197 
65  	189.693	-841.571	-775.083	-652.693	22.2566
66  	192.505	-846.225	-755.76 	-652.693	20.1645
67  	195.175	-897.132	-747.697	-652.693	25.4995
68  	197.719	-848.828	-803.196	-652.693	34.3671
69  	200.414	-929.683	-849.836	-652.693	38.6322
70  	203.175	-874.091	-758.523	-652.693	30.7489
71  	206.02 	-874.525	-826.631	-652.693	33.465 
72  	208.808	-852.091	-773.527	-652.693	29.1047
73  	211.529	-874.456	-803.517	-652.693	28.9328
74  	214.318	-905.856	-801.419	-652.693	16.5399
75  	217.196	-812.969	-771.441	-652.693	16.8511
76  	219.915	-895.52 	-756.77 	-652.693	24.3527
77  	222.71 	-824.442	-764.022	-652.693	16.6559
78  	225.444	-848.325	-784.182	-652.693	18.6198
79  	228.138	-867.091	-830.394	-652.693	27.5149
80  	230.961	-845.761	-796.736	-652.693	16.6079
81  	233.701	-812.231	-764.869	-652.693	11.9507
82  	236.506	-845.348	-776.866	-652.693	19.3364
83  	239.374	-786.595	-759.617	-652.693	12.607 
84  	242.191	-843.434	-759.669	-652.693	14.9034
85  	245.084	-806.489	-759.132	-652.693	22.4998
86  	247.831	-836.142	-793.573	-652.693	26.8035
87  	250.577	-844.117	-814.44 	-652.693	18.2845
88  	253.536	-857.162	-805.222	-652.693	20.9021
89  	256.449	-847.225	-775.587	-652.693	18.6001
90  	259.293	-914.26 	-869.015	-652.693	36.169 
91  	262.01 	-903.592	-792.65 	-652.693	27.4675
92  	264.608	-904.831	-794.201	-652.693	30.5711
93  	267.319	-872.036	-770.624	-652.693	16.5511
94  	270.229	-806.6  	-781.668	-652.693	12.5986
95  	272.969	-904.696	-801.754	-652.693	20.7357
96  	275.639	-873.649	-774.289	-652.693	15.6529
97  	278.32 	-879.241	-837.203	-652.693	24.4611
98  	281.151	-848.412	-776.459	-652.693	20.303 
99  	283.894	-870.008	-832.372	-652.693	25.6034
ngen	time   	min     	avg     	max     	std    
0   	8.22405	-865.561	-761.326	-670.22 	31.755 
1   	11.0008	-840.509	-745.546	-668.249	29.7447
2   	13.8226	-836.41 	-737.967	-661.912	30.7968
3   	16.5034	-864.602	-742.52 	-661.912	29.0448
4   	19.2389	-823.479	-745.293	-661.912	29.3492
5   	22.0871	-842.493	-747.74 	-661.912	32.7628
6   	24.7542	-844.315	-752.804	-661.912	32.9495
7   	27.4077	-844.847	-752.186	-661.912	30.17  
8   	30.184 	-827.283	-747.571	-661.912	29.0238
9   	33.0395	-834.789	-752.809	-661.912	33.1318
10  	35.8027	-868.501	-764.462	-661.912	41.003 
11  	38.8049	-864.33 	-765.514	-661.912	34.0423
12  	41.7124	-837.704	-762.06 	-661.912	27.5275
13  	44.3742	-872.169	-767.821	-661.912	29.9969
14  	47.1383	-865.286	-780.709	-661.912	37.7978
15  	49.7177	-889.809	-784.229	-661.912	34.3001
16  	52.4094	-858.622	-779.1  	-661.912	29.5583
17  	55.1031	-883.265	-784.971	-661.912	33.5612
18  	57.8094	-868.471	-784.44 	-661.912	32.065 
19  	60.6927	-902.989	-784.135	-661.912	36.527 
20  	63.6603	-881.711	-774.653	-661.912	33.9448
21  	66.4697	-889.109	-782.052	-661.912	34.4946
22  	69.27  	-884.411	-800.03 	-661.912	35.5677
23  	71.9914	-845.661	-760.701	-661.912	26.871 
24  	74.8198	-839.872	-761.5  	-661.912	27.9271
25  	77.7219	-847.894	-766.943	-661.912	27.5067
26  	80.3995	-852.051	-757.933	-661.912	29.029 
27  	83.0439	-913.115	-795.22 	-661.912	39.7723
28  	85.8684	-859.131	-787.274	-661.912	27.5778
29  	88.6747	-846.921	-776.9  	-661.912	28.471 
30  	91.6749	-894.342	-801.04 	-661.912	33.4412
31  	94.5548	-846.701	-765.8  	-661.912	29.4379
32  	97.2555	-897.92 	-786.59 	-661.912	35.0219
33  	100.035	-876.088	-788.467	-661.912	36.7142
34  	102.87 	-863.899	-773.055	-661.912	28.194 
35  	105.725	-903.735	-773.868	-661.912	39.8342
36  	108.363	-854.107	-774.276	-661.912	27.3605
37  	111.18 	-839.236	-767.281	-661.912	23.7035
38  	113.957	-903.213	-795.414	-661.912	33.6695
39  	116.886	-848.858	-782.41 	-661.912	28.2929
40  	119.658	-888.192	-784.256	-661.912	26.2558
41  	122.481	-846.814	-758.776	-661.912	29.3753
42  	125.066	-825.248	-752.354	-661.912	21.96  
43  	127.916	-856.133	-764.148	-661.912	23.0778
44  	130.722	-808.687	-760.072	-661.912	19.2423
45  	133.46 	-850.707	-791.517	-661.912	23.5931
46  	136.241	-868.002	-765.913	-661.912	23.0625
47  	139.102	-878.837	-834.718	-661.912	33.0585
48  	142.028	-848.813	-783.689	-661.912	21.4234
49  	144.905	-858.926	-747.068	-661.912	21.5664
50  	147.809	-879.342	-795.578	-661.912	28.9197
51  	150.477	-896.326	-835.726	-661.912	32.052 
52  	153.186	-846.169	-775.308	-661.912	18.7601
53  	156.197	-803.823	-750.063	-661.912	19.8824
54  	159    	-838.961	-774.901	-661.912	29.1982
55  	161.993	-942.485	-883.517	-661.912	50.9076
56  	164.623	-907.664	-810.527	-661.912	34.5473
57  	167.258	-840.863	-796.682	-661.912	19.5357
58  	170.114	-831.752	-755.821	-661.912	15.7312
59  	172.75 	-816.44 	-762.096	-661.912	20.3623
60  	175.481	-846.074	-815.446	-661.912	25.2006
61  	178.176	-823.784	-753.475	-661.912	24.899 
62  	181.013	-816.545	-764.938	-661.912	18.7231
63  	184.055	-816.624	-789.331	-661.912	16.1424
64  	186.863	-810.802	-748.232	-661.912	13.352 
65  	189.726	-798.142	-737.35 	-661.912	15.7635
