gen	time   	min     	avg     	max     	std    
0  	9.05174	-2434.74	-1718.48	-1633.22	82.4816
1  	13.3879	-2436.9 	-1677.72	-1626.98	53.6494
2  	17.6384	-1743.45	-1656.34	-1624.38	16.5903
3  	22.0711	-1944.43	-1647.94	-1624.38	21.3845
4  	26.4983	-1828.75	-1640.1 	-1622.95	12.2286
5  	30.814 	-2301.93	-1638.86	-1616.58	40.1966
6  	35.118 	-1913.1 	-1631.6 	-1616.58	17.0543
7  	39.3621	-2854.31	-1629.4 	-1614.8 	55.1759
8  	43.784 	-1826.97	-1625.62	-1614.11	14.5722
9  	48.1694	-1888.77	-1623.64	-1613.73	17.8456
10 	52.4799	-1881.11	-1622.38	-1612.93	19.5298
11 	56.7881	-1695.72	-1619.11	-1612.73	7.04748
12 	61.2251	-1678.31	-1617.62	-1611.42	6.10911
13 	65.5755	-1727.91	-1616.6 	-1610.11	7.92139
14 	70.049 	-2191.02	-1617.49	-1610.11	33.6189
15 	74.4876	-1813.14	-1614.69	-1607.54	10.7528
16 	78.84  	-1679.1 	-1613.25	-1607.54	4.07156
17 	83.1515	-1654.2 	-1612.69	-1607.54	4.15474
18 	87.4549	-1651.7 	-1611.62	-1607.54	2.9756 
19 	91.9169	-1697.02	-1611.07	-1607.11	6.16063
20 	96.3368	-1675.43	-1610.1 	-1606.62	5.42862
21 	100.757	-1751.25	-1609.9 	-1606.49	10.233 
22 	105.089	-1710.81	-1609.07	-1606.29	7.709  
23 	109.445	-1730.89	-1609.21	-1605.92	10.151 
24 	113.809	-1638.31	-1607.6 	-1605.8 	2.36955
25 	118.126	-1646.92	-1607.52	-1605.59	3.55972
26 	122.481	-1733.85	-1607.3 	-1605.14	6.48696
27 	126.851	-1715.84	-1607.31	-1604.89	7.3199 
28 	131.245	-2211.17	-1608.39	-1604.89	28.3579
29 	135.544	-1733.28	-1607.18	-1604.4 	8.85385
30 	140.021	-1837.25	-1607.48	-1604.4 	15.9523
31 	144.278	-1673.18	-1606.14	-1604.19	4.71283
32 	148.602	-1680.68	-1605.86	-1603.92	4.27833
33 	152.913	-1666.4 	-1605.52	-1603.74	3.68744
34 	157.31 	-2216.91	-1606.56	-1603.74	27.5004
35 	161.714	-1718.5 	-1605.46	-1603.1 	7.23373
36 	166.206	-1664.24	-1605.05	-1603.1 	3.87337
37 	170.461	-1633.53	-1604.7 	-1603   	2.45034
38 	174.677	-1655.06	-1604.81	-1602.74	4.29273
39 	179.112	-1712.99	-1604.7 	-1602.74	6.04145
40 	183.456	-1634.51	-1604.08	-1602.74	2.76165
41 	187.737	-1686.98	-1603.9 	-1602.3 	5.22171
42 	192.145	-1713.34	-1603.78	-1602.3 	6.30877
43 	196.492	-1632.29	-1603.26	-1602.3 	1.9086 
44 	200.789	-1677.47	-1603.47	-1602.3 	4.4768 
45 	205.167	-1635.25	-1603.04	-1602.05	2.39956
46 	209.694	-1742.76	-1603.48	-1602.05	9.03543
47 	214.057	-1658.7 	-1603.02	-1602.05	4.04288
48 	218.375	-1634.76	-1602.56	-1601.6 	1.74784
49 	222.765	-1681.48	-1603.1 	-1601.6 	5.86618
50 	226.872	-1708.14	-1602.93	-1601.6 	5.99189
51 	231.208	-1684.76	-1602.63	-1601.6 	5.08289
52 	235.6  	-1643.95	-1602.6 	-1601.6 	3.97826
53 	240.064	-1670.74	-1602.36	-1601.6 	3.7961 
54 	244.475	-1650.17	-1602.13	-1601.6 	2.91855
55 	248.772	-1643.95	-1602.28	-1601.6 	3.56473
56 	253.22 	-1699.99	-1602.35	-1601.6 	5.58508
57 	257.651	-1646.84	-1602.18	-1601.6 	3.80471
58 	262.025	-2419.07	-1605.35	-1601.6 	49.2535
59 	266.418	-1633.28	-1602.27	-1601.6 	3.21164
60 	270.763	-1625.11	-1601.93	-1601.6 	1.59621
61 	275.123	-1635.05	-1602.25	-1601.6 	3.28996
62 	279.514	-1638.95	-1602.2 	-1601.52	3.15294
63 	283.793	-1720.91	-1602.48	-1601.52	7.79986
64 	288.233	-1650.81	-1602.27	-1601.52	3.69533
65 	292.516	-1654.24	-1602.33	-1601.52	4.10437
66 	296.808	-1625.28	-1602.03	-1601.52	1.99234
67 	301.022	-1828.63	-1602.95	-1601.52	11.8273
68 	305.404	-1649.82	-1602.17	-1601.52	3.51273
69 	309.795	-1769.94	-1602.42	-1601.52	8.0565 
