gen	time   	min     	avg     	max     	std    
0  	9.36341	-2718.77	-1721.43	-1628.81	89.7161
1  	13.8387	-1807.6 	-1675.4 	-1625.28	27.9775
2  	18.1988	-2340.45	-1662.67	-1621.93	50.7013
3  	22.7677	-1771.88	-1649.17	-1621.93	14.6043
4  	27.1998	-1690.87	-1641   	-1620.22	10.3561
5  	31.5314	-3212.97	-1639.14	-1616.91	73.1563
6  	35.9202	-2144   	-1633.69	-1615.46	31.5268
7  	40.4483	-1933.09	-1629.11	-1615.16	20.6682
8  	44.9476	-1881.51	-1626.44	-1614.13	20.4479
9  	49.4054	-1912.54	-1622.98	-1614.13	18.1983
10 	53.712 	-1730.9 	-1619.84	-1612.63	8.0957 
11 	58.2887	-2401.45	-1619.81	-1611.93	37.6109
12 	62.6485	-1938.02	-1618.09	-1611.29	18.8124
13 	66.9694	-1650.46	-1615.37	-1610.59	3.46126
14 	71.2507	-1794.92	-1615.57	-1610.59	10.4066
15 	75.6701	-1734.57	-1614.48	-1610.17	7.94174
16 	80.1758	-2492.42	-1615.58	-1610.17	39.6734
17 	84.5102	-1693.43	-1613.07	-1608.94	5.64724
18 	88.8586	-2429.05	-1615.84	-1608.94	40.9053
19 	93.2428	-1713.51	-1612.2 	-1608.24	6.78773
20 	97.7606	-1696.19	-1612.18	-1607.97	8.35043
21 	102.166	-1927.98	-1612.25	-1607.97	19.2207
22 	106.718	-1832.96	-1611.58	-1607.36	15.7091
23 	111.083	-1870.52	-1611.23	-1607.36	17.9202
24 	115.456	-1664   	-1609.61	-1607.36	4.59449
25 	119.996	-1661.83	-1609.08	-1606.72	3.78901
26 	124.382	-1697.87	-1609.22	-1606.67	6.63471
27 	128.799	-1833.95	-1609.69	-1606.57	14.7031
28 	133.221	-1841.46	-1608.57	-1606.57	10.8176
29 	137.557	-1655.13	-1607.71	-1606.02	3.16556
30 	141.835	-2356.14	-1609.77	-1605.97	34.0472
31 	146.056	-1691.79	-1607.87	-1605.89	6.0179 
32 	150.379	-1768.92	-1608.7 	-1605.84	12.5031
33 	154.979	-1889.44	-1607.82	-1605.67	14.1368
34 	159.302	-1645.57	-1606.93	-1605.27	3.23953
35 	163.705	-1706.65	-1606.93	-1605.27	6.03707
36 	168.093	-1711.89	-1607   	-1605.19	6.93504
37 	172.485	-1639.84	-1606.44	-1605.14	2.92271
38 	176.751	-1667.39	-1606.39	-1605.02	3.98136
39 	180.987	-1633.69	-1606.38	-1605.02	2.88429
40 	185.339	-2054.3 	-1606.86	-1605.02	20.1881
41 	189.797	-1809.65	-1606.89	-1604.49	11.3925
42 	194.195	-2306.35	-1608.04	-1604.49	33.9566
43 	198.558	-1671.23	-1605.78	-1604.49	3.62667
44 	202.82 	-1724   	-1606.23	-1604.49	7.7075 
45 	207.318	-1656.38	-1605.66	-1604.32	3.64433
46 	211.663	-1756.82	-1605.78	-1604.32	7.72382
47 	215.911	-1624.7 	-1605.04	-1604.19	1.75635
48 	220.403	-1789.75	-1605.76	-1604.19	9.5435 
49 	224.765	-1764.88	-1605.4 	-1603.8 	8.13358
50 	229.275	-2222.8 	-1605.98	-1603.8 	27.7509
51 	233.637	-1632.91	-1605.01	-1603.8 	3.23902
52 	237.827	-1717.38	-1605.16	-1603.62	7.3527 
53 	242.184	-1683.88	-1605.06	-1603.49	6.00195
54 	246.466	-1724   	-1605.08	-1603.49	7.0144 
55 	250.717	-1729.81	-1605.21	-1603.49	8.80462
56 	255.056	-1639.98	-1604.15	-1603.4 	2.46802
57 	259.461	-2050.14	-1605.52	-1603.1 	20.5156
58 	263.688	-1826.51	-1604.59	-1603.1 	10.2789
