gen	time   	min     	avg     	max     	std     
0  	8.91484	-1906.18	-1656.38	-1611.7 	35.8205 
1  	13.2039	-1854.98	-1634.54	-1608.36	21.1196 
2  	17.4268	-1693.08	-1622.76	-1608.36	8.77017 
3  	21.8354	-1833.26	-1618.1 	-1606.52	13.0051 
4  	26.133 	-1656.05	-1613.53	-1605.8 	4.40284 
5  	30.2591	-1949.08	-1611.81	-1603.8 	17.777  
6  	34.5306	-1646.97	-1608.99	-1603.8 	3.01587 
7  	38.7367	-1751.81	-1608.12	-1603.8 	8.32132 
8  	42.8557	-1652.67	-1606.69	-1602.4 	3.49213 
9  	47.1798	-1679.79	-1605.75	-1602.4 	4.17995 
10 	51.4446	-1632.87	-1604.83	-1602.4 	2.6939  
11 	55.8641	-1638.57	-1604.06	-1602.4 	2.24392 
12 	60.2113	-1622.59	-1603.47	-1602.4 	1.61082 
13 	64.4885	-1619.76	-1603.07	-1602.4 	1.38906 
14 	68.7324	-1687.45	-1603.18	-1602.12	5.31262 
15 	73.0553	-1617.44	-1602.7 	-1601.7 	1.46678 
16 	77.3707	-1615.24	-1602.55	-1601.7 	1.01763 
17 	81.5289	-1639.38	-1602.72	-1601.7 	2.20741 
18 	85.5503	-1618.12	-1602.46	-1601.7 	1.00502 
19 	89.8087	-1620.1 	-1602.32	-1601.7 	1.33383 
20 	94.0093	-1609.17	-1602.03	-1601.7 	0.808009
21 	98.2882	-1658.06	-1602.09	-1601.7 	3.53322 
22 	102.488	-1618.7 	-1601.93	-1601.7 	1.24837 
23 	106.7  	-1732.14	-1602.38	-1601.7 	6.48135 
24 	111.078	-1637.64	-1601.98	-1601.7 	1.8844  
25 	115.256	-1629.11	-1601.97	-1601.4 	1.94254 
26 	119.504	-1624.62	-1602.02	-1601.4 	1.87129 
27 	123.832	-1698.4 	-1602.11	-1601.3 	4.5655  
28 	128.012	-1618.12	-1601.95	-1601.3 	1.40932 
29 	132.124	-1645.92	-1601.96	-1601.3 	2.26845 
30 	136.476	-1624.59	-1601.84	-1601.3 	1.37765 
31 	140.764	-1630.19	-1601.89	-1601.3 	2.01746 
32 	145.064	-1611.59	-1601.56	-1601.3 	0.786437
33 	149.27 	-1645.03	-1601.76	-1600.9 	2.79896 
34 	153.529	-1607.74	-1601.4 	-1600.9 	0.519145
35 	157.724	-1627.24	-1601.56	-1600.9 	1.57842 
36 	161.943	-1619.28	-1601.5 	-1600.9 	1.45622 
37 	166.29 	-1700.29	-1601.66	-1600.9 	4.55475 
38 	170.521	-1794.7 	-1601.94	-1600.9 	8.78912 
39 	174.852	-1619   	-1601.4 	-1600.9 	1.3176  
40 	179.083	-1611.59	-1601.27	-1600.9 	0.769286
41 	183.291	-1616.44	-1601.23	-1600.9 	1.24635 
42 	187.605	-1616.72	-1601.08	-1600.9 	1.17571 
43 	191.953	-1680.78	-1601.34	-1600.9 	4.15428 
44 	196.313	-1643.29	-1601.27	-1600.9 	2.27712 
45 	200.626	-1643.05	-1601.12	-1600.9 	2.11133 
46 	204.913	-1616.35	-1601.11	-1600.9 	1.13127 
47 	209.264	-1622.68	-1601.2 	-1600.9 	1.80171 
48 	213.399	-1606.8 	-1601.01	-1600.9 	0.579857
49 	217.731	-1624.28	-1601.14	-1600.9 	1.79425 
50 	222.113	-1639.09	-1601.13	-1600.9 	1.90471 
51 	226.507	-1614.77	-1601.06	-1600.9 	1.124   
52 	230.805	-1616.44	-1601.07	-1600.9 	1.01528 
53 	235.142	-1641.3 	-1601.24	-1600.9 	2.34824 
54 	239.379	-1616.7 	-1601.09	-1600.9 	1.10892 
55 	243.64 	-1614.12	-1601.09	-1600.9 	0.926543
56 	247.775	-1606.8 	-1601.03	-1600.9 	0.637142
57 	252.011	-1618.14	-1601.18	-1600.9 	1.54789 
58 	256.447	-1622.6 	-1601.13	-1600.9 	1.54316 
59 	260.787	-1607.65	-1601.03	-1600.9 	0.659637
60 	265.162	-1649.98	-1601.26	-1600.9 	2.83588 
61 	269.52 	-1619.88	-1601.16	-1600.9 	1.74237 
62 	273.868	-1633.15	-1601.24	-1600.9 	2.23234 
63 	278.217	-1608.44	-1601.04	-1600.9 	0.670091
64 	282.538	-1626.79	-1601.18	-1600.9 	1.71399 
65 	287.041	-1616.89	-1601.11	-1600.9 	1.12497 
66 	291.375	-1739.84	-1601.4 	-1600.9 	6.36422 
67 	295.907	-2165.94	-1602.76	-1600.9 	26.2535 
68 	300.219	-1642.35	-1601.11	-1600.9 	1.99665 
69 	304.588	-1655.94	-1601.23	-1600.9 	2.93523 
70 	308.987	-1616.07	-1601.19	-1600.9 	1.53817 
71 	313.305	-1626.95	-1601.15	-1600.9 	1.58878 
72 	317.547	-1630.1 	-1601.18	-1600.9 	1.6763  
73 	321.876	-1620.26	-1601.1 	-1600.9 	1.38484 
74 	326.125	-1624.59	-1601.06	-1600.9 	1.21604 
75 	330.423	-1628.22	-1601.11	-1600.9 	1.64366 
76 	334.802	-1635.73	-1601.25	-1600.9 	2.26995 
77 	339.071	-1616.44	-1601.03	-1600.9 	0.848375
78 	343.459	-1619.87	-1601.1 	-1600.9 	1.30893 
79 	347.736	-1610.44	-1601.1 	-1600.9 	0.986746
80 	352.012	-1617   	-1601.11	-1600.9 	1.32983 
81 	356.244	-1638   	-1601.22	-1600.9 	2.41736 
82 	360.601	-1623.3 	-1601.14	-1600.9 	1.57454 
83 	364.805	-1840.12	-1601.64	-1600.9 	10.7814 
84 	369.15 	-1623.42	-1601.21	-1600.9 	1.81662 
85 	373.478	-1617.17	-1601.03	-1600.9 	0.923208
86 	377.68 	-1711.59	-1601.33	-1600.9 	5.23979 
87 	381.996	-1613.43	-1601.1 	-1600.9 	1.15482 
88 	386.178	-1626.33	-1601.19	-1600.9 	1.82323 
89 	390.325	-1683.67	-1601.33	-1600.9 	4.15241 
90 	394.696	-1625.98	-1601.05	-1600.9 	1.27172 
91 	398.89 	-1625.97	-1601.15	-1600.9 	1.7173  
92 	403.179	-1684.06	-1601.4 	-1600.9 	4.56152 
93 	407.6  	-1633.06	-1601.21	-1600.9 	2.25123 
94 	411.84 	-1614.12	-1601.07	-1600.9 	1.02737 
95 	416.222	-1691.03	-1601.52	-1600.9 	5.48769 
96 	420.345	-1624.86	-1601.14	-1600.9 	1.47363 
97 	424.739	-1649.98	-1601.26	-1600.9 	2.61096 
98 	429.096	-1657.23	-1601.32	-1600.9 	3.4064  
99 	433.508	-1641   	-1601.21	-1600.9 	2.44228 
gen	time   	min     	avg     	max     	std     
0  	9.15877	-2008.03	-1657.04	-1612.82	40.792  
1  	13.5587	-1794.74	-1635   	-1609.1 	15.518  
2  	17.8789	-1732.98	-1625.54	-1609.1 	9.59135 
3  	22.1335	-2339.61	-1621.86	-1608.32	34.7328 
4  	26.3967	-1701.57	-1616.63	-1607.62	7.69112 
5  	30.8394	-1713.16	-1613.8 	-1606.72	5.72093 
6  	35.2824	-1716.73	-1611.91	-1606.7 	5.57868 
7  	39.4081	-1712.25	-1610.57	-1604.89	6.31406 
8  	43.8047	-1632.97	-1608.61	-1603.8 	2.14072 
9  	48.2987	-1644.91	-1607.68	-1603.44	2.8654  
10 	52.6347	-1647.77	-1606.77	-1603.44	2.93261 
11 	57.0272	-1664.28	-1606.21	-1603.44	4.20426 
12 	61.2346	-1700.69	-1605.24	-1602.8 	5.28192 
13 	65.5797	-1663   	-1604.56	-1602.7 	3.06075 
14 	69.8834	-1617.79	-1603.96	-1602.35	1.3082  
15 	74.0169	-1641.97	-1603.8 	-1602.35	2.81323 
16 	78.3506	-1615.79	-1603.32	-1602.1 	0.958955
17 	82.6777	-1650.05	-1603.23	-1602.1 	2.30036 
18 	86.8969	-1610.79	-1602.97	-1602.1 	0.674581
19 	91.2246	-1626.77	-1602.91	-1602.1 	1.59893 
20 	95.7187	-1719.12	-1603.25	-1601.7 	7.50911 
21 	100.061	-1623.47	-1602.54	-1601.7 	1.23235 
22 	104.43 	-1662.71	-1602.63	-1601.7 	2.992   
23 	108.783	-1620.08	-1602.53	-1601.7 	1.70773 
24 	113.149	-1625.93	-1602.32	-1601.65	1.68369 
25 	117.572	-1633.51	-1602.24	-1601.65	2.0354  
26 	121.874	-1637.12	-1602.03	-1601.3 	1.89633 
27 	126.092	-1611.85	-1601.9 	-1601.3 	0.894795
28 	130.361	-1624.57	-1601.94	-1601.3 	1.71968 
29 	134.656	-1626.08	-1601.99	-1601.3 	1.78119 
30 	139.023	-1627.69	-1601.85	-1601   	1.47454 
31 	143.316	-1611.85	-1601.64	-1601   	0.935572
32 	147.494	-1650.64	-1601.75	-1601   	3.20237 
33 	151.684	-1618.4 	-1601.45	-1601   	1.08644 
34 	155.827	-1606.15	-1601.31	-1601   	0.410795
35 	160.195	-1612.85	-1601.41	-1601   	1.2126  
36 	164.578	-1627.54	-1601.35	-1601   	1.99019 
37 	168.733	-1614.8 	-1601.18	-1601   	1.09464 
38 	172.953	-1622.32	-1601.22	-1600.9 	1.43798 
39 	177.032	-1611.59	-1601.13	-1600.9 	0.802357
40 	181.18 	-1631.48	-1601.32	-1600.9 	2.23382 
41 	185.446	-1619.1 	-1601.17	-1600.9 	1.07695 
42 	189.777	-1612.19	-1601.17	-1600.9 	0.984566
43 	194.025	-1619.69	-1601.28	-1600.9 	1.59685 
44 	198.329	-1618.26	-1601.22	-1600.9 	1.44202 
45 	202.543	-1611.59	-1601.1 	-1600.9 	0.998368
46 	206.673	-1619.24	-1601.18	-1600.9 	1.57491 
47 	210.768	-1607.65	-1600.98	-1600.9 	0.489807
48 	214.993	-1607.74	-1600.98	-1600.9 	0.536951
49 	219.218	-1625.55	-1601.1 	-1600.9 	1.36531 
50 	223.704	-1608   	-1601.04	-1600.9 	0.749894
51 	228.072	-1611.85	-1601.03	-1600.9 	0.792295
52 	232.369	-1696.26	-1601.39	-1600.9 	4.63469 
53 	236.603	-1631.62	-1601.13	-1600.9 	1.61847 
54 	240.742	-1610.89	-1601.02	-1600.9 	0.66452 
55 	244.881	-1647.9 	-1601.31	-1600.9 	3.25682 
56 	249.084	-1624.57	-1601.2 	-1600.9 	1.72342 
57 	253.3  	-1618.3 	-1601.09	-1600.9 	1.27877 
58 	257.49 	-1619.92	-1601.11	-1600.9 	1.2041  
59 	261.735	-1630.8 	-1601.18	-1600.9 	1.8618  
60 	265.874	-1606.99	-1600.99	-1600.9 	0.465996
61 	270.119	-1625.01	-1601.22	-1600.9 	1.80225 
62 	274.392	-1611.1 	-1601.05	-1600.9 	0.851008
63 	278.662	-1620.18	-1601.15	-1600.9 	1.53827 
64 	282.927	-1625.27	-1601.13	-1600.9 	1.60772 
65 	287.169	-1618.4 	-1601.09	-1600.9 	1.08025 
66 	291.396	-1607.65	-1601.02	-1600.9 	0.642772
67 	295.587	-1696.61	-1601.26	-1600.9 	4.44342 
68 	299.795	-1611.85	-1601   	-1600.9 	0.746312
69 	304.076	-1613.8 	-1601.06	-1600.9 	0.955236
70 	308.145	-1622.22	-1601.16	-1600.9 	1.59605 
71 	312.399	-1617.7 	-1601.13	-1600.9 	1.3303  
72 	316.667	-1613.52	-1601.09	-1600.9 	1.11705 
73 	320.909	-1617.32	-1601.16	-1600.9 	1.47426 
74 	325.324	-1622.22	-1601.21	-1600.9 	1.78915 
75 	329.634	-1611.59	-1601.08	-1600.9 	0.997039
76 	333.858	-1610.07	-1600.99	-1600.9 	0.568949
77 	338.124	-1615.47	-1601.05	-1600.9 	1.01238 
78 	342.362	-2014.08	-1601.87	-1600.9 	18.4742 
79 	346.595	-1625.87	-1601.12	-1600.9 	1.37666 
80 	350.78 	-1611.59	-1601.04	-1600.9 	0.90801 
81 	355.014	-1636.02	-1601.15	-1600.9 	2.03136 
82 	359.27 	-1646.02	-1601.18	-1600.9 	2.39208 
83 	363.449	-1608.6 	-1601.02	-1600.9 	0.680186
84 	367.654	-1993.4 	-1601.98	-1600.9 	17.6182 
85 	372.007	-1614.95	-1601.04	-1600.9 	0.891339
86 	376.262	-1614.4 	-1601.14	-1600.9 	1.23298 
87 	380.533	-1664.87	-1601.28	-1600.9 	3.74084 
88 	384.636	-1609.65	-1601.04	-1600.9 	0.802015
89 	388.87 	-1624.04	-1601.19	-1600.9 	1.79218 
90 	393.085	-1610.05	-1601.02	-1600.9 	0.769538
91 	397.347	-1616.72	-1601.17	-1600.9 	1.25896 
92 	401.584	-1622.18	-1601.06	-1600.9 	1.20056 
93 	405.721	-1621.34	-1601.17	-1600.9 	1.61159 
94 	409.883	-1629.49	-1601.05	-1600.9 	1.49479 
95 	414.265	-1607.9 	-1601.01	-1600.9 	0.683344
96 	418.654	-1611.61	-1601.1 	-1600.9 	1.02143 
