gen	time   	min     	avg     	max     	std     
0  	11.2015	-2325.92	-2053.84	-2029.14	27.7301 
1  	16.3059	-2186.89	-2040.6 	-2028.74	11.7193 
2  	21.6356	-2094.41	-2035.26	-2028.74	6.08182 
3  	26.878 	-2060.81	-2032.23	-2028.74	3.03412 
4  	32.242 	-2101.51	-2030.88	-2028.49	3.87808 
5  	37.7569	-2651.65	-2031.32	-2027.92	27.8712 
6  	42.9494	-2047.86	-2029.23	-2027.8 	1.30089 
7  	48.3128	-2060.84	-2028.95	-2027.8 	1.82518 
8  	53.7181	-2068.12	-2028.93	-2027.74	2.30397 
9  	59.2632	-2096.07	-2028.82	-2027.74	3.76695 
10 	64.5677	-2055.27	-2028.28	-2027.05	1.58976 
11 	70.0877	-2036.36	-2028.02	-2026.52	0.834205
12 	75.5642	-2056.59	-2027.97	-2026.52	1.56613 
13 	80.8753	-2145.71	-2028.07	-2026.35	5.62277 
14 	86.185 	-2035.1 	-2027.46	-2026.35	0.701366
15 	91.4784	-2049.81	-2027.24	-2026.35	1.51634 
16 	96.8251	-2039.22	-2026.8 	-2026.35	0.797483
17 	102.059	-2039.77	-2026.66	-2026.35	1.00574 
18 	107.257	-2037.82	-2026.58	-2025.7 	0.851806
19 	112.5  	-2036.01	-2026.53	-2025.7 	0.782186
20 	117.833	-2035.36	-2026.46	-2025.7 	0.677798
21 	123.432	-2049.28	-2026.54	-2025.7 	1.63464 
22 	128.837	-2074.98	-2026.69	-2025.7 	3.32607 
23 	134.187	-2040.74	-2026.25	-2025.7 	0.825738
24 	139.284	-2095.14	-2026.28	-2025.7 	3.3395  
25 	144.449	-2035.89	-2025.84	-2025.7 	0.600853
26 	149.814	-2033.7 	-2025.8 	-2025.7 	0.583523
27 	154.957	-2038.8 	-2025.85	-2025.7 	1.01926 
28 	160.426	-2040.47	-2025.82	-2025.7 	0.954176
29 	165.883	-2065.08	-2025.9 	-2025.7 	2.1293  
30 	171.315	-2049.41	-2025.93	-2025.7 	1.6255  
31 	176.77 	-2039.77	-2025.87	-2025.7 	1.07096 
32 	182.208	-2029.92	-2025.76	-2025.7 	0.30477 
33 	187.504	-2039.77	-2025.88	-2025.7 	1.00246 
34 	192.825	-2049.57	-2025.86	-2025.7 	1.50629 
35 	198.212	-2034.92	-2025.77	-2025.7 	0.530591
36 	203.557	-2049.57	-2025.94	-2025.7 	1.55977 
37 	208.97 	-2040.47	-2025.78	-2025.7 	0.724431
38 	214.347	-2042.7 	-2025.87	-2025.7 	1.14574 
39 	219.662	-2042.42	-2025.82	-2025.7 	1.09339 
40 	225.119	-2032.05	-2025.8 	-2025.7 	0.596104
41 	230.319	-2047.04	-2025.94	-2025.7 	1.62567 
42 	235.671	-2036.85	-2025.82	-2025.7 	0.805768
43 	241.126	-2043.4 	-2025.81	-2025.7 	0.908815
44 	246.572	-2071.02	-2026.06	-2025.7 	2.91979 
45 	251.984	-2034.66	-2025.82	-2025.7 	0.704257
46 	257.422	-2029   	-2025.75	-2025.7 	0.276768
47 	262.828	-2044.66	-2025.85	-2025.7 	1.30136 
48 	268.224	-2034.66	-2025.85	-2025.7 	0.79398 
49 	273.589	-2033.7 	-2025.79	-2025.7 	0.574043
50 	279.016	-2042.42	-2025.8 	-2025.7 	0.841652
51 	284.305	-2038.52	-2025.82	-2025.7 	0.891386
52 	289.76 	-2153.88	-2026.1 	-2025.7 	5.80065 
53 	295.132	-2030.15	-2025.77	-2025.7 	0.432581
54 	300.51 	-2033   	-2025.8 	-2025.7 	0.532706
55 	305.903	-2041.44	-2025.92	-2025.7 	1.32559 
56 	311.363	-2069.04	-2025.91	-2025.7 	2.07005 
57 	316.636	-2029   	-2025.76	-2025.7 	0.289514
58 	321.984	-2034.52	-2025.82	-2025.7 	0.67631 
59 	327.363	-2048.3 	-2025.89	-2025.7 	1.38469 
60 	332.762	-2111.45	-2026.16	-2025.7 	5.20378 
61 	338.123	-2035.62	-2025.81	-2025.7 	0.767949
62 	343.598	-2035.07	-2025.79	-2025.7 	0.730753
63 	348.839	-2053.22	-2025.87	-2025.7 	1.45712 
64 	354.073	-2033.7 	-2025.81	-2025.7 	0.715988
65 	359.506	-2039.35	-2025.82	-2025.7 	0.930005
66 	365.026	-2033.7 	-2025.79	-2025.7 	0.591144
67 	370.28 	-2127.97	-2026.12	-2025.7 	4.90166 
68 	375.748	-2043.4 	-2025.84	-2025.7 	1.05159 
69 	381.264	-2094.84	-2025.96	-2025.7 	3.1581  
70 	386.638	-2031.8 	-2025.77	-2025.7 	0.418297
71 	392.202	-2033.7 	-2025.78	-2025.7 	0.554604
72 	397.568	-2061.41	-2025.86	-2025.7 	1.67735 
73 	402.991	-2044.66	-2025.88	-2025.7 	1.13172 
74 	408.347	-2071.31	-2025.95	-2025.7 	2.40799 
75 	413.797	-2038.25	-2025.83	-2025.7 	0.855769
76 	419.348	-2034.92	-2025.8 	-2025.3 	0.716276
77 	424.742	-2057.17	-2025.9 	-2025.3 	1.56337 
78 	430.139	-2087.89	-2025.9 	-2025.3 	2.85127 
79 	435.475	-2106.38	-2025.98	-2025.3 	3.76617 
80 	440.737	-2034.92	-2025.73	-2025.3 	0.759295
81 	445.976	-2082.22	-2025.78	-2025.3 	2.86346 
82 	451.356	-2065.37	-2025.61	-2025.3 	2.35829 
83 	456.816	-2035.89	-2025.42	-2025.3 	0.78151 
84 	462.093	-2041.72	-2025.41	-2025.3 	1.0196  
85 	467.757	-2038.8 	-2025.43	-2025.3 	0.937464
86 	473.031	-2076.27	-2025.48	-2025.3 	2.3154  
87 	478.217	-2029.22	-2025.37	-2025.3 	0.38053 
88 	483.816	-2042.7 	-2025.45	-2025.3 	1.12876 
89 	488.936	-2036.01	-2025.4 	-2025.3 	0.690091
90 	494.347	-2043.14	-2025.46	-2025.3 	1.20674 
91 	499.793	-2031.1 	-2025.36	-2025.3 	0.445812
92 	505.149	-2031.4 	-2025.4 	-2025.3 	0.507057
93 	510.452	-2034.92	-2025.44	-2025.3 	0.810109
94 	515.787	-2027.7 	-2025.32	-2025.3 	0.173848
95 	520.883	-2043   	-2025.43	-2025.3 	1.10621 
96 	526.256	-2031.1 	-2025.35	-2025.3 	0.334014
97 	531.68 	-2042.7 	-2025.52	-2025.3 	1.48119 
98 	537.106	-2040.07	-2025.44	-2025.3 	1.0398  
99 	542.507	-2043   	-2025.4 	-2025.3 	0.989779
gen	time   	min     	avg     	max     	std     
0  	11.1515	-2217.26	-2051.89	-2030.32	22.5924 
1  	16.4815	-2061.06	-2038.92	-2029.62	6.04576 
2  	21.6785	-2123.44	-2034.94	-2027.92	6.08573 
3  	26.9478	-2075.68	-2032.59	-2027.92	3.15107 
4  	32.4604	-2060.96	-2031.11	-2027.4 	2.35931 
5  	37.7255	-2071.31	-2030.09	-2027.4 	2.77453 
6  	43.0194	-2039.51	-2029.15	-2027.1 	1.37877 
