% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.100943907e+07 +1.100943907e+07 +1.100922919e+07 +1.100922919e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +8.841476633e+06 +8.841476633e+06 +8.841266753e+06 +8.841266753e+06 +2.5437e-01 +7.3313e-02 +7.2672e-01 +4.4960e-01 +2.0644e-01 +9.8742e-01 +3.7301e-01 +4.8083e-01 +4.1114e-01 +4.2378e-01 +2.7721e-01 +9.2405e-01 +8.6805e-01 +4.7184e-01 +7.5489e-01 +2.0192e-01 +9.9800e-01 +5.6086e-01 +3.1058e-01 +9.9424e-01
5 +8.137783617e+06 +8.137783617e+06 +8.137573737e+06 +8.137573737e+06 +7.7517e-01 +2.5978e-01 +7.3114e-01 +3.9972e-01 +3.0187e-01 +3.7935e-01 +2.8231e-01 +9.7916e-01 +7.2417e-01 +9.4827e-01 +9.5271e-02 +5.2643e-01 +4.0584e-01 +3.0643e-01 +5.8631e-01 +7.1817e-01 +2.0105e-02 +9.5072e-01 +4.4290e-01 +9.8008e-01
6 +8.011470580e+06 +8.011470580e+06 +8.011260700e+06 +8.011260700e+06 +1.7803e-01 +7.7913e-01 +7.6126e-01 +3.3200e-02 +2.7094e-02 +3.4790e-01 +1.3075e-01 +3.3246e-01 +6.6288e-01 +3.9226e-01 +6.9353e-01 +8.7664e-01 +5.3210e-01 +4.2729e-01 +9.7834e-01 +1.3956e-01 +1.5935e-01 +5.8089e-01 +9.7531e-02 +8.8035e-01
118 +7.756962902e+06 +7.756962902e+06 +7.756753022e+06 +7.756753022e+06 +4.1777e-01 +8.4317e-01 +2.2731e-02 +7.1880e-01 +8.6438e-01 +7.7125e-02 +4.8947e-01 +6.4059e-02 +9.2305e-01 +2.9708e-01 +5.6892e-01 +6.1146e-01 +5.0302e-01 +6.5230e-01 +9.6541e-01 +3.8413e-01 +3.7454e-01 +8.5923e-01 +3.6756e-02 +9.3743e-01
7425 +7.542441393e+06 +7.542441393e+06 +7.542231513e+06 +7.542231513e+06 +5.5482e-01 +9.4884e-01 +7.6167e-01 +3.8251e-01 +5.6768e-01 +8.4374e-01 +7.4784e-01 +9.0083e-01 +9.9220e-01 +2.4620e-01 +6.5806e-01 +5.3706e-01 +6.2750e-01 +2.1461e-02 +2.8612e-01 +4.7139e-01 +2.2431e-01 +8.5923e-01 +3.6756e-02 +9.3743e-01
17779 +7.408223156e+06 +7.408223156e+06 +7.408013276e+06 +7.408013276e+06 +9.7073e-01 +6.8247e-01 +6.0324e-01 +1.1461e-02 +7.3189e-02 +5.0587e-01 +6.1278e-01 +2.1815e-01 +1.1278e-02 +3.1567e-01 +3.5215e-01 +6.9616e-01 +4.3531e-01 +6.9359e-01 +8.7529e-01 +8.2066e-03 +1.5252e-01 +8.5923e-01 +3.6756e-02 +9.3743e-01
36068 +7.236751158e+06 +7.236751158e+06 +7.236541278e+06 +7.236541278e+06 +7.5927e-01 +6.1490e-01 +5.6887e-01 +8.5064e-01 +2.5658e-01 +9.7889e-01 +5.5828e-01 +3.3057e-01 +2.0775e-01 +6.1988e-01 +9.5980e-01 +1.0350e-01 +7.9289e-01 +2.1461e-02 +8.4022e-01 +1.2197e-01 +1.0934e-01 +9.4154e-01 +3.6756e-02 +9.6993e-01
46780 +7.065747113e+06 +7.065747113e+06 +7.065537233e+06 +7.065537233e+06 +6.9035e-01 +8.8679e-01 +8.4319e-01 +7.6298e-02 +8.3532e-01 +4.4206e-01 +1.2660e-01 +8.5551e-01 +7.8852e-01 +9.3257e-01 +3.3652e-01 +1.9448e-01 +9.6544e-01 +8.5744e-02 +4.2162e-01 +1.2197e-01 +1.0934e-01 +9.4154e-01 +6.9186e-03 +9.7825e-01
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
