1: tournsize='3'
2: tournsize='7'
3: tournsize='31'
4: tournsize='32'
5: tournsize='38'
6: tournsize='13'
7: tournsize='11'
8: tournsize='8'
9: tournsize='2'
10: tournsize='4'
11: tournsize='41'
12: tournsize='47'
13: tournsize='34'
14: tournsize='26'
15: tournsize='23'
16: tournsize='33'
17: tournsize='6'
18: tournsize='18'
19: tournsize='27'
20: tournsize='5'
21: tournsize='10'
22: tournsize='28'
23: tournsize='49'
24: tournsize='16'
25: tournsize='50'
26: tournsize='45'
27: tournsize='22'
28: tournsize='20'
29: tournsize='46'
30: tournsize='36'
31: tournsize='29'
32: tournsize='14'
33: tournsize='24'
34: tournsize='21'
35: tournsize='15'
36: tournsize='48'
37: tournsize='37'
38: tournsize='35'
39: tournsize='19'
