Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,802.0,0,3600.0,-1,0.0,0.0,1,802.0,0,0.0,SAT,,336.541,
2,2,1,800.0,0,3600.0,-1,166.84,0.0,1,800.0,1,166.84,SAT,,130.305,
3,3,1,808.0,0,3600.0,-1,231.76,0.0,1,808.0,1,398.6,SAT,,82.44,
4,4,1,800.0,0,3600.0,-1,271.068,0.0,1,800.0,2,669.668,SAT,,147.523,
5,5,1,806.0,0,3600.0,-1,342.78,0.0,1,806.0,2,1012.448,SAT,,192.778,
6,6,1,800.0,0,3600.0,-1,439.352,0.0,1,800.0,3,1451.8,SAT,,398.146,
7,7,1,800.0,0,3600.0,-1,633.376,0.0,1,800.0,3,2085.176,SAT,,241.575,
8,8,1,800.0,0,3600.0,-1,793.404,0.0,1,800.0,4,2878.58,SAT,,133.051,
9,9,1,800.0,0,3600.0,-1,922.264,0.0,1,800.0,4,3800.844,SAT,,190.753,
10,10,1,800.0,0,3600.0,-1,1112.812,0.0,1,800.0,5,4913.656,SAT,,99.415,
11,11,1,800.0,0,3600.0,-1,1212.136,0.0,1,800.0,5,6125.7919999999995,SAT,,165.487,
12,12,1,805.0,0,3600.0,-1,1377.4,0.0,1,805.0,6,7503.191999999999,SAT,,15.552,
13,13,1,800.0,0,3600.0,-1,1392.896,0.0,1,800.0,6,8896.088,SAT,,84.126,
14,14,1,801.0,0,3600.0,-1,1474.876,0.0,1,801.0,7,10370.964,SAT,,145.795,
15,15,1,803.0,0,3600.0,-1,1620.144,0.0,1,803.0,7,11991.108,SAT,,163.554,
16,16,1,802.0,0,3600.0,-1,1783.516,0.0,1,802.0,8,13774.624,SAT,,155.933,
17,17,1,800.0,0,3600.0,-1,1939.256,0.0,1,800.0,8,15713.88,SAT,,183.683,
18,18,1,800.0,0,3600.0,-1,2122.332,0.0,1,800.0,9,17836.212,SAT,,183.552,
19,19,1,805.0,0,3600.0,-1,2304.636,0.0,1,805.0,9,20140.847999999998,SAT,,145.384,
20,20,1,800.0,0,3600.0,-1,2449.496,0.0,1,800.0,10,22590.343999999997,SAT,,85.674,
21,21,1,807.0,0,3600.0,-1,2529.576,0.0,1,807.0,10,25119.92,SAT,,270.35,
22,22,1,800.0,0,3600.0,-1,2707.428,0.0,1,800.0,11,27827.347999999998,SAT,,262.102,
23,23,1,802.0,0,3600.0,-1,2866.036,0.0,1,802.0,11,30693.384,SAT,,88.47,
24,24,1,800.0,0,3600.0,-1,2920.828,0.0,1,800.0,12,33614.212,SAT,,100.527,
25,25,1,811.0,0,3600.0,-1,2988.268,0.0,1,811.0,12,36602.479999999996,SAT,,172.994,
