43.3655 146.9295 2006 1 1 3.0 40.01 0 15 15 
40.9418 143.1538 2006 1 1 4.1 40.0 8 40 34 
43.7833 147.4107 2006 1 1 3.0 28.0 18 28 28 
46.1827 144.0143 2006 1 1 3.5 359.31 21 16 28 
43.8225 147.3547 2006 1 2 3.0 12.0 20 39 1 
38.289 144.6845 2006 1 2 3.1 39.0 21 18 23 
38.1817 144.6595 2006 1 3 4.5 57.0 5 7 26 
38.8072 142.0135 2006 1 3 3.3 46.16 14 52 10 
41.6208 144.8555 2006 1 3 4.1 52.58 16 33 29 
41.622 144.8668 2006 1 3 3.8 53.41 17 2 0 
38.9045 141.0435 2006 1 3 3.0 8.1 18 12 43 
41.3193 142.6563 2006 1 3 4.7 34.9 21 26 0 
36.1283 140.8813 2006 1 3 3.3 43.83 23 32 2 
41.1072 140.2732 2006 1 4 3.0 168.54 9 28 59 
40.192 141.8997 2006 1 4 3.9 38.84 15 24 31 
42.3853 144.577 2006 1 4 3.4 43.95 16 46 15 
37.5353 142.2472 2006 1 5 3.8 34.66 1 15 9 
38.64 141.91 2006 1 5 3.1 46.85 2 55 23 
39.9705 142.4105 2006 1 5 3.6 37.71 5 17 17 
44.8798 148.7588 2006 1 5 4.5 131.0 10 35 52 
47.452 152.6262 2006 1 5 4.8 30.0 15 1 56 
39.0508 141.0988 2006 1 5 3.1 96.14 15 20 38 
43.9582 147.9398 2006 1 5 4.2 0.0 15 36 29 
43.031 147.2255 2006 1 5 3.6 40.0 20 0 45 
38.2468 144.633 2006 1 5 3.2 26.0 20 45 30 
36.7598 140.8847 2006 1 5 3.2 86.76 21 17 3 
38.2518 144.6907 2006 1 5 3.0 42.0 21 27 49 
37.989 144.6765 2006 1 6 3.0 52.0 1 1 19 
44.5945 147.6102 2006 1 6 4.2 102.0 10 8 52 
45.2217 147.5435 2006 1 7 3.2 174.0 7 22 23 
43.3522 146.8843 2006 1 7 3.8 38.3 11 12 10 
35.8015 141.2143 2006 1 7 3.0 62.68 11 16 27 
41.0595 143.311 2006 1 7 3.1 42.0 15 30 8 
41.0662 143.3117 2006 1 7 3.1 37.0 17 37 6 
45.0935 149.319 2006 1 7 3.8 30.0 20 16 45 
44.5685 146.6287 2006 1 8 3.0 161.0 4 32 43 
42.554 143.4555 2006 1 8 3.4 58.21 5 52 44 
43.5672 147.421 2006 1 8 3.0 17.0 5 56 57 
38.137 144.7262 2006 1 8 3.0 52.0 9 41 1 
44.5538 148.7982 2006 1 8 3.3 30.0 11 42 41 
39.096 143.6557 2006 1 8 3.5 25.14 16 17 53 
38.3583 142.2687 2006 1 8 3.1 36.42 16 52 46 
38.2763 144.729 2006 1 8 3.0 48.0 17 46 11 
38.3465 144.7197 2006 1 8 3.0 56.0 20 1 59 
45.919 151.8363 2006 1 9 4.3 30.0 5 40 16 
38.1722 144.7122 2006 1 9 4.9 51.0 7 25 10 
46.1568 149.0723 2006 1 9 3.2 343.0 7 44 7 
47.1795 148.4507 2006 1 9 3.2 392.0 13 32 13 
36.354 140.5687 2006 1 9 3.2 60.28 15 31 14 
38.227 144.806 2006 1 9 3.0 54.0 16 54 20 
46.8223 148.1763 2006 1 9 3.6 392.0 21 32 37 
43.3977 146.435 2006 1 9 3.2 73.66 22 45 56 
38.7957 142.4172 2006 1 10 3.9 42.09 8 17 7 
42.8678 143.7082 2006 1 10 4.2 85.02 10 21 44 
45.0028 149.6297 2006 1 10 3.9 30.0 18 15 2 
46.1893 152.047 2006 1 10 4.0 30.0 22 24 40 
37.218 141.1947 2006 1 10 3.0 55.98 22 55 1 
43.3988 145.215 2006 1 11 4.4 117.77 0 7 0 
46.0337 147.8717 2006 1 11 3.3 299.0 3 43 37 
42.9707 145.4668 2006 1 11 3.3 44.44 8 32 20 
35.3635 139.1242 2006 1 11 3.3 19.71 9 14 18 
42.0207 139.169 2006 1 11 3.0 18.88 9 25 15 
38.0007 144.4652 2006 1 11 3.0 52.0 10 33 48 
45.6165 143.3758 2006 1 11 3.0 319.0 12 18 21 
42.0692 147.7513 2006 1 11 4.0 10.0 14 31 38 
42.0415 147.8427 2006 1 11 3.5 24.0 14 38 24 
38.2698 142.4825 2006 1 11 3.0 38.65 16 21 31 
38.2673 142.4878 2006 1 11 3.2 38.14 16 22 59 
37.3985 141.7315 2006 1 11 3.4 41.56 22 58 38 
46.0663 151.5307 2006 1 12 4.7 30.0 15 10 8 
40.777 139.159 2006 1 13 3.4 17.81 5 17 56 
42.035 142.5978 2006 1 13 3.9 60.78 8 47 52 
43.626 147.1823 2006 1 13 3.1 41.0 9 37 21 
43.0932 147.0813 2006 1 14 3.7 51.92 0 35 27 
37.7828 142.3077 2006 1 14 3.5 36.26 2 31 25 
37.2112 142.1623 2006 1 14 3.0 31.0 5 38 10 
44.1872 148.3187 2006 1 14 4.1 0.0 11 6 19 
38.8703 141.6118 2006 1 14 3.1 73.67 14 30 35 
36.1878 140.0273 2006 1 14 4.3 52.43 15 30 9 
36.2655 139.9082 2006 1 15 3.2 109.62 5 57 15 
43.7775 147.6913 2006 1 15 3.4 21.0 8 44 51 
40.245 144.5142 2006 1 15 3.0 48.0 11 48 43 
36.1017 141.3195 2006 1 15 3.2 44.42 14 22 2 
36.8965 141.7127 2006 1 15 3.4 47.49 17 21 56 
45.0115 141.5467 2006 1 15 3.0 288.36 20 56 56 
43.5265 146.747 2006 1 16 3.7 38.35 1 47 1 
36.5447 140.9102 2006 1 16 4.0 49.14 7 53 57 
44.7785 149.0942 2006 1 16 3.3 146.0 11 16 10 
41.4768 142.0065 2006 1 16 3.6 63.36 16 38 12 
36.3435 140.9293 2006 1 16 3.1 39.71 22 20 32 
39.2737 144.2375 2006 1 17 3.0 52.0 2 17 8 
43.9517 148.0637 2006 1 17 3.9 5.0 4 43 49 
43.2403 139.3715 2006 1 17 3.2 35.23 9 47 29 
44.9482 149.4312 2006 1 17 3.0 148.0 14 55 50 
40.8337 144.5992 2006 1 17 3.9 50.0 19 19 0 
42.329 143.0123 2006 1 17 3.3 53.33 19 44 12 
44.2277 146.6512 2006 1 18 3.7 140.32 17 14 43 
37.7997 142.2 2006 1 18 5.7 35.94 23 25 25 
37.8265 142.1268 2006 1 18 3.8 34.66 23 27 34 
37.8232 142.18 2006 1 18 3.8 27.75 23 29 37 
37.7722 142.0938 2006 1 18 3.8 31.0 23 29 43 
37.8173 142.2225 2006 1 19 3.0 32.42 0 31 46 
37.8203 142.2643 2006 1 19 3.5 34.35 0 53 39 
37.7992 142.1627 2006 1 19 3.0 34.99 0 59 20 
37.834 142.1753 2006 1 19 3.8 36.43 1 44 51 
37.8022 142.1592 2006 1 19 4.3 34.97 2 34 42 
38.1272 144.7262 2006 1 19 3.1 52.0 5 0 17 
43.0345 144.7778 2006 1 19 4.2 84.29 6 53 36 
37.4165 141.9027 2006 1 19 3.0 39.19 7 12 50 
38.3552 144.7238 2006 1 19 3.2 41.0 12 12 33 
37.8412 142.1715 2006 1 19 3.3 35.8 14 17 12 
40.3465 142.1783 2006 1 19 3.1 44.09 15 54 29 
43.4967 147.76 2006 1 19 3.0 0.0 20 35 37 
45.479 150.8608 2006 1 19 4.3 30.0 22 12 45 
38.5423 142.1735 2006 1 19 3.2 29.68 22 52 7 
38.3248 144.7475 2006 1 19 3.0 39.0 23 0 23 
37.8315 142.2088 2006 1 19 3.4 35.0 23 37 3 
43.4083 146.8968 2006 1 20 4.1 38.56 5 21 29 
45.3538 148.584 2006 1 20 3.0 159.0 7 39 15 
40.661 142.3007 2006 1 20 3.4 41.7 11 55 58 
37.8395 142.1872 2006 1 20 3.2 39.72 15 59 0 
40.1248 142.4687 2006 1 20 3.8 34.71 18 2 4 
37.8362 142.1978 2006 1 21 3.8 35.24 2 1 10 
43.8467 146.9682 2006 1 21 3.5 102.31 11 37 21 
44.0782 148.2972 2006 1 21 3.9 0.0 13 14 30 
44.5678 147.9618 2006 1 21 3.5 158.0 15 38 32 
36.6603 141.2645 2006 1 21 3.5 46.24 20 52 11 
36.8675 140.3245 2006 1 21 3.0 107.97 22 46 19 
36.4202 140.7988 2006 1 21 3.9 46.25 23 30 42 
41.3832 142.5705 2006 1 21 3.2 34.26 23 31 38 
38.0577 144.6282 2006 1 22 3.7 57.0 0 12 52 
35.995 140.2267 2006 1 22 3.5 41.58 1 1 50 
42.0877 139.1762 2006 1 22 3.8 20.89 11 19 2 
42.0922 139.1852 2006 1 22 3.4 20.01 11 20 22 
43.9325 148.0543 2006 1 22 3.0 19.0 14 1 42 
41.9648 144.4738 2006 1 22 3.0 36.0 17 10 55 
38.945 140.8487 2006 1 23 3.2 5.08 3 37 0 
43.3115 146.1948 2006 1 24 4.3 51.94 5 35 40 
36.8122 142.2382 2006 1 24 3.0 12.8 7 23 39 
44.2743 146.0997 2006 1 24 3.6 167.4 9 7 17 
36.6682 140.9822 2006 1 24 3.1 47.09 12 0 26 
37.8252 142.213 2006 1 24 3.1 34.68 13 58 46 
43.4648 147.3958 2006 1 24 3.8 14.28 15 10 2 
45.8792 151.0228 2006 1 24 3.6 154.0 16 44 32 
41.0182 142.1155 2006 1 24 3.1 51.6 17 19 28 
43.5102 147.623 2006 1 25 3.3 17.0 6 56 14 
42.925 144.5012 2006 1 25 3.1 59.78 9 51 13 
36.0443 139.5193 2006 1 25 3.3 119.41 13 24 45 
44.5997 149.0208 2006 1 26 3.7 30.0 0 38 29 
44.401 149.64 2006 1 26 4.1 30.0 2 37 14 
38.8333 141.6337 2006 1 26 3.8 67.88 3 0 8 
