% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.680316576e+01 +3.680316576e+01 -1.554683424e+01 -1.554683424e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 +3.578809569e+01 +3.578809569e+01 -1.656190431e+01 -1.656190431e+01 +2.3006e-01 +1.9478e-01 +5.7221e-01 +7.6718e-01 +6.6642e-01 +6.5777e-01 +8.7228e-01 +3.3633e-01 +7.1984e-01 +2.5527e-01 +8.4612e-02 +4.8457e-01 +2.2557e-02 +3.0159e-01 +7.2070e-01 +4.1431e-01 +1.8144e-01 +6.3045e-01 +8.5951e-01 +7.6239e-01
13 +3.355789896e+01 +3.355789896e+01 -1.879210104e+01 -1.879210104e+01 +9.1839e-01 +5.3940e-01 +9.7337e-02 +1.3677e-01 +5.6832e-01 +8.4226e-01 +8.2800e-02 +3.4773e-01 +9.6139e-01 +7.0111e-01 +4.6780e-01 +7.2209e-01 +2.8717e-01 +1.8941e-01 +3.5955e-01 +1.3847e-01 +6.2222e-02 +8.3682e-01 +2.0819e-01 +1.1575e-01
91 +3.205199036e+01 +3.205199036e+01 -2.029800964e+01 -2.029800964e+01 +7.2097e-01 +4.7038e-01 +1.1178e-01 +4.2752e-02 +6.0170e-01 +9.1548e-01 +5.1005e-01 +1.5894e-01 +6.4972e-01 +3.5753e-01 +5.4650e-01 +3.2807e-01 +4.5450e-01 +6.5199e-01 +8.5703e-01 +7.5685e-02 +2.6766e-01 +4.1836e-01 +6.9944e-01 +3.2849e-02
93 +3.052765992e+01 +3.052765992e+01 -2.182234008e+01 -2.182234008e+01 +3.1278e-02 +5.1461e-01 +8.0946e-01 +4.5196e-01 +8.4508e-02 +7.9713e-01 +2.5164e-02 +9.5928e-01 +7.5757e-01 +3.9991e-02 +1.4381e-01 +8.1659e-01 +1.9555e-01 +1.4230e-01 +8.3116e-01 +3.0802e-01 +2.7034e-01 +7.9101e-01 +4.9018e-01 +3.3280e-01
4756 +2.975904540e+01 +2.975904540e+01 -2.259095460e+01 -2.259095460e+01 +1.8012e-01 +2.2738e-01 +9.1175e-01 +2.6607e-01 +5.3314e-02 +8.7842e-01 +3.5338e-01 +1.6582e-01 +7.3137e-01 +1.5843e-01 +5.5391e-01 +1.0454e-01 +1.3430e-01 +5.3077e-01 +8.0941e-01 +2.2466e-02 +2.8781e-01 +4.7320e-01 +3.2616e-01 +8.6746e-02
7567 +2.811354260e+01 +2.811354260e+01 -2.423645740e+01 -2.423645740e+01 +1.8012e-01 +2.2738e-01 +9.1175e-01 +2.6607e-01 +5.3314e-02 +8.7842e-01 +3.5338e-01 +1.6582e-01 +7.3137e-01 +1.5843e-01 +5.5391e-01 +1.0454e-01 +1.3430e-01 +5.3077e-01 +6.5094e-01 +4.2969e-02 +7.8682e-01 +3.1624e-01 +9.7119e-01 +2.3295e-02
15915 +2.719116882e+01 +2.719116882e+01 -2.515883118e+01 -2.515883118e+01 +4.3009e-01 +2.2738e-01 +9.1175e-01 +2.6607e-01 +4.1768e-02 +8.7842e-01 +3.5338e-01 +1.6582e-01 +9.3983e-01 +7.2467e-03 +4.9083e-01 +6.1786e-01 +8.6754e-02 +4.5883e-01 +3.1746e-02 +8.9569e-01 +8.7090e-03 +7.9301e-01 +9.7119e-01 +2.3295e-02
24543 +2.598650481e+01 +2.598650481e+01 -2.636349519e+01 -2.636349519e+01 +4.3009e-01 +2.2738e-01 +9.1175e-01 +2.6607e-01 +4.1768e-02 +8.7842e-01 +3.5338e-01 +1.6582e-01 +9.3983e-01 +7.2467e-03 +4.7004e-01 +9.0999e-01 +1.2220e-01 +8.8048e-02 +8.3445e-01 +1.7066e-01 +1.4181e-01 +5.5725e-01 +9.8189e-01 +8.5516e-02
38765 +2.555115409e+01 +2.555115409e+01 -2.679884591e+01 -2.679884591e+01 +9.8538e-03 +2.2738e-01 +9.1175e-01 +2.6607e-01 +4.1768e-02 +8.7842e-01 +3.5338e-01 +1.6582e-01 +9.3983e-01 +7.2467e-03 +4.7004e-01 +9.0999e-01 +1.2220e-01 +8.8048e-02 +8.3445e-01 +1.7066e-01 +1.4181e-01 +5.5725e-01 +9.8189e-01 +8.5516e-02
