% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.992761284e+02 +3.992761284e+02 +3.900661284e+02 +3.900661284e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +3.929086659e+02 +3.929086659e+02 +3.836986659e+02 +3.836986659e+02 +2.0894e-01 +1.2587e-01 +9.0644e-01 +4.0284e-01 +1.1611e-01 +7.1645e-01 +9.7493e-01 +4.5019e-01 +5.4645e-01 +9.4981e-01 +4.2257e-01 +2.1310e-01 +7.0586e-01 +9.8672e-02 +6.5838e-01 +2.7612e-01 +1.3398e-01 +9.6584e-01 +5.0373e-01 +1.4476e-01
4 +3.816070300e+02 +3.816070300e+02 +3.723970300e+02 +3.723970300e+02 +8.6341e-01 +1.6665e-01 +6.9864e-01 +6.5037e-01 +1.0626e-01 +4.8876e-01 +3.3231e-01 +6.6172e-01 +7.8800e-01 +2.2029e-02 +8.9699e-01 +8.4191e-02 +9.9157e-01 +6.5130e-01 +9.9009e-01 +2.4619e-01 +6.4755e-01 +5.6193e-01 +1.5002e-01 +5.0983e-01
13 +3.793202026e+02 +3.793202026e+02 +3.701102026e+02 +3.701102026e+02 +4.8045e-01 +9.0211e-01 +4.3097e-01 +8.3922e-01 +3.1173e-01 +8.9547e-01 +8.2684e-01 +6.2077e-02 +6.7998e-01 +8.1587e-01 +2.2832e-01 +1.5660e-01 +7.5700e-01 +9.3234e-01 +4.5607e-01 +9.5849e-01 +5.6283e-01 +8.7022e-01 +4.5732e-01 +9.6596e-01
318 +3.695006199e+02 +3.695006199e+02 +3.602906199e+02 +3.602906199e+02 +7.6242e-01 +9.0078e-01 +6.2326e-01 +4.9961e-02 +1.4697e-02 +4.2531e-01 +9.5604e-01 +3.5622e-01 +4.6455e-01 +4.3628e-01 +3.9004e-01 +5.2986e-01 +8.6913e-01 +9.6512e-01 +4.3841e-02 +1.9566e-01 +7.3896e-01 +8.7431e-01 +1.2081e-01 +9.0885e-01
85855 +3.621132633e+02 +3.621132633e+02 +3.529032633e+02 +3.529032633e+02 +9.8047e-01 +8.4982e-01 +2.6893e-01 +9.1498e-01 +1.2146e-01 +6.9467e-01 +8.8857e-01 +8.4838e-01 +8.6944e-01 +3.5365e-01 +8.5451e-03 +5.2986e-01 +8.6913e-01 +9.6512e-01 +4.3841e-02 +1.9566e-01 +9.2367e-01 +9.9880e-01 +1.2081e-01 +9.3359e-01
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.992761284e+02 +3.992761284e+02 +1.055266128e+03 +1.055266128e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +3.826827491e+02 +3.826827491e+02 +1.038672749e+03 +1.038672749e+03 +4.1506e-01 +4.1931e-01 +5.0994e-02 +5.7269e-01 +1.6851e-01 +4.9489e-01 +5.8163e-01 +4.5240e-01 +9.5897e-01 +1.7417e-01 +5.3378e-01 +3.3861e-01 +3.6775e-01 +4.0809e-02 +1.6887e-01 +7.3354e-01 +1.8141e-01 +3.4426e-01 +8.1764e-01 +7.0931e-01
40 +3.794167442e+02 +3.794167442e+02 +1.035406744e+03 +1.035406744e+03 +9.7501e-01 +8.1183e-01 +7.5053e-01 +8.6872e-02 +7.3357e-01 +1.6344e-01 +1.7070e-01 +8.3716e-01 +9.4855e-01 +3.7868e-01 +9.5225e-01 +8.3879e-01 +5.6907e-01 +6.6287e-02 +7.5767e-01 +6.8508e-01 +3.3183e-01 +4.7856e-01 +6.6514e-01 +7.4698e-01
8487 +3.713459291e+02 +3.713459291e+02 +1.027335929e+03 +1.027335929e+03 +5.9009e-02 +4.4838e-01 +3.2789e-01 +8.3272e-01 +3.4039e-02 +1.5709e-01 +1.1179e-01 +8.8128e-01 +1.3082e-01 +8.2340e-01 +7.3717e-01 +7.7584e-01 +9.9144e-01 +2.1115e-01 +9.2208e-01 +4.7426e-01 +3.2289e-02 +2.4460e-01 +9.8295e-01 +5.7508e-01
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.992761284e+02 +3.992761284e+02 +4.659861284e+02 +4.659861284e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
